scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,rsm_selected_action,rsm_selected_teacher_improvement,ego_ref_value,v49_obs_sign_risk,v49_siir_risk,v49_obs_sign_threshold,v49_siir_threshold,v49_obs_sign_selected_action,v49_siir_selected_action,v49_heldout_intervention_selected_action,v49_heldout_intervention_teacher_improvement,v49_heldout_intervention_prefix_size,obs_vs_siir_partition_on_rsmr_population,siir_minus_obs_risk
275e9cfb52fd59de,0,1,12,1,8,0.1272746219409324,0.766443288318508,-0.5970764395570507,-0.2614178723413899,1.524954491750987,1.4501708136749782,8,8,8,0.1272746219409324,12,both,0.3356585672156608
2e3481cf5ec35baa,0,1,14,0,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
2ffe7083e279569c,0,1,15,1,3,0.000160507233395,0.1486902650373629,0.9453001197495507,0.5094739983264248,1.524954491750987,1.4501708136749782,3,3,3,0.000160507233395,7,both,-0.43582612142312593
30a3163cf0805a69,0,1,4,0,1,-1.2324926170708386,0.4692796233561098,-0.7084871033578335,-0.9848357050734522,1.524954491750987,1.4501708136749782,1,1,26,-1.232430539329436,2,both,-0.2763486017156187
30e193cab0fc5a5d,0,1,9,0,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
31d6d7b013a75d29,0,1,17,1,9,0.00015953127658,-0.183573647142001,0.4470654989516116,0.5808165530571324,1.524954491750987,1.4501708136749782,9,9,9,0.00015953127658,10,both,0.13375105410552085
327472f9f4b755a7,0,1,12,1,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
343925e5442554f5,0,1,4,1,9,-0.0001190353877842,0.3767685078056343,-0.1225587592375247,-0.1360301196829394,1.524954491750987,1.4501708136749782,9,9,17,-0.0001943164043127,1,both,-0.013471360445414707
35c70713d92251fc,0,1,12,1,17,0.0,-0.0025181338176987,0.6034382532858085,0.4962334019700711,1.524954491750987,1.4501708136749782,17,17,17,0.0,11,both,-0.10720485131573737
366e33370f605634,0,1,4,1,28,1.2326923098775555,-0.0442889946443206,0.4673599167784694,0.5787723679085257,1.524954491750987,1.4501708136749782,28,28,27,1.2326923098775555,1,both,0.11141245113005632
36857cb219845df9,0,1,14,1,7,0.0001324263616466,0.2718701811100036,0.6693291948892152,0.0664819272123134,1.524954491750987,1.4501708136749782,7,7,-1,,-1,both,-0.6028472676769018
369040b3134c5769,0,1,17,1,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
39dca464ed145043,0,1,17,1,3,1.3998703285889036e-05,0.5822575110535624,-1.886735057595557,-1.946218375019934,1.524954491750987,1.4501708136749782,3,3,3,1.3998703285889036e-05,7,both,-0.05948331742437696
3a223e65af13545c,0,1,7,1,1,1.6616739350611345,1.125375722472374,-1.3752257407943715,-1.1093801708555513,1.524954491750987,1.4501708136749782,1,1,1,1.6616739350611345,7,both,0.26584556993882025
3a4fd1d48a995545,0,1,12,1,19,0.0142617651462133,0.8301659006850076,-0.893072483591279,-1.3905000001172962,1.524954491750987,1.4501708136749782,19,19,0,0.0142805499448881,4,both,-0.49742751652601724
3c9d60b02bfb51c0,0,1,17,0,9,-0.0004975407660006,0.0287880482731656,-0.0106568094497602,-0.1000402510193335,1.524954491750987,1.4501708136749782,9,9,-1,,-1,both,-0.0893834415695733
3da38924ebd45f50,0,1,10,1,1,1.728687759304978,1.64649796173453,-3.825133457263286,-4.329823659293521,1.524954491750987,1.4501708136749782,1,1,1,1.728687759304978,8,both,-0.5046902020302353
3e1e8ae126d0578f,0,1,15,1,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
3e1f06aa9ff354c9,0,1,17,1,3,0.000358076515142,-0.0714294874946896,-0.1392499681356775,0.2531843677854628,1.524954491750987,1.4501708136749782,3,3,3,0.000358076515142,6,both,0.3924343359211403
3e3a2d672dfb5b51,0,1,6,1,6,-1.987346634269027e-05,0.04701827218225,0.4938478678280381,0.3231078704809264,1.524954491750987,1.4501708136749782,6,6,3,-2.2415172308692943e-05,2,both,-0.1707399973471117
3e940b9ccdf456b7,0,1,17,1,3,-0.0098371612697842,0.594694460125694,-1.918778302563352,-1.9879992025276323,1.524954491750987,1.4501708136749782,3,3,3,-0.0098371612697842,16,both,-0.06922089996428027
3fabf2e29e5f5fc4,0,1,18,1,22,0.0002032831884921,0.0941443514291908,0.7612346317905393,0.5334838067899588,1.524954491750987,1.4501708136749782,22,22,23,0.00018023279328,8,both,-0.22775082500058053
4082f94c512b5d1f,0,1,14,1,23,-0.0001477490439216,0.0390816292807935,0.6037026499325368,0.522174840430988,1.524954491750987,1.4501708136749782,23,23,22,0.0005315770710936,11,both,-0.0815278095015487
40d5b1af93cf50e4,0,1,12,1,4,8.93150708446977e-05,0.026539681214184,0.9444531126168002,0.6174773259345026,1.524954491750987,1.4501708136749782,4,4,4,8.93150708446977e-05,4,both,-0.32697578668229765
421dd5398e885a27,0,1,18,1,22,-0.0001146473528817,0.036136611836514,0.2754874834834966,0.1856919654769867,1.524954491750987,1.4501708136749782,22,22,22,-0.0001146473528817,11,both,-0.08979551800650992
45389fbdea6657a0,0,1,10,0,6,-0.0003288350688643,0.2199716340821655,0.7608732646771017,0.1826449700445707,1.524954491750987,1.4501708136749782,6,6,6,-0.0003288350688643,5,both,-0.578228294632531
46bf28b955d051b1,0,1,29,1,5,-0.0003345792815641,0.2270655705791972,0.2293147012469069,-0.1625328035905225,1.524954491750987,1.4501708136749782,5,5,-1,,-1,both,-0.39184750483742936
46f5fac22c0b5cb0,0,1,5,0,5,-0.0008687456113751,0.0183290948237751,0.922008703460358,0.5882801744046507,1.524954491750987,1.4501708136749782,5,5,5,-0.0008687456113751,5,both,-0.33372852905570727
4750b9c4cfbd5d3f,0,1,2,0,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
48fd1a7abb7c59a6,0,1,19,1,23,-0.0003539639446881,0.0271290907603916,0.0326658535258238,0.0790149582571663,1.524954491750987,1.4501708136749782,23,23,-1,,-1,both,0.046349104731342496
4b30de14589f513c,0,1,14,1,23,0.0002240603599697,-0.1185303354267334,1.1927812913427849,1.1533476142130674,1.524954491750987,1.4501708136749782,23,23,23,0.0002240603599697,13,both,-0.03943367712971746
4efebde6623256df,0,1,6,1,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
4f74e2eb505a5fd0,0,1,9,0,7,-0.2430389412705786,-0.0590727768257649,0.9209304974483862,0.600957619925983,1.524954491750987,1.4501708136749782,7,7,-1,,-1,both,-0.3199728775224032
501128405d13533f,0,1,10,1,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
506ddb4d458f5a70,0,1,1,0,9,-0.9297249210089444,-0.173506028506224,0.494396797480914,0.6868421011357275,1.524954491750987,1.4501708136749782,9,9,9,-0.9297249210089444,1,both,0.19244530365481355
518c0014d1a45ca8,0,1,13,1,12,-0.0001304086467248,0.1538684686628223,0.0251647394116245,-0.1235797972011665,1.524954491750987,1.4501708136749782,12,12,25,2.831977549977438e-05,8,both,-0.148744536612791
524cadd627f25d7f,0,1,8,0,7,-0.2439054437735635,-0.0312720618653879,0.8361638604435787,0.5371135009741506,1.524954491750987,1.4501708136749782,7,7,7,-0.2439054437735635,4,both,-0.29905035946942815
53620555ea3a5d3c,0,1,9,1,21,0.0,0.0067529051210481,0.5878488203944402,0.4848447135832646,1.524954491750987,1.4501708136749782,21,21,21,0.0,8,both,-0.10300410681117561
54dbabed00525444,0,1,17,0,6,-0.0001196603953605,-0.2063201205731581,1.1963785081771143,1.1070373677649088,1.524954491750987,1.4501708136749782,6,6,6,-0.0001196603953605,4,both,-0.08934114041220553
586dc46118d75100,0,1,14,1,9,-0.0004047478932421,-0.3666391465659271,0.8526928204862982,1.2108395285113558,1.524954491750987,1.4501708136749782,9,9,9,-0.0004047478932421,11,both,0.35814670802505755
594c56337e94571b,0,1,14,0,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
5991dfcee3185e01,0,1,15,0,2,-3.552210174457291e-05,0.1686834907929907,-0.0825968426653241,-0.1620295105894293,1.524954491750987,1.4501708136749782,2,2,22,0.0,9,both,-0.0794326679241052
5b4aedf8449c54ca,0,1,4,1,1,0.0013290141742676,0.1476041218854754,-0.2646593502723267,-0.2570723070585927,1.524954491750987,1.4501708136749782,1,1,1,0.0013290141742676,2,both,0.0075870432137339905
5c92fa52c5165a1e,0,1,19,1,10,-7.041046395883654e-05,0.0895805791520791,0.0175277296765824,-0.0451242651213442,1.524954491750987,1.4501708136749782,10,10,21,2.6677810028186144e-05,16,both,-0.0626519947979266
5eae283cb1b95a45,0,1,6,1,25,0.0002113920846953,0.1375423511299207,0.256603518211993,0.0502975719828174,1.524954491750987,1.4501708136749782,25,25,2,-0.0003241730314446,1,both,-0.2063059462291756
60bd62401d0857f9,0,1,15,1,22,-5.674398746347009e-05,-0.081989999920419,0.6634197979889108,0.6643490214062644,1.524954491750987,1.4501708136749782,22,22,-1,,-1,both,0.0009292234173535752
6110193eb32f5ad4,0,1,17,1,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
648d283b25fa50d1,0,1,4,0,23,-0.0001290052613243,0.3000169224678218,-1.0718144707517692,-1.0719322043212236,1.524954491750987,1.4501708136749782,23,23,23,-0.0001290052613243,3,both,-0.0001177335694544368
650894e30d725ba8,0,1,14,0,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
651762602ed854bf,0,1,1,1,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
6596827fb10b569a,0,1,23,1,1,0.0005793339748345,0.5754631402981103,-1.8761259670790087,-1.8353786682884892,1.524954491750987,1.4501708136749782,1,1,-1,,-1,both,0.040747298790519526
6c82dcb2637f5ad4,0,1,3,0,9,-0.0003719746213523,0.4825856745366469,-1.144942819961201,-1.415459032662532,1.524954491750987,1.4501708136749782,9,9,9,-0.0003719746213523,2,both,-0.27051621270133097
6db53a1807af5a90,0,1,13,0,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
6e075e93bd485b81,0,1,10,1,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
6f8bc109eabc5ad5,0,1,4,1,19,-4.585174424573402e-06,-0.0120246539165937,0.5817527325189024,0.4982519724414515,1.524954491750987,1.4501708136749782,19,19,19,-4.585174424573402e-06,3,both,-0.08350076007745089
6fc9e653b0ee5565,0,1,12,1,10,-0.0001716095520647,0.2806501958090697,-0.6385657464118094,-0.7486998112452171,1.524954491750987,1.4501708136749782,10,10,3,-3.016566652780384e-05,5,both,-0.11013406483340771
70a67a5dedae584b,0,1,23,1,22,0.0002050307922065,-0.2296265206581838,1.116643408409007,1.2640191941767018,1.524954491750987,1.4501708136749782,22,22,-1,,-1,both,0.14737578576769472
70c45003ec3e527b,0,1,1,0,9,-0.0006647571086881,0.0492352281329905,-0.0821234180950572,-0.2050747319747089,1.524954491750987,1.4501708136749782,9,9,9,-0.0006647571086881,1,both,-0.1229513138796517
73458ba61f445d19,0,1,16,1,9,-2.754281880346099e-06,0.0429795640015346,-0.7218904040138128,-0.432903057342231,1.524954491750987,1.4501708136749782,9,9,9,-2.754281880346099e-06,14,both,0.28898734667158177
7647b4788f795d71,0,1,1,1,1,0.0035336643615271,-0.2259520200125899,0.611522174236102,0.93486747403793,1.524954491750987,1.4501708136749782,1,1,1,0.0035336643615271,1,both,0.323345299801828
77f9220d917b52d0,0,1,12,1,1,0.9964797705322505,0.3162562988687363,-1.088455810506661,-0.7874247710464304,1.524954491750987,1.4501708136749782,1,1,1,0.9964797705322505,11,both,0.3010310394602307
7ca96f8e844f56ca,0,1,15,1,20,3.252210966228601,0.6419210144771301,-0.9522635416327244,-1.5221165009278568,1.524954491750987,1.4501708136749782,20,20,20,3.252210966228601,11,both,-0.5698529592951324
7d363b1db0fc5975,0,1,11,1,5,-0.9769596037015144,0.0083058486132391,1.6752286910285987,1.3244350742097035,1.524954491750987,1.4501708136749782,-1,5,-1,,-1,siir_only,-0.3507936168188952
80c337fb67145ff6,0,1,29,1,20,0.0002089060913768,-0.5011164148437798,1.356315695055173,2.054635320463188,1.524954491750987,1.4501708136749782,20,-1,0,0.0002490207646039,3,obs_only,0.6983196254080153
83d128720881565a,0,1,17,0,3,-0.0005778864786027,-0.029474126319347,0.0107672193216509,-0.0585268060427953,1.524954491750987,1.4501708136749782,3,3,3,-0.0005778864786027,15,both,-0.0692940253644462
84ed4f2cc4f057ce,0,1,14,1,25,1.8950668792427905e-05,-0.0039532579962918,0.6417035796355968,0.5339049971550941,1.524954491750987,1.4501708136749782,25,25,25,1.8950668792427905e-05,10,both,-0.10779858248050267
864541f05d165c97,0,1,2,1,21,7.027299320325284e-05,0.1873263622424029,0.7092700041028928,0.4245405812598535,1.524954491750987,1.4501708136749782,21,21,21,7.027299320325284e-05,2,both,-0.28472942284303926
8813e8c6790a59d3,0,1,13,1,22,0.0001085729885146,0.3819190943559609,-1.2785435018332116,-1.080694680874205,1.524954491750987,1.4501708136749782,22,22,21,0.0005376298925838,2,both,0.19784882095900658
8bdafd4a1d7c50eb,0,1,21,1,3,0.0008188129012006,-0.0868918300444293,0.4204336579235012,0.708005619403415,1.524954491750987,1.4501708136749782,3,3,-1,,-1,both,0.2875719614799138
8e6c888a92425ff1,0,1,6,1,1,0.0003081311788877,0.0627571948898228,0.4847318321353298,0.394041408880675,1.524954491750987,1.4501708136749782,1,1,-1,,-1,both,-0.09069042325465476
8f2f7b6da7495074,0,1,22,1,6,-0.0030044126219674,-0.107462802408183,0.8529134033272637,0.7813249920968357,1.524954491750987,1.4501708136749782,6,6,3,-0.0002202983461319,5,both,-0.07158841123042803
8f79455cf8a85fb9,0,1,4,0,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
8fbfbaa44855539e,0,1,16,0,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
95a810911ba359ec,0,1,11,0,18,-1.2317849212438547,0.3863910957711701,-0.1490136189206868,-0.1648837936860975,1.524954491750987,1.4501708136749782,18,18,18,-1.2317849212438547,7,both,-0.01587017476541072
9626975e16725ec8,0,1,20,1,22,0.0008604435924439,-0.1349893005287895,0.302736688080335,0.6946213371981014,1.524954491750987,1.4501708136749782,22,22,-1,,-1,both,0.3918846491177664
9907ad0101c45e09,0,1,1,0,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
99426aa893625f69,0,1,7,0,2,-0.990559431026876,-0.1056667283176026,1.5408594290518962,1.2508147895299324,1.524954491750987,1.4501708136749782,-1,2,2,-0.990559431026876,7,siir_only,-0.2900446395219638
9a82cf7a1636581e,0,1,5,0,2,-0.0042642683826388,-0.1118764669296735,1.2737229555987424,0.8281386103692798,1.524954491750987,1.4501708136749782,2,2,2,-0.0042642683826388,5,both,-0.44558434522946255
9cb860301c105ca7,0,1,9,1,20,-3.7070147320572566e-05,-0.0091707316980874,0.6543685895482887,0.6279169444704413,1.524954491750987,1.4501708136749782,20,20,17,-3.7070147320572566e-05,2,both,-0.026451645077847363
9d1adc78bda259ce,0,1,10,1,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
9e720f0176b35d63,0,1,24,1,19,-9.262234168127192e-05,-0.2176957305649217,0.9493924751819568,0.9408763652086962,1.524954491750987,1.4501708136749782,19,19,19,-9.262234168127192e-05,11,both,-0.008516109973260577
9fb5b34a36925a6c,0,1,7,0,4,-0.0037563836089917,-0.6022953555987656,2.591068960437429,2.5814765945197604,1.524954491750987,1.4501708136749782,-1,-1,2,-0.0069401230219874,2,neither,-0.009592365917668655
a054dd394e1b559c,0,1,17,1,21,0.0004801966886094,0.260648807019398,-1.5828741236062531,-1.1800876265959963,1.524954491750987,1.4501708136749782,21,21,21,0.0004801966886094,10,both,0.4027864970102568
a1c1a996e52f5c4e,0,1,5,0,9,-0.0004672088905239,1.848971204886812,-4.573190611425098,-5.927747169943394,1.524954491750987,1.4501708136749782,9,9,9,-0.0004672088905239,4,both,-1.3545565585182953
a1ceb182eb7250a1,0,1,16,1,9,0.0007709787252359,0.0973766410448684,-0.2867748434724477,-0.3953799777532134,1.524954491750987,1.4501708136749782,9,9,-1,,-1,both,-0.10860513428076568
a3b5d1855e7e5d96,0,1,12,1,5,0.1193620606041702,0.0991284183485737,0.3272242916084919,0.1019225614615823,1.524954491750987,1.4501708136749782,5,5,16,0.0002694486178457,2,both,-0.22530173014690963
a657d16d34c3519a,0,1,3,1,20,1.784201655457297,0.5942858036431448,-1.0017744478762096,-1.428723111055968,1.524954491750987,1.4501708136749782,20,20,20,1.784201655457297,3,both,-0.4269486631797583
a67f3948c2445760,0,1,3,1,3,0.0006509598884731,0.1924604759173578,0.6885638970446885,0.3401961136025676,1.524954491750987,1.4501708136749782,3,3,3,0.0006509598884731,2,both,-0.3483677834421209
a68adc1c27615ce9,0,1,13,0,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
a75ce500226f5481,0,1,17,1,4,-0.0008296889021993,-0.0467903761226286,0.722972150946979,0.5732004205733062,1.524954491750987,1.4501708136749782,4,4,4,-0.0008296889021993,8,both,-0.14977173037367275
a8e99095a8235549,0,1,4,0,16,-1.2318749638779087,2.400915674235184,-3.4595355158351317,-2.457019179224896,1.524954491750987,1.4501708136749782,16,16,18,-1.2318906493616288,2,both,1.0025163366102356
aed1237adf57578c,0,1,1,1,0,1.0332035451421078,2.437878265304885,-4.672276861163604,-5.396723085684547,1.524954491750987,1.4501708136749782,0,0,0,1.0332035451421078,1,both,-0.7244462245209435
b1bfa52c4bc452b7,0,1,17,1,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
b2f2a9a83437555c,0,1,1,0,7,-0.0007529566446319,-0.2176823199407833,1.1172111193160774,0.9702948307482387,1.524954491750987,1.4501708136749782,7,7,7,-0.0007529566446319,1,both,-0.14691628856783867
b66888a9942d59ff,0,1,5,1,22,0.0031217700053006,0.7068439889034324,-1.623898467959363,-2.0515437109455363,1.524954491750987,1.4501708136749782,22,22,20,0.0031616590492427,2,both,-0.42764524298617324
b704090abc8d5afe,0,1,30,1,18,0.0007353571400976,-0.0652575164053954,-0.1103262906808843,0.4203192617508673,1.524954491750987,1.4501708136749782,18,18,18,0.0007353571400976,12,both,0.5306455524317516
b7c6fe6429785952,0,1,15,1,22,6.060907109617375e-05,-0.1130849148553705,1.0618668184177382,1.011948182896473,1.524954491750987,1.4501708136749782,22,22,22,6.060907109617375e-05,9,both,-0.0499186355212653
b95dc2615771588d,0,1,14,1,23,1.9696841584348583,0.0054751217774963,0.4778826501267994,0.3950094684465162,1.524954491750987,1.4501708136749782,23,23,23,1.9696841584348583,9,both,-0.08287318168028324
ba5ddc3d1d5d56ad,0,1,1,0,25,-3.65264862778325e-05,0.0184170711237401,0.5716269688962715,0.463351826304505,1.524954491750987,1.4501708136749782,25,25,25,-3.65264862778325e-05,1,both,-0.10827514259176652
bbc08519add25675,0,1,3,1,9,2.284032596921548,0.595401329375003,-1.889608861255474,-1.9661097631959985,1.524954491750987,1.4501708136749782,9,9,3,0.0016385450839995,1,both,-0.0765009019405245
bed9898a4bf45a6b,0,1,17,1,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
bf75c93832c7569d,0,1,9,1,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
c031140da54d502a,0,1,17,1,3,0.9911725879896434,-0.0636976997708341,0.1483394013584284,0.4385856723014614,1.524954491750987,1.4501708136749782,3,3,3,0.9911725879896434,12,both,0.290246270943033
c23e9cc0ed7e5b21,0,1,17,1,3,0.0016556329336947,0.253792935522466,-0.8165658272430634,-0.7342979392898902,1.524954491750987,1.4501708136749782,3,3,-1,,-1,both,0.08226788795317319
c3fd16e5694a5353,0,1,10,1,9,0.0044793055554852,0.0043985436374537,-1.081936528542635,-0.3251775669092241,1.524954491750987,1.4501708136749782,9,9,9,0.0044793055554852,5,both,0.7567589616334109
c70bcca6e16953d7,0,1,14,1,10,0.0003409750871363,0.7002931139823624,-0.5131407922905153,-1.333995701555014,1.524954491750987,1.4501708136749782,10,10,-1,,-1,both,-0.8208549092644986
c81dc86e054f566d,0,1,15,1,3,0.0005305072082206,-0.0513627931066266,1.3863593767540832,1.1228455630434535,1.524954491750987,1.4501708136749782,3,3,-1,,-1,both,-0.26351381371062965
c8c5d04b848e504c,0,1,16,1,3,0.000295684360573,0.1836069249363215,-0.8255829801663465,-0.6158333663988409,1.524954491750987,1.4501708136749782,3,3,-1,,-1,both,0.20974961376750556
c944de45a71e5a38,0,1,14,0,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
cdabe76a1ba75152,0,1,16,1,3,0.990668047375232,0.0405221530161418,0.1018876479059747,0.2538507592767999,1.524954491750987,1.4501708136749782,3,3,3,0.990668047375232,16,both,0.1519631113708252
cdccf3dfd4e153cc,0,1,24,1,21,0.0025033863656862,0.3465440697846603,-1.7709284086977273,-1.378638081063972,1.524954491750987,1.4501708136749782,21,21,21,0.0025033863656862,9,both,0.39229032763375526
cdfa6ac2b00156d1,0,1,10,0,-1,,,,,1.524954491750987,1.4501708136749782,-1,-1,-1,,-1,no_rsmr_proposal,
