scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,rsm_selected_action,rsm_selected_score,rsm_selected_teacher_improvement,affine_selected_action,affine_value,affine_selected_teacher_improvement,orthogonal_selected_action,orthogonal_value,orthogonal_selected_teacher_improvement,rsm_proposal,avr_accept,opvr_accept,rsm_proposal_positive,rsm_proposal_catastrophe,rsm_proposal_noop
9a82cf7a1636581e,0,1,5,0,2,0.07561048599679054,-0.004264268382638825,-1,-0.08852530654584735,nan,-1,-0.04230579356546624,nan,1,0,0,0,0,1
c70bcca6e16953d7,0,1,14,1,10,0.03939773249697635,0.0003409750871363748,-1,-0.10881864969935447,nan,-1,-0.21339818233464725,nan,1,0,0,1,0,0
d04f957744a353ba,0,1,10,1,21,0.16395353998292636,0.00016387412324547768,-1,-0.03901855170107543,nan,-1,-0.07185865195563146,nan,1,0,0,1,0,0
d0c144dfeca55025,0,1,25,1,22,0.09843921314284915,-0.00010299410598381756,-1,-0.07573226683029169,nan,-1,-0.050213880206261885,nan,1,0,0,0,0,0
f6cbfc9328fd5914,0,1,5,1,15,0.5971377137121932,0.0028377727983173173,15,0.20373446309526014,0.0028377727983173173,-1,-0.3239839370116766,nan,1,1,0,1,0,0
d0ce91bcf7ba557a,0,1,2,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
00bf712a8e9e59bf,0,1,1,0,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
07db46e8eac253cf,0,1,12,1,16,0.2530217512025169,0.7593208522055517,16,0.010894575572095782,0.7593208522055517,16,0.015694752421708452,0.7593208522055517,1,1,1,1,0,0
13adf1483845581c,0,1,18,1,21,0.12755961907937763,0.0006412762776015768,-1,-0.059413419647283916,nan,-1,-0.12958731428210551,nan,1,0,0,1,0,0
2ffe7083e279569c,0,1,15,1,3,0.07590999482084893,0.00016050723339500195,-1,-0.08835746414899256,nan,-1,-0.27339209823011335,nan,1,0,0,1,0,0
36857cb219845df9,0,1,14,1,7,0.011150599744162158,0.00013242636164667587,-1,-0.1246481214366657,nan,-1,-0.35479084493301877,nan,1,0,0,1,0,0
6f8bc109eabc5ad5,0,1,4,1,19,0.03328431236449239,-4.585174424573402e-06,-1,-0.11224456241241816,nan,-1,-0.05032787711506701,nan,1,0,0,0,0,0
8fbfbaa44855539e,0,1,16,0,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
b66888a9942d59ff,0,1,5,1,22,0.08919148929848243,0.003121770005300641,-1,-0.08091461877057059,nan,22,0.01013578586675351,0.003121770005300641,1,0,1,1,0,0
e4f303186cdb50b1,0,1,4,1,19,0.036005997279664505,-4.3645644211215764e-06,-1,-0.11071935152395053,nan,-1,-0.04677244547688619,nan,1,0,0,0,0,0
ee17abab9d83514f,0,1,4,0,17,0.2661902593227762,-5.260109603405505e-05,17,0.01827410428165766,-5.260109603405505e-05,17,0.0184058064989586,-5.260109603405505e-05,1,1,1,0,0,1
5b4aedf8449c54ca,0,1,4,1,1,0.3036981106646082,0.001329014174267673,1,0.03929321011227159,0.001329014174267673,1,0.7149784839651503,0.001329014174267673,1,1,1,1,0,0
73458ba61f445d19,0,1,16,1,9,0.06920677740633124,-2.754281880346099e-06,-1,-0.09211389463490052,nan,9,0.10729045905397527,-2.754281880346099e-06,1,0,1,0,0,0
7647b4788f795d71,0,1,1,1,1,0.2369589393802825,0.0035336643615271335,1,0.001893101759272188,0.0035336643615271335,1,0.07311357705439903,0.0035336643615271335,1,1,1,1,0,0
8f2f7b6da7495074,0,1,22,1,6,0.2750697190322527,-0.0030044126219674894,6,0.023250083887932885,-0.0030044126219674894,6,0.04735044634489635,-0.0030044126219674894,1,1,1,0,0,0
c23e9cc0ed7e5b21,0,1,17,1,3,0.04949923377303243,0.0016556329336947506,-1,-0.10315784757996722,nan,-1,-0.24052892977542767,nan,1,0,0,1,0,0
cdfa6ac2b00156d1,0,1,10,0,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
16599b5179df53bb,0,1,7,0,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
181f26554b4b5e75,0,1,15,0,9,0.21310532791191433,-0.00012368360642556198,-1,-0.011474275095418289,nan,9,0.04003733580402548,-0.00012368360642556198,1,0,1,0,0,1
21411e892e975adf,0,1,3,0,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
24f940b7a94f5ed7,0,1,17,0,3,0.07882921816138548,-0.0003130765174522987,-1,-0.08672155427565087,nan,-1,-0.12789893048967227,nan,1,0,0,0,0,1
257140a662885e1d,0,1,7,1,3,0.0516886667898204,0.0005220740450080363,-1,-0.10193090648250208,nan,-1,-0.3267048693482961,nan,1,0,0,1,0,0
3e1e8ae126d0578f,0,1,15,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
40d5b1af93cf50e4,0,1,12,1,4,0.1144445606696138,8.93150708446977e-05,-1,-0.06676299555812959,nan,-1,-0.10180859298700061,nan,1,0,0,1,0,0
4b30de14589f513c,0,1,14,1,23,0.12392617119856396,0.0002240603599697351,-1,-0.061449575353480446,nan,-1,-0.08800797160643906,nan,1,0,0,1,0,0
648d283b25fa50d1,0,1,4,0,23,0.2530075331405964,-0.0001290052613243456,23,0.01088660788166504,-0.0001290052613243456,23,0.07690074729908973,-0.0001290052613243456,1,1,1,0,0,1
651762602ed854bf,0,1,1,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
864541f05d165c97,0,1,2,1,21,0.19350852298519833,7.027299320325284e-05,-1,-0.022456170937506823,nan,21,0.04971255633419683,7.027299320325284e-05,1,0,1,1,0,0
a054dd394e1b559c,0,1,17,1,21,0.4527756639738645,0.00048019668860943554,21,0.1228351022195787,0.00048019668860943554,21,0.0780680586856779,0.00048019668860943554,1,1,1,1,0,0
b7c6fe6429785952,0,1,15,1,22,0.13934314023152178,6.060907109617375e-05,-1,-0.052810026776363525,nan,-1,-0.06579219826835361,nan,1,0,0,1,0,0
c031140da54d502a,0,1,17,1,3,0.12992093997200302,0.9911725879896434,-1,-0.05809015393179949,nan,-1,-0.15156306721488497,nan,1,0,0,1,0,0
cdabe76a1ba75152,0,1,16,1,3,0.5871673676194019,0.9906680473752321,3,0.19814715931231855,0.9906680473752321,3,0.230343190772247,0.9906680473752321,1,1,1,1,0,0
cdccf3dfd4e153cc,0,1,24,1,21,0.44738798341416125,0.0025033863656862554,21,0.11981588827330704,0.0025033863656862554,21,0.004598368491459115,0.0025033863656862554,1,1,1,1,0,0
d3e0b427c9095c6f,0,1,17,1,9,0.23847806820249842,0.0002687987604178266,9,0.0027444096412803545,0.0002687987604178266,9,0.07390798203765023,0.0002687987604178266,1,1,1,1,0,0
d86f407ee78151b0,0,1,5,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
de2c82b474d85dd5,0,1,17,1,9,0.20253287136409825,0.0006124333238229085,-1,-0.017398996856813086,nan,9,0.02327992995715364,0.0006124333238229085,1,0,1,1,0,0
046577552dd15fc3,0,1,15,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
1f8c9456286d59fb,0,1,17,0,9,0.16055811589874172,-0.0006121215932071156,-1,-0.04092132073774631,nan,-1,-0.03738082438894607,nan,1,0,0,0,0,1
369040b3134c5769,0,1,17,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
39dca464ed145043,0,1,17,1,3,0.05575504420932092,1.3998703285889036e-05,-1,-0.09965214045699064,nan,-1,-0.3682019805961382,nan,1,0,0,1,0,0
3e940b9ccdf456b7,0,1,17,1,3,0.055815201657522844,-0.00983716126978429,-1,-0.09961842869465234,nan,-1,-0.37134305464154993,nan,1,0,0,0,0,0
4f74e2eb505a5fd0,0,1,9,0,7,0.01797888368921327,-0.24303894127057868,-1,-0.12082160464756773,nan,-1,-0.21112447654429412,nan,1,0,0,0,0,1
524cadd627f25d7f,0,1,8,0,7,0.04393666708463837,-0.2439054437735635,-1,-0.10627506634165092,nan,-1,-0.24324018175459045,nan,1,0,0,0,0,1
70c45003ec3e527b,0,1,1,0,9,0.04956968022950637,-0.0006647571086881854,-1,-0.10311836993805905,nan,9,0.17082637324192396,-0.0006647571086881854,1,0,1,0,0,1
b1bfa52c4bc452b7,0,1,17,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
bed9898a4bf45a6b,0,1,17,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
db219c4afef9558d,0,1,18,1,3,0.10900517151749305,0.00014902080035517073,-1,-0.06981118659419695,nan,-1,-0.23105820585847275,nan,1,0,0,1,0,0
fa1f7200f4ff5651,0,1,16,0,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
04e294754b4d56a6,0,1,7,1,22,0.30059366053546305,4.5298025821094434e-05,22,0.03755350059877061,4.5298025821094434e-05,22,0.6526726354854572,4.5298025821094434e-05,1,1,1,1,0,0
3a223e65af13545c,0,1,7,1,1,0.7360791112853134,1.6616739350611343,1,0.28159613299544195,1.6616739350611343,1,1.1827382239462971,1.6616739350611343,1,1,1,1,0,0
3e1f06aa9ff354c9,0,1,17,1,3,0.08729425078609329,0.0003580765151420806,-1,-0.08197781635857394,nan,-1,-0.3577311710450245,nan,1,0,0,1,0,0
3e3a2d672dfb5b51,0,1,6,1,6,0.16676121227090313,-1.987346634269027e-05,-1,-0.03744515416302859,nan,6,0.04677541473036142,-1.987346634269027e-05,1,0,1,0,0,0
6110193eb32f5ad4,0,1,17,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
6e075e93bd485b81,0,1,10,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
6fc9e653b0ee5565,0,1,12,1,10,0.3179424258286459,-0.00017160955206474426,10,0.04727561265484556,-0.00017160955206474426,10,0.1299763663212492,-0.00017160955206474426,1,1,1,0,0,0
99426aa893625f69,0,1,7,0,2,0.061747153481208614,-0.990559431026876,-1,-0.0962942093991286,nan,-1,-0.2841320929595829,nan,1,0,0,0,1,1
9fb5b34a36925a6c,0,1,7,0,4,0.11357108246791396,-0.0037563836089917757,-1,-0.06725248589429786,nan,-1,-0.1316648457794639,nan,1,0,0,0,0,1
a1c1a996e52f5c4e,0,1,5,0,9,0.12914750725107293,-0.0004672088905239846,-1,-0.058523579564900424,nan,-1,-0.03531559273460022,nan,1,0,0,0,0,1
a657d16d34c3519a,0,1,3,1,20,0.19355923808448247,1.784201655457297,-1,-0.02242775059347409,nan,-1,-0.1514169739278477,nan,1,0,0,1,0,0
a68adc1c27615ce9,0,1,13,0,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
a75ce500226f5481,0,1,17,1,4,0.2603494602161748,-0.0008296889021993104,4,0.015000966254151184,-0.0008296889021993104,4,0.021164657650718805,-0.0008296889021993104,1,1,1,0,0,0
b95dc2615771588d,0,1,14,1,23,0.23298509368838602,1.9696841584348586,-1,-0.00033381021153818034,nan,23,0.01658995516065219,1.9696841584348586,1,0,1,1,0,0
c3fd16e5694a5353,0,1,10,1,9,0.026467195074440092,0.004479305555485258,-1,-0.11606482149560131,nan,9,0.27187515832268083,0.004479305555485258,1,0,1,1,0,0
c8c5d04b848e504c,0,1,16,1,3,0.16597348019154956,0.00029568436057303416,-1,-0.03788659304448314,nan,3,0.10695526500525468,0.00029568436057303416,1,0,1,1,0,0
c944de45a71e5a38,0,1,14,0,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
f7cbec94d1ff5621,0,1,3,0,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
03dac455f9ec5792,0,1,18,1,23,0.24602580167745342,-0.0001943112442734929,23,0.006974100306456096,-0.0001943112442734929,23,0.019718062976436735,-0.0001943112442734929,1,1,1,0,0,0
0966d80519ed5508,0,1,11,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
222f2b699516591c,0,1,14,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
343925e5442554f5,0,1,4,1,9,0.5838481226295662,-0.00011903538778423872,9,0.19628708044287713,-0.00011903538778423872,9,0.062254457272047675,-0.00011903538778423872,1,1,1,0,0,0
650894e30d725ba8,0,1,14,0,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
70a67a5dedae584b,0,1,23,1,22,0.18217580170894976,0.00020503079220652578,-1,-0.028806939092243883,nan,-1,-0.08792680426468533,nan,1,0,0,1,0,0
80c337fb67145ff6,0,1,29,1,20,0.16774801155484742,0.00020890609137680372,-1,-0.03689215958080718,nan,-1,-0.40711386395176224,nan,1,0,0,1,0,0
84ed4f2cc4f057ce,0,1,14,1,25,0.17280577662320404,1.8950668792427905e-05,-1,-0.03405782768935051,nan,-1,-0.037156667857987144,nan,1,0,0,1,0,0
8bdafd4a1d7c50eb,0,1,21,1,3,0.07516675351998307,0.0008188129012006717,-1,-0.08877397074699007,nan,-1,-0.23630855079398488,nan,1,0,0,1,0,0
9cb860301c105ca7,0,1,9,1,20,0.5255746113163778,-3.7070147320572566e-05,20,0.16363106156697538,-3.7070147320572566e-05,-1,-0.018090256274434197,nan,1,1,0,0,0,0
a1ceb182eb7250a1,0,1,16,1,9,0.2760796406411903,0.0007709787252359046,9,0.02381603603980164,0.0007709787252359046,9,0.06764669518163186,0.0007709787252359046,1,1,1,1,0,0
b704090abc8d5afe,0,1,30,1,18,0.1553406690888888,0.0007353571400976477,-1,-0.04384513702523352,nan,-1,-0.5797245449206323,nan,1,0,0,1,0,0
fd35b4e54a465e54,0,1,1,0,7,0.11224110174863418,-2.0207331793509424,-1,-0.06799779666234071,nan,-1,-0.08708555878621507,nan,1,0,0,0,1,1
fe98c3c19baf5ea3,0,1,2,1,4,0.6410420944109575,2.1286245316340877,4,0.22833813382874382,2.1286245316340877,4,2.7297552455413356,2.1286245316340877,1,1,1,1,0,0
05ba4ac2db9c50d2,0,1,11,1,25,0.17278546070643075,-0.9894486065524201,-1,-0.03406921256983359,nan,25,0.025715144730461187,-0.9894486065524201,1,0,1,0,1,0
0d399eab6caf5d71,0,1,1,0,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
154c14f381535c43,0,1,1,1,24,0.23059672119426736,7.987478524418279e-05,-1,-0.0016722354324150274,nan,24,0.028270172318192326,7.987478524418279e-05,1,0,1,1,0,0
20cd0f5250875606,0,1,5,0,9,0.1943934711475888,-0.00035151679222472035,-1,-0.02196025292529195,nan,9,0.22988601791613786,-0.00035151679222472035,1,0,1,0,0,1
30a3163cf0805a69,0,1,4,0,1,0.25878185346001875,-1.2324926170708386,1,0.014122491718029715,-1.2324926170708386,1,0.4250382569014416,-1.2324926170708386,1,1,1,0,1,1
3da38924ebd45f50,0,1,10,1,1,0.2897989109508466,1.7286877593049779,1,0.03150420756232907,1.7286877593049779,1,0.1546879532539996,1.7286877593049779,1,1,1,1,0,0
48fd1a7abb7c59a6,0,1,19,1,23,0.26614736238515674,-0.0003539639446881182,23,0.01825006517412748,-0.0003539639446881182,23,0.08956937908803161,-0.0003539639446881182,1,1,1,0,0,0
501128405d13533f,0,1,10,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
594c56337e94571b,0,1,14,0,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
5c92fa52c5165a1e,0,1,19,1,10,0.19132595113326795,-7.041046395883654e-05,-1,-0.02367926709197726,nan,10,8.36010162705153e-05,-7.041046395883654e-05,1,0,1,0,0,0
83d128720881565a,0,1,17,0,3,0.0524354888181263,-0.000577886478602796,-1,-0.10151239327292005,nan,-1,-0.16446069110615197,nan,1,0,0,0,0,1
95a810911ba359ec,0,1,11,0,18,0.3655633981867626,-1.2317849212438547,18,0.07396203221617212,-1.2317849212438547,-1,-0.15979618590341685,nan,1,1,0,0,1,1
9d1adc78bda259ce,0,1,10,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
a3b5d1855e7e5d96,0,1,12,1,5,0.8865874639511729,0.11936206060417026,5,0.3659398338447304,0.11936206060417026,5,0.14634052412577325,0.11936206060417026,1,1,1,1,0,0
bbc08519add25675,0,1,3,1,9,0.34343464965122006,2.284032596921548,9,0.0615612550261212,2.284032596921548,9,0.23382220542410628,2.284032596921548,1,1,1,1,0,0
bf75c93832c7569d,0,1,9,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
d5b4a2295da55f8c,0,1,5,0,7,2.0232822920408102,-1.2230283835736102,7,1.002934703824947,-1.2230283835736102,-1,-0.605877651553911,nan,1,1,0,0,1,1
dec7d1a6632a516c,0,1,9,1,1,0.20952999250446588,0.009756261034843616,-1,-0.013477865027142419,nan,-1,-0.0030727212213717704,nan,1,0,0,1,0,0
e14c53a47ffc5fe0,0,1,21,1,24,0.27056629841080915,-0.0002950868985615671,24,0.020726402278468888,-0.0002950868985615671,24,0.03649282918116903,-0.0002950868985615671,1,1,1,0,0,0
0624fd97bb1d5859,0,1,23,1,22,0.30708760412615504,0.0001875565206632679,22,0.04119265567451229,0.0001875565206632679,-1,-0.04364711155584716,nan,1,1,0,1,0,0
1289017760ab5cda,0,1,22,1,23,0.1695696067585175,-0.00010211831200868104,-1,-0.03587135190996686,nan,-1,-0.01708365158738949,nan,1,0,0,0,0,0
15210c5280b851a8,0,1,18,1,24,0.07832543143710995,1.220051444119215,-1,-0.08700387240624972,nan,-1,-0.13928920857543925,nan,1,0,0,1,0,0
327472f9f4b755a7,0,1,12,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
35c70713d92251fc,0,1,12,1,17,0.14131276787839925,0.0,-1,-0.05170626288492334,nan,-1,-0.03514354131971359,nan,1,0,0,0,0,0
3a4fd1d48a995545,0,1,12,1,19,0.36294256841124006,0.014261765146213357,19,0.07249333975726036,0.014261765146213357,-1,-0.2535911753734731,nan,1,1,0,1,0,0
3c9d60b02bfb51c0,0,1,17,0,9,0.20198590336690458,-0.0004975407660006148,-1,-0.01770551343421432,nan,9,0.030642849817671885,-0.0004975407660006148,1,0,1,0,0,1
4750b9c4cfbd5d3f,0,1,2,0,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
506ddb4d458f5a70,0,1,1,0,9,0.21299426294952226,-0.9297249210089445,-1,-0.01153651502959411,nan,9,0.16852897931304855,-0.9297249210089445,1,0,1,0,1,1
54dbabed00525444,0,1,17,0,6,0.11298286428431839,-0.00011966039536054351,-1,-0.06758211875275749,nan,-1,-0.20968325116120326,nan,1,0,0,0,0,1
77f9220d917b52d0,0,1,12,1,1,0.175110712316437,0.9964797705322503,-1,-0.03276615979754596,nan,1,0.10178021646730073,0.9964797705322503,1,0,1,1,0,0
7ca96f8e844f56ca,0,1,15,1,20,0.31633982678237677,3.252210966228601,20,0.04637752871368407,3.252210966228601,20,0.024538383214929137,3.252210966228601,1,1,1,1,0,0
7d363b1db0fc5975,0,1,11,1,5,0.05155354158396327,-0.9769596037015144,-1,-0.10200662958848354,nan,-1,-0.19187099789235101,nan,1,0,0,0,1,0
8813e8c6790a59d3,0,1,13,1,22,0.2954325623573707,0.00010857298851463248,22,0.03466126164274906,0.00010857298851463248,22,0.017665870419256373,0.00010857298851463248,1,1,1,1,0,0
9626975e16725ec8,0,1,20,1,22,0.03871277541690952,0.0008604435924439713,-1,-0.10920249427696414,nan,-1,-0.15304372968934615,nan,1,0,0,1,0,0
9907ad0101c45e09,0,1,1,0,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
9e720f0176b35d63,0,1,24,1,19,0.23632595812184637,-9.262234168127192e-05,19,0.0015383840246141695,-9.262234168127192e-05,-1,-0.024299085071752408,nan,1,1,0,0,0,0
a67f3948c2445760,0,1,3,1,3,0.03047255169131903,0.0006509598884731531,-1,-0.11382025104947624,nan,-1,-0.16787412698095372,nan,1,0,0,1,0,0
a8e99095a8235549,0,1,4,0,16,0.5009691622233208,-1.2318749638779087,16,0.14984236080181212,-1.2318749638779087,-1,-1.482691199844925,nan,1,1,0,0,1,1
aed1237adf57578c,0,1,1,1,0,0.3113336971456892,1.0332035451421078,0,0.04357213291331325,1.0332035451421078,0,0.6989574338988631,1.0332035451421078,1,1,1,1,0,0
ba5ddc3d1d5d56ad,0,1,1,0,25,0.20066170117177076,-3.6526486277832504e-05,-1,-0.018447585962629368,nan,25,0.0940422664156092,-3.6526486277832504e-05,1,0,1,0,0,1
c81dc86e054f566d,0,1,15,1,3,0.04468170228153158,0.0005305072082206763,-1,-0.10585755445838382,nan,-1,-0.3507557791917062,nan,1,0,0,1,0,0
cffbf96734fa5f35,0,1,2,0,1,0.09058897890820655,-0.00012115731714312794,-1,-0.08013147654959207,nan,-1,-0.23163572066619706,nan,1,0,0,0,0,1
f4ba7c7ca86f5233,0,1,13,1,22,0.3020711472082559,6.64908149863308e-05,22,0.03838147254671632,6.64908149863308e-05,22,0.015861086749699774,6.64908149863308e-05,1,1,1,1,0,0
045cd7a008c65925,0,1,17,1,9,0.21875562309183655,0.00042712006894873866,-1,-0.00830789397487309,nan,9,0.12834694603368735,0.00042712006894873866,1,0,1,1,0,0
0c77a4182a655cf9,0,1,3,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
1470dbcb0c415442,0,1,9,1,9,0.02581933960292854,0.0005928187692534337,-1,-0.11642787462265305,nan,9,0.3968671008660468,0.0005928187692534337,1,0,1,1,0,0
208da297c61b5a6b,0,1,14,0,9,0.22824337165212338,-0.0002173149178734679,-1,-0.0029910340655850106,nan,9,0.059966216921222656,-0.0002173149178734679,1,0,1,0,0,1
249837af09305794,0,1,2,0,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
2648d4ed541751cc,0,1,13,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
2e3481cf5ec35baa,0,1,14,0,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
31d6d7b013a75d29,0,1,17,1,9,0.15739992756858356,0.0001595312765800827,-1,-0.04269114471778776,nan,-1,-0.05566623932426748,nan,1,0,0,1,0,0
45389fbdea6657a0,0,1,10,0,6,0.05115423176304603,-0.00032883506886438596,-1,-0.10223039968153874,nan,-1,-0.3314675269180053,nan,1,0,0,0,0,1
46bf28b955d051b1,0,1,29,1,5,0.006143127166755208,-0.0003345792815641069,-1,-0.12745426981048702,nan,-1,-0.1553288841695708,nan,1,0,0,0,0,0
4efebde6623256df,0,1,6,1,-1,nan,nan,-1,nan,nan,-1,nan,nan,0,0,0,0,0,0
