scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,rsm_selected_action,rsm_selected_teacher_improvement,quality_selected_action,v43_future_mean_selected_action,v43_future_robust_selected_action,pc_response_mean_selected_action,pc_occupancy_mean_selected_action,pc_occupancy_robust_selected_action,pcor_main_selected_action,quality_value,v43_future_mean_value,v43_future_robust_value,pc_response_mean_value,pc_occupancy_mean_value,pc_occupancy_robust_value,pcor_main_value,rsm_has_proposal,teacher_bucket,quality_accept,v43_future_mean_accept,v43_future_robust_accept,pc_response_mean_accept,pc_occupancy_mean_accept,pc_occupancy_robust_accept,pcor_main_accept,rsm_occ_delta_cv,rsm_occ_delta_ca,rsm_occ_delta_brake,rsm_occ_delta_yield,rsm_occ_delta_nonyield
d3578202f06d5c62,0,1,25,1,26,8.269424438478445e-05,26,26,26,26,26,26,26,0.0287158139428701,0.0337315029356622,0.0322603696297552,0.0338950593559551,0.2150006211016549,0.2158341984730261,0.1729684798645936,True,nearzero_positive,True,True,True,True,True,True,True,0.02289101481437683,0.02330971509218216,0.02078184485435486,0.022979773581027985,0.02288920432329178
e7ee1c000ef85255,0,1,16,1,9,0.0005864605173468,-1,-1,-1,-1,-1,-1,-1,-0.093633081790793,-0.093633081790793,-0.093633081790793,-0.093633081790793,-0.1653070373589691,-0.1399099976349074,-0.1827757162433399,True,nearzero_positive,False,False,False,False,False,False,False,-0.0007735192775726318,0.00320318341255188,0.016753897070884705,-0.03842879831790924,0.006266802549362183
e8a90962974f55d3,0,1,12,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
f390221c855a53d1,0,1,17,1,23,0.0001769104883706,23,23,23,23,-1,-1,-1,0.059610245492826,0.059610245492826,0.059610245492826,0.059610245492826,-0.4217911999919969,-0.4294758426262748,-0.4723415612347073,True,nearzero_positive,True,True,True,True,False,False,False,-0.05851641297340393,-0.05851641297340393,-0.05851641297340393,-0.05851641297340393,-0.05851641297340393
f473bc020969511e,0,1,24,1,2,0.002340053756078,2,2,2,2,2,2,2,0.0950357986100444,0.0950357986100444,0.0950357986100444,0.0950357986100444,0.4710250407641368,0.4599787280098438,0.4171130094014113,True,nearzero_positive,True,True,True,True,True,True,True,0.05119960010051727,0.050976186990737915,0.05273079872131348,0.034071534872055054,0.05034901946783066
5eae283cb1b95a45,0,1,6,1,25,0.0002113920846953,25,25,25,25,25,25,25,0.0061142925815621,0.0061142925815621,0.0061142925815621,0.0061142925815621,0.2369801064347362,0.2366079421141258,0.1937422235056933,True,nearzero_positive,True,True,True,True,True,True,True,0.028314799070358276,0.02831326425075531,0.026849091053009033,0.028257444500923157,0.028298065066337585
ea5915d23f345a29,0,1,6,1,26,-6.736000906726325e-06,-1,-1,-1,-1,26,26,-1,-0.0045023133482451,-0.0045023133482451,-0.0045023133482451,-0.0045023133482451,0.0082584821016526,0.0201023700015433,-0.0227633486068891,True,mild_harm,False,False,False,False,True,True,False,0.0009022057056427002,0.000902220606803894,0.005032837390899658,0.000902220606803894,0.000902220606803894
190d01845dda5596,0,1,4,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
247baf6242815059,0,1,20,1,12,-0.0004707026612013,-1,-1,-1,-1,-1,-1,-1,-0.0123605343936148,-0.0123605343936148,-0.0123605343936148,-0.0123605343936148,-0.0088242233197079,-0.0087677729556686,-0.0516334915641011,True,mild_harm,False,False,False,False,False,False,False,0.00042985379695892334,0.00042985379695892334,0.00042985379695892334,0.00042985379695892334,0.00042985379695892334
273d4e72b01d53cf,0,1,14,1,8,-1.5629368781690487,-1,-1,-1,-1,-1,-1,-1,-0.1434606417850462,-0.1434606417850462,-0.1434606417850462,-0.1434606417850462,-0.1849032850608886,-0.1855648366752049,-0.2284305552836374,True,catastrophe,False,False,False,False,False,False,False,-0.00503753125667572,-0.00503753125667572,-0.00503753125667572,-0.00503753125667572,-0.00503753125667572
275e9cfb52fd59de,0,1,12,1,8,0.1272746219409324,8,8,8,8,-1,-1,-1,0.8503470886511855,1.2307748134654704,1.119193049913334,1.2431801673341465,-0.2181359340515754,-0.2351921981473232,-0.2780579167557558,True,small_positive,True,True,True,True,False,False,False,-0.1298786997795105,-0.1298786997795105,-0.1298786997795105,-0.1298786997795105,-0.1298786997795105
4082f94c512b5d1f,0,1,14,1,23,-0.0001477490439216,23,23,23,23,23,23,23,0.0623746466086376,0.0623746466086376,0.0623746466086376,0.0623746466086376,0.0883323982280991,0.0887467635081696,0.0458810448997371,True,mild_harm,True,True,True,True,True,True,True,0.0031552761793136597,0.0031552761793136597,0.0031552761793136597,0.0031552761793136597,0.0031552761793136597
421dd5398e885a27,0,1,18,1,22,-0.0001146473528817,-1,-1,-1,-1,22,22,22,-0.0352352273513206,-0.0352352273513206,-0.0352352273513206,-0.0352352273513206,0.056251482797296,0.0577118911111305,0.014846172502698,True,mild_harm,False,False,False,False,True,True,True,0.011120602488517761,0.011120602488517761,0.011120602488517761,0.011120602488517761,0.011120602488517761
53620555ea3a5d3c,0,1,9,1,21,0.0,21,21,21,21,21,21,-1,0.0067529051210481,0.0067529051210481,0.0067529051210481,0.0067529051210481,0.0067529051210481,0.0067529051210481,-0.0361128134873843,True,mild_harm,True,True,True,True,True,True,False,0.0,0.0,0.0,0.0,0.0
60bd62401d0857f9,0,1,15,1,22,-5.674398746347009e-05,-1,-1,-1,-1,-1,-1,-1,-0.0121935079385841,-0.0121935079385841,-0.0121935079385841,-0.0121935079385841,-0.1325944370748254,-0.1345164049499226,-0.1773821235583551,True,mild_harm,False,False,False,False,False,False,False,-0.014635249972343445,-0.014635249972343445,-0.014635249972343445,-0.014635249972343445,-0.014635249972343445
6db53a1807af5a90,0,1,13,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
8e6c888a92425ff1,0,1,6,1,1,0.0003081311788877,1,1,1,1,1,1,1,0.0521968366695759,0.0521968366695759,0.0521968366695759,0.0521968366695759,0.0663334997687128,0.0665591642426713,0.0236934456342387,True,nearzero_positive,True,True,True,True,True,True,True,0.001718372106552124,0.001718372106552124,0.001718372106552124,0.001718372106552124,0.001718372106552124
9a82cf7a1636581e,0,1,5,0,2,-0.0042642683826388,-1,-1,-1,-1,2,2,-1,-0.1598536188358614,-0.1656135740045327,-0.163924119134759,-0.1658014001735375,0.0061980497468472,0.0088487433495607,-0.0340169752588717,True,mild_harm,False,False,False,False,True,True,False,0.020184293389320374,0.020184293389320374,0.020184293389320374,0.020184293389320374,0.020184293389320374
c70bcca6e16953d7,0,1,14,1,10,0.0003409750871363,10,10,10,10,10,10,10,0.0752100460989838,0.0617038982875713,0.0656653368672808,0.0612634768038715,0.9163781544655152,0.929805775775706,0.8869400571672734,True,nearzero_positive,True,True,True,True,True,True,True,0.10224759578704834,0.10224759578704834,0.10224759578704834,0.10224759578704834,0.10224759578704834
d04f957744a353ba,0,1,10,1,21,0.0001638741232454,21,21,21,21,21,21,21,0.0169632424585069,0.0169632424585069,0.0169632424585069,0.0169632424585069,0.0886087552578673,0.0897524372458975,0.0468867186374649,True,nearzero_positive,True,True,True,True,True,True,True,0.00870881974697113,0.00870881974697113,0.00870881974697113,0.00870881974697113,0.00870881974697113
d0c144dfeca55025,0,1,25,1,22,-0.0001029941059838,22,22,22,22,22,22,22,0.0429783550516964,0.0429783550516964,0.0429783550516964,0.0429783550516964,0.0866522320036984,0.0873494009465371,0.0444836823381045,True,mild_harm,True,True,True,True,True,True,True,0.005308747291564941,0.005308747291564941,0.005308747291564941,0.005308747291564941,0.005308747291564941
f6cbfc9328fd5914,0,1,5,1,15,0.0028377727983173,15,15,15,15,15,15,15,0.3883445684730002,0.3883445684730002,0.3883445684730002,0.3883445684730002,0.0841813619049675,0.0793259848243739,0.0364602662159414,True,nearzero_positive,True,True,True,True,True,True,True,-0.03697234392166138,-0.03697234392166138,-0.03697234392166138,-0.03697234392166138,-0.03697234392166138
d0ce91bcf7ba557a,0,1,2,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
00bf712a8e9e59bf,0,1,1,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
07db46e8eac253cf,0,1,12,1,16,0.7593208522055517,16,16,16,16,16,16,16,0.2687226301796579,0.1999326612885891,0.1881393951896701,0.219711233524532,0.3423314652797464,0.2949184067920173,0.2520526881835848,True,material_positive,True,True,True,True,True,True,True,0.006512761116027832,0.004652783274650574,-0.005585759878158569,0.01899002492427826,0.006780996918678284
13adf1483845581c,0,1,18,1,21,0.0006412762776015,21,21,21,21,-1,-1,-1,0.0523072133323107,0.0523072133323107,0.0523072133323107,0.0523072133323107,-0.1085395891412483,-0.141269057570695,-0.1841347761791275,True,nearzero_positive,True,True,True,True,False,False,False,0.003787517547607422,0.004111006855964661,-0.019824504852294922,-0.051841944456100464,0.004279673099517822
2ffe7083e279569c,0,1,15,1,3,0.000160507233395,3,3,3,3,3,3,3,0.0630176207662971,0.0630176207662971,0.0630176207662971,0.0630176207662971,0.0439364722490928,0.0436318786323072,0.0007661600238746,True,nearzero_positive,True,True,True,True,True,True,True,-0.0023193955421447754,-0.0023193955421447754,-0.0023193955421447754,-0.0023193955421447754,-0.0023193955421447754
36857cb219845df9,0,1,14,1,7,0.0001324263616466,7,-1,-1,-1,7,7,7,0.0287530144064284,-0.1863111453271122,-0.1232314669926747,-0.1933241647048835,0.5832213865950716,0.592072401340132,0.5492066827316995,True,nearzero_positive,True,False,False,False,True,True,True,0.06739801168441772,0.06739801168441772,0.06739801168441772,0.06739801168441772,0.06739801168441772
6f8bc109eabc5ad5,0,1,4,1,19,-4.585174424573402e-06,-1,19,19,19,-1,-1,-1,-0.0047951377439345,0.0076480676235742,0.011527480239322,0.0080423412293518,-0.0121577152235002,-0.0139788626743634,-0.056844581282796,True,mild_harm,False,True,True,True,False,False,False,0.008000046014785767,-0.00019407272338867188,-0.0032135695219039917,-0.003931641578674316,-0.0014045238494873047
8fbfbaa44855539e,0,1,16,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
b66888a9942d59ff,0,1,5,1,22,0.0031217700053006,22,22,22,22,22,22,22,0.0265710234402383,0.0265710234402383,0.0265710234402383,0.0265710234402383,0.646256195066134,0.6177736568527427,0.5749079382443101,True,nearzero_positive,True,True,True,True,True,True,True,0.0789039134979248,0.0679297000169754,0.0800383985042572,0.0800383985042572,0.0638471245765686
e4f303186cdb50b1,0,1,4,1,19,-4.364564421121576e-06,-1,19,19,19,-1,-1,-1,-0.0038601199243871,0.0093378957351078,0.0134907962441739,0.0097803584004338,-0.0105846425178875,-0.0122025518075738,-0.0550682704160063,True,mild_harm,False,True,True,True,False,False,False,0.00839582085609436,6.9141387939453125e-06,-0.0034740865230560303,-0.003995925188064575,-0.001269221305847168
ee17abab9d83514f,0,1,4,0,17,-5.260109603405505e-05,17,17,17,17,17,17,-1,0.0290811394858199,0.0343596715436528,0.0377851614085811,0.0326161537539767,0.0373423202986476,0.0259122693602232,-0.0169534492482092,True,mild_harm,True,True,True,True,True,True,False,0.0017615407705307007,0.0012857615947723389,0.006475970149040222,-0.002454116940498352,0.0016099512577056885
5b4aedf8449c54ca,0,1,4,1,1,0.0013290141742676,1,1,1,1,1,1,1,0.0097787206852421,0.4352735763462357,0.3104732439184263,0.4491485226487234,0.5378725402820077,0.5463025363259233,0.5034368177174908,True,nearzero_positive,True,True,True,True,True,True,True,0.06419207155704498,0.06419207155704498,0.06419207155704498,0.06419207155704498,0.06419207155704498
73458ba61f445d19,0,1,16,1,9,-2.754281880346099e-06,-1,-1,-1,-1,-1,-1,-1,-0.061770231552315,-0.061770231552315,-0.061770231552315,-0.061770231552315,-0.1215170572973695,-0.1224707997688339,-0.1653365183772664,True,mild_harm,False,False,False,False,False,False,False,-0.007262483239173889,-0.007262483239173889,-0.007262483239173889,-0.007262483239173889,-0.007262483239173889
7647b4788f795d71,0,1,1,1,1,0.0035336643615271,1,1,1,1,-1,-1,-1,0.0055434356433971,0.0055434356433971,0.0055434356433971,0.0055434356433971,-0.4814313743737558,-0.4892049849891297,-0.5320707035975623,True,nearzero_positive,True,True,True,True,False,False,False,-0.05919387936592102,-0.05919387936592102,-0.05919387936592102,-0.05919387936592102,-0.05919387936592102
8f2f7b6da7495074,0,1,22,1,6,-0.0030044126219674,-1,-1,-1,-1,-1,-1,-1,-0.0358698711474278,-0.0358698711474278,-0.0358698711474278,-0.0358698711474278,-0.1495744023077213,-0.1513894751457037,-0.1942551937541363,True,mild_harm,False,False,False,False,False,False,False,-0.013821274042129517,-0.013821274042129517,-0.013821274042129517,-0.013821274042129517,-0.013821274042129517
c23e9cc0ed7e5b21,0,1,17,1,3,0.0016556329336947,3,3,3,3,3,3,3,0.03126945233161,0.0336172911633354,0.032755526716116,0.0341109346214647,0.1453869963061113,0.1471678062885687,0.1043020876801361,True,nearzero_positive,True,True,True,True,True,True,True,0.013854637742042542,0.013852864503860474,0.013862282037734985,0.013859257102012634,0.013849645853042603
cdfa6ac2b00156d1,0,1,10,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
16599b5179df53bb,0,1,7,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
181f26554b4b5e75,0,1,15,0,9,-0.0001236836064255,-1,9,9,9,-1,-1,-1,-0.0689185551671475,0.0808053339883381,0.0368903702928039,0.0856876748547272,-0.1953708214802626,-0.197389387244917,-0.2402551058533496,True,mild_harm,False,True,True,True,False,False,False,-0.015370815992355347,-0.015370815992355347,-0.015370815992355347,-0.015370815992355347,-0.015370815992355347
21411e892e975adf,0,1,3,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
24f940b7a94f5ed7,0,1,17,0,3,-0.0003130765174522,3,-1,-1,-1,3,3,-1,0.1176303764288154,-0.5243267485532053,-0.4396687696341694,-0.5091720848685444,0.0502887113638032,0.02497594573176,-0.0178897728766724,True,mild_harm,True,False,False,False,True,True,False,-0.006830990314483643,-0.006830990314483643,-0.015435457229614258,-0.006830990314483643,-0.006830990314483643
257140a662885e1d,0,1,7,1,3,0.000522074045008,3,3,3,3,3,3,3,0.0829275642638083,0.1624562323626938,0.4441645937563547,0.1551181384874962,0.4412196336609623,0.6859368727580155,0.643071154149583,True,nearzero_positive,True,True,True,True,True,True,True,0.040936246514320374,0.11503881216049194,0.00045014917850494385,0.032692089676856995,0.044680118560791016
3e1e8ae126d0578f,0,1,15,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
40d5b1af93cf50e4,0,1,12,1,4,8.93150708446977e-05,-1,-1,-1,-1,4,4,-1,-0.0128033924946345,-0.0128033924946345,-0.0128033924946345,-0.0128033924946345,0.0052835346166741,0.0021934516607172,-0.0406722669477152,True,nearzero_positive,False,False,False,False,True,True,False,0.007203906774520874,0.001910090446472168,-0.003025949001312256,0.0011879056692123413,0.0037764087319374084
4b30de14589f513c,0,1,14,1,23,0.0002240603599697,23,23,23,23,23,23,23,0.0633282565503958,0.0633282565503958,0.0633282565503958,0.0633282565503958,0.0493851784848026,0.0523225631433058,0.0094568445348732,True,nearzero_positive,True,True,True,True,True,True,True,-0.0018263757228851318,-0.0007496625185012817,-0.0019319802522659302,-0.0018846243619918823,-0.0018330663442611694
648d283b25fa50d1,0,1,4,0,23,-0.0001290052613243,-1,-1,-1,-1,23,23,23,-0.0349978541835867,-0.0349978541835867,-0.0349978541835867,-0.0349978541835867,0.2175711337729261,0.1293127756370735,0.0864470570286409,True,mild_harm,False,False,False,False,True,True,True,0.03277662396430969,0.005758434534072876,0.047382205724716187,0.047382205724716187,0.003095850348472595
651762602ed854bf,0,1,1,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
864541f05d165c97,0,1,2,1,21,7.027299320325284e-05,21,21,21,21,21,21,21,0.138462838950419,0.138462838950419,0.138462838950419,0.138462838950419,0.1503574892915572,0.1453232288875821,0.1024575102791496,True,nearzero_positive,True,True,True,True,True,True,True,0.0019881874322891235,0.0006680190563201904,0.0019881874322891235,0.0019881874322891235,-0.00011675059795379639
a054dd394e1b559c,0,1,17,1,21,0.0004801966886094,21,21,21,21,21,21,21,0.0311244355017794,0.0311244355017794,0.0311244355017794,0.0311244355017794,0.1648772917919882,0.1609475032808981,0.1180817846724656,True,nearzero_positive,True,True,True,True,True,True,True,0.01704123616218567,0.01716609299182892,0.01645859330892563,0.014444157481193542,0.01779225468635559
b7c6fe6429785952,0,1,15,1,22,6.060907109617375e-05,22,22,22,22,-1,-1,-1,0.0276894615870871,0.0276894615870871,0.0276894615870871,0.0276894615870871,-0.0448678033394332,-0.0460260396860636,-0.0888917582944961,True,nearzero_positive,True,True,True,True,False,False,False,-0.008819647133350372,-0.008819647133350372,-0.008819647133350372,-0.008819647133350372,-0.008819647133350372
c031140da54d502a,0,1,17,1,3,0.9911725879896434,3,3,3,3,-1,3,-1,0.0497809242708474,0.0945670247103696,0.1150546966187009,0.0842029826118263,-0.1921678364249928,0.0424176719978785,-0.0004480466105539,True,material_positive,True,True,True,True,False,True,False,-0.04250064492225647,-0.04263526201248169,0.04191243648529053,-0.04198503494262695,-0.04262810945510864
cdabe76a1ba75152,0,1,16,1,3,0.990668047375232,3,3,3,3,-1,3,3,0.0733983674342229,0.0996556858823972,0.1122453764638264,0.0931632605542508,-0.0068410485994579,0.0482714814267619,0.0054057628183293,True,material_positive,True,True,True,True,False,True,True,-0.012834399938583374,-0.012834370136260986,0.007114440202713013,-0.012834638357162476,-0.012834310531616211
cdccf3dfd4e153cc,0,1,24,1,21,0.0025033863656862,21,21,21,21,21,21,21,0.0744161034708732,0.0744161034708732,0.0744161034708732,0.0744161034708732,0.2749496529971645,0.272091774366005,0.2292260557575725,True,nearzero_positive,True,True,True,True,True,True,True,0.025122642517089844,0.02524830400943756,0.02463100105524063,0.022563397884368896,0.02587675303220749
d3e0b427c9095c6f,0,1,17,1,9,0.0002687987604178,-1,-1,-1,-1,-1,-1,-1,-0.061525502535597,-0.0588894907186402,-0.0596626496573747,-0.05880353310499,-0.1203844196208837,-0.1213239883485715,-0.164189706957004,True,nearzero_positive,False,False,False,False,False,False,False,-0.007154554128646851,-0.007154554128646851,-0.007154554128646851,-0.007154554128646851,-0.007154554128646851
d86f407ee78151b0,0,1,5,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
de2c82b474d85dd5,0,1,17,1,9,0.0006124333238229,-1,9,9,9,9,9,9,-0.0924361201128707,0.2425522587595815,0.0729200587867136,0.2572777956535909,0.3384705873474208,0.3068936562441955,0.264027937635763,True,nearzero_positive,False,True,True,True,True,True,True,0.04158461093902588,0.08257260918617249,0.07123921811580658,0.032860368490219116,0.05921626091003418
046577552dd15fc3,0,1,15,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
1f8c9456286d59fb,0,1,17,0,9,-0.0006121215932071,-1,9,9,9,9,9,9,-0.1157077763246233,0.421323542116752,0.2638088596853693,0.4388355768851936,0.2232803042724261,0.1814804433720738,0.1386147247636413,True,mild_harm,False,True,True,True,True,True,True,0.055233538150787354,0.017050862312316895,0.02916419506072998,0.05654314160346985,0.02708408236503601
369040b3134c5769,0,1,17,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
39dca464ed145043,0,1,17,1,3,1.3998703285889036e-05,3,3,3,3,3,3,3,0.0383389976262005,0.1047712482317996,0.1434679810779913,0.0860636705270794,0.8726301633300199,0.7992647893839923,0.7563990707755597,True,nearzero_positive,True,True,True,True,True,True,True,0.10628846287727356,0.1066303551197052,0.0754837691783905,0.10606646537780762,0.1063392162322998
3e940b9ccdf456b7,0,1,17,1,3,-0.0098371612697842,3,3,3,3,3,3,3,0.0381838367051715,0.0919908129561831,0.1239614918153653,0.0765842300901727,0.9212816035948728,0.8488402270498239,0.8059745084413914,True,mild_harm,True,True,True,True,True,True,True,0.11220413446426392,0.11264339089393616,0.08145976066589355,0.11193907260894775,0.1122845709323883
4f74e2eb505a5fd0,0,1,9,0,7,-0.2430389412705786,-1,-1,-1,-1,7,7,7,-0.115313191079963,-0.1153090231854146,-0.1153102471294342,-0.1153088872746925,0.0406548379234198,0.0632054926973899,0.0203397740889573,True,mild_harm,False,False,False,False,True,True,True,0.023731321096420288,0.020774856209754944,0.014668658375740051,0.014667242765426636,0.024959027767181396
524cadd627f25d7f,0,1,8,0,7,-0.2439054437735635,-1,-1,-1,-1,7,7,7,-0.0926371773245006,-0.4084869849491565,-0.6134599950168551,-0.3184878730082113,0.0498866030277217,0.1007946446645183,0.0579289260560858,True,mild_harm,False,False,False,False,True,True,True,0.033352866768836975,0.02662178874015808,-0.021072521805763245,0.014197155833244324,0.03323963284492493
70c45003ec3e527b,0,1,1,0,9,-0.0006647571086881,-1,-1,-1,-1,-1,-1,-1,-0.1374841777010956,-0.2030960331275208,-0.2868047922213127,-0.2060215181262897,-0.0243725159225983,-0.0184262078662085,-0.061291926474641,True,mild_harm,False,False,False,False,False,False,False,0.006581038236618042,0.013835608959197998,0.015381395816802979,0.015381395816802979,0.014987736940383911
b1bfa52c4bc452b7,0,1,17,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
bed9898a4bf45a6b,0,1,17,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
db219c4afef9558d,0,1,18,1,3,0.0001490208003551,3,3,3,3,-1,-1,-1,0.0368886125452618,0.0463431162724481,0.043758463363205,0.0466552916896542,-0.2937545811833479,-0.3074367317597937,-0.3503024503682262,True,nearzero_positive,True,True,True,True,False,False,False,-0.04172089695930481,-0.0384276807308197,-0.03318426012992859,-0.04270485043525696,-0.041354089975357056
fa1f7200f4ff5651,0,1,16,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
04e294754b4d56a6,0,1,7,1,22,4.5298025821094434e-05,22,22,22,22,22,22,22,0.072460694021912,0.3719177510090352,0.2391200538265811,0.445112695469413,1.122784479957844,1.1429474506693136,1.1000817320608811,True,nearzero_positive,True,True,True,True,True,True,True,0.1274036467075348,0.1279730200767517,0.12623628973960876,0.12894216179847717,0.12868732213974
3a223e65af13545c,0,1,7,1,1,1.6616739350611345,1,1,1,1,1,1,1,1.0171702435192622,1.0393577109845025,1.0328499864408258,1.0400812213056558,0.7750647681116776,0.7709294147585138,0.7280636961500813,True,material_positive,True,True,True,True,True,True,True,-0.029471397399902344,-0.029487162828445435,-0.029445350170135498,-0.029359400272369385,-0.029509902000427246
