scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,rsm_action,rsm_score,teacher_improvement,outcome_class,epv_raw_accept,quality_accept,risk_accept,joint_raw_accept,joint_main_accept,epv_raw_value,quality_value,risk_value,joint_raw_value,joint_main_value,delta_route_deviation_cost,delta_progress_deficit_cost,delta_global_comfort_cost,delta_hard_agent_risk,delta_soft_agent_risk,delta_agent_ttc_risk,delta_hard_off_route_risk,delta_soft_off_route_risk,delta_red_light_risk
f390221c855a53d1,0,1,17,1,23,0.1231167918763268,0.00017691048837065182,positive_le_1e-3,True,True,True,True,False,0.05434676882671405,0.059610245492826036,0.05434676882671405,0.06703472031885305,-0.005962824578863379,3.996801872211027e-14,4.244878768920898,0.00011982975411228836,0.0,0.0,0.0,0.0,0.0,0.0
f473bc020969511e,0,1,24,1,2,0.3726935804696051,0.002340053756078042,positive_1e-3_to_1e-2,True,True,True,True,False,0.06081210384837003,0.09503579861004448,0.06081210384837003,0.02858976487261726,-0.04440778002509917,51.30136489868149,-5.743677139282227,-0.00013970755389891565,0.0,0.0,0.0,0.0,0.0,0.0
5eae283cb1b95a45,0,1,6,1,25,0.16880198592320705,0.00021139208469539883,positive_le_1e-3,True,True,True,True,False,0.007438722934172416,0.0061142925815621035,0.007438722934172416,0.003757254000241091,-0.06924029089747534,-3.885781433220995e-15,-2.4070472717285156,-1.4695455320179462e-05,0.0,0.0,0.0,0.0,0.0,0.0
ea5915d23f345a29,0,1,6,1,26,0.253337737852979,-6.736000906726325e-06,harmful_noncat,False,False,False,True,False,-0.009339458664869352,-0.004502313348245195,-0.009339458664869352,0.000835402466455526,-0.0721621424312609,1.1102230246251565e-15,-0.1673736572265625,0.00015709077706560493,0.0,0.0,0.0,0.0,0.0,0.0
247baf6242815059,0,1,20,1,12,0.10640461116837574,-0.0004707026612013579,harmful_noncat,True,False,True,False,False,0.008959481497939849,-0.012360534393614854,0.008959481497939849,-0.03799604266218505,-0.11099358755990148,3.85822829847976e-14,-5.039295196533203,-0.0006256959750317037,0.0,0.0,0.0,0.0,0.0,0.0
273d4e72b01d53cf,0,1,14,1,8,0.10595580456406165,-1.5629368781690487,catastrophe,True,False,False,False,False,0.010236492555985325,-0.1434606417850462,-0.2520817194532739,-0.2818363719069054,-0.35483391680462184,-194.3709716796875,0.8441333770751953,0.0,0.0,0.0,0.0,0.0,-0.5600485801696777,0.0
275e9cfb52fd59de,0,1,12,1,8,0.9052465347908495,0.12727462194093242,positive_1e-2_to_0p2,True,True,True,True,True,0.4570160666764277,0.8503470886511855,2.0472017424499427,2.122835573772194,2.0498380288744777,496.87872314453125,-0.9671494960784912,0.0,0.0,0.23279321193695068,0.18778985738754272,0.0,1.3147706985473633,0.0
4082f94c512b5d1f,0,1,14,1,23,0.05384107891472045,-0.00014774904392167443,harmful_noncat,True,True,True,True,False,0.06635930320085065,0.06237464660863763,0.06635930320085065,0.05745623309823107,-0.015541311799485355,4.6074255521943996e-14,-1.2902336120605469,-0.00011291893315501511,0.0,0.0,0.0,0.0,0.0,0.0
421dd5398e885a27,0,1,18,1,22,0.16646628537675648,-0.00011464735288172975,harmful_noncat,False,False,False,False,False,-0.03481689982834978,-0.03523522735132063,-0.03481689982834978,-0.036432022554389674,-0.10942956745210611,9.115971866258121e-15,-1.9991455078125,9.660201612859964e-06,0.0,0.0,0.0,0.0,0.0,0.0
53620555ea3a5d3c,0,1,9,1,21,0.1628050291701029,0.0,harmful_noncat,True,True,True,True,False,0.006752905121048182,0.006752905121048182,0.006752905121048182,0.006752905121048182,-0.06624463977666825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60bd62401d0857f9,0,1,15,1,22,0.23395181210833113,-5.674398746347009e-05,harmful_noncat,False,False,False,False,False,-0.008106094065460588,-0.01219350793858418,-0.008106094065460588,-0.017187506323886395,-0.09018505122160282,-4.440888710368837e-15,-1.1831283569335938,-0.00011745147639885545,0.0,0.0,0.0,0.0,0.0,0.0
8e6c888a92425ff1,0,1,6,1,1,0.15108919089822714,0.00030813117888772723,positive_le_1e-3,True,True,True,True,False,0.042281065491267165,0.052196836669575905,0.042281065491267165,0.06446546411413685,-0.008532080783579574,4.9960036108132044e-15,3.2907447814941406,0.0002800737420329824,0.0,0.0,0.0,0.0,0.0,0.0
9a82cf7a1636581e,0,1,5,0,2,0.07561048599679049,-0.004264268382638825,harmful_noncat,False,False,False,False,False,-0.09545564312830872,-0.15985361883586147,-0.09511640077454368,-0.06367171433578053,-0.13666925923349696,-83.22172832489014,4.276065826416016,0.0,0.0,0.0,-0.0037404000759124756,0.0,0.0,0.0
c70bcca6e16953d7,0,1,14,1,10,0.03939773249697637,0.0003409750871363748,positive_le_1e-3,True,True,True,True,True,0.07022939348178359,0.07521004609898382,0.07106824399842926,0.0864550002619328,0.013457455364216372,-1.406536340713501,6.829339981079102,0.00011666821228573099,0.0,1.0132789611816406e-05,-0.008773162961006165,0.0,0.0,0.0
d04f957744a353ba,0,1,10,1,21,0.16395353998292636,0.00016387412324547768,positive_le_1e-3,True,True,True,True,False,0.015551051265111384,0.016963242458506913,0.015551051265111384,0.019469350046174474,-0.05352819485154195,2.220442661118524e-15,2.547056198120117,1.5894212992861867e-05,0.0,0.0,0.0,0.0,0.0,0.0
d0c144dfeca55025,0,1,25,1,22,0.09843921314284915,-0.00010299410598381756,harmful_noncat,True,True,True,True,False,0.0442397617746864,0.042978355051696435,0.0442397617746864,0.04182346471838776,-0.03117408017932867,7.771561172376096e-15,0.6929244995117188,-4.846078809350729e-05,0.0,0.0,0.0,0.0,0.0,0.0
f6cbfc9328fd5914,0,1,5,1,15,0.5971377137121933,0.0028377727983173173,positive_1e-3_to_1e-2,True,True,True,True,True,0.2967600535406446,0.38834456847300025,0.2967600535406446,0.2576677826333678,0.1846702377356514,116.248046875,-1.442908763885498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07db46e8eac253cf,0,1,12,1,16,0.2530217512025169,0.7593208522055517,material_positive_gt_0p2,True,True,True,False,False,0.1275937187737244,0.2687226301796579,0.038186448821125527,-0.02541366530781644,-0.09841121020553287,179.5611572265625,-3.162412643432617,0.0,0.0,-0.021577835083007812,-0.02741551399230957,0.0,0.0,0.0
13adf1483845581c,0,1,18,1,21,0.1275596190793776,0.0006412762776015768,positive_le_1e-3,True,True,True,True,False,0.04429655114261436,0.05230721333231074,0.04429655114261436,0.06292494798872182,-0.010072596908994605,0.0,4.592937469482422,0.0002039316983655226,0.0,0.0,0.0,0.0,0.0,0.0
2ffe7083e279569c,0,1,15,1,3,0.0759099948208489,0.00016050723339500195,positive_le_1e-3,True,True,True,True,False,0.059943070490699434,0.0630176207662971,0.059943070490699434,0.0690693288174028,-0.003928216080313629,-0.20151680707931519,6.073187828063965,3.36316334141884e-05,0.0,0.0,0.0,0.0,0.0,0.0
36857cb219845df9,0,1,14,1,7,0.011150599744162243,0.00013242636164667587,positive_le_1e-3,True,True,True,True,False,0.02515264454983117,0.028753014406428443,0.03781943404097886,0.038845586186452175,-0.03415195871126425,0.6866836547851562,5.679928779602051,3.246494452469051e-05,0.0,0.0,-0.1396608054637909,0.0,0.0,0.0
6f8bc109eabc5ad5,0,1,4,1,19,0.03328431236449239,-4.585174424573402e-06,harmful_noncat,False,False,False,False,False,-0.004925965113442127,-0.004795137743934571,-0.004925965113442127,-0.004516399941977564,-0.077513944839694,0.0,0.3635120391845703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b66888a9942d59ff,0,1,5,1,22,0.08919148929848245,0.003121770005300641,positive_1e-3_to_1e-2,False,True,False,False,False,-0.022323852345189524,0.02657102344023839,-0.022323852345189524,-0.044524667348524755,-0.11752221224624118,62.536842346191406,-1.8153095245361328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e4f303186cdb50b1,0,1,4,1,19,0.03600599727966447,-4.3645644211215764e-06,harmful_noncat,False,False,False,False,False,-0.003995026189031318,-0.0038601199243871354,-0.003995026189031318,-0.0035726917217205837,-0.07657023661943702,0.0,0.3748455047607422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ee17abab9d83514f,0,1,4,0,17,0.26619025932277623,-5.260109603405505e-05,harmful_noncat,True,True,True,True,False,0.029647702328616847,0.0290811394858199,0.029647702328616847,0.029220542417664377,-0.04377700248005205,-0.480438232421875,-0.5165615081787109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5b4aedf8449c54ca,0,1,4,1,1,0.30369811066460817,0.001329014174267673,positive_1e-3_to_1e-2,False,True,False,False,False,-0.004140683737858015,0.00977872068524219,-0.029201345980710176,-0.05633808700299262,-0.12933563190070904,34.14556121826172,-7.582691192626953,-0.0003337643584018224,0.0,0.0,0.2763125002384186,0.0,0.0,0.0
73458ba61f445d19,0,1,16,1,9,0.06920677740633147,-2.754281880346099e-06,harmful_noncat,False,False,False,False,False,-0.05953554503171267,-0.061770231552315064,-0.05953554503171267,-0.06973076737726386,-0.14272831227498028,1.9271202087402344,-4.421302795410156,-6.961661711102352e-05,0.0,0.0,0.0,0.0,0.0,0.0
7647b4788f795d71,0,1,1,1,1,0.2369589393802825,0.0035336643615271335,positive_1e-3_to_1e-2,False,True,False,False,False,-0.046025401989693904,0.005543435643397154,-0.046025401989693904,-0.08671782900245577,-0.1597153739001722,73.66458129882812,-7.037710189819336,-0.00013674391266249586,0.0,0.0,0.0,0.0,0.0,0.0
8f2f7b6da7495074,0,1,22,1,6,0.2750697190322527,-0.0030044126219674894,harmful_noncat,True,False,True,True,False,0.011052041840246309,-0.03586987114742783,0.011052041840246309,0.02981001193444368,-0.04318753296327275,-59.104454040527344,-0.2576446533203125,-1.5401512953872043e-08,0.0,0.0,0.0,0.0,0.0,0.0
c23e9cc0ed7e5b21,0,1,17,1,3,0.04949923377303256,0.0016556329336947506,positive_1e-3_to_1e-2,True,True,True,False,False,0.007968552477286618,0.03126945233161001,0.007865812376203742,-0.012428559563692461,-0.08542610446140889,34.30272722244263,-2.993694305419922,-8.980993879958987e-05,0.0,0.0,0.0011327862739562988,0.0,0.0,0.0
181f26554b4b5e75,0,1,15,0,9,0.21310532791191433,-0.00012368360642556198,harmful_noncat,False,False,False,False,False,-0.06733399657855746,-0.06891855516714751,-0.07615238609698251,-0.08650031145000604,-0.15949785634772246,4.792945861816406,-6.825386047363281,-9.384244708598999e-05,0.0,0.0,0.09722932428121567,0.0,0.0,0.0
24f940b7a94f5ed7,0,1,17,0,3,0.07882921816138547,-0.0003130765174522987,harmful_noncat,True,True,True,True,True,0.11362932892567885,0.11763037642881544,0.14496139452109552,0.1409372950192471,0.06793975012153067,-1.584090232849121,6.530763626098633,9.320519166067243e-05,0.0,0.0,-0.3454594016075134,0.0,0.0,0.0
257140a662885e1d,0,1,7,1,3,0.0516886667898204,0.0005220740450080363,positive_le_1e-3,True,True,True,True,True,0.07047104475289037,0.08292756426380835,0.0796286664889221,0.10128119991457471,0.028283655016858283,1.0929765701293945,7.534799575805664,0.0002848002186510712,0.0,0.0,-0.10096961259841919,0.0,0.0,0.0
40d5b1af93cf50e4,0,1,12,1,4,0.11444456066961377,8.93150708446977e-05,positive_le_1e-3,False,False,False,False,False,-0.014610264531337477,-0.012803392494634558,-0.014610264531337477,-0.01345325772241361,-0.08645080262013004,1.6054508686065674,1.4861602783203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4b30de14589f513c,0,1,14,1,23,0.12392617119856396,0.0002240603599697351,positive_le_1e-3,True,True,True,True,False,0.056152967380654666,0.06332825655039587,0.056152967380654666,0.07262387366761468,-0.0003736712301017492,-2.9004576518332215e-14,3.5254478454589844,0.0001894592642202042,0.0,0.0,0.0,0.0,0.0,0.0
648d283b25fa50d1,0,1,4,0,23,0.2530075331405964,-0.0001290052613243456,harmful_noncat,False,False,False,False,False,-0.030611122270052266,-0.03499785418358672,-0.030611122270052266,-0.04152594754944879,-0.11452349244716523,0.0,-4.469936370849609,-8.91087474883534e-05,0.0,0.0,0.0,0.0,0.0,0.0
864541f05d165c97,0,1,2,1,21,0.1935085229851983,7.027299320325284e-05,positive_le_1e-3,True,True,True,True,True,0.1463104257538866,0.13846283895041903,0.1463104257538866,0.12960435694852857,0.05660681205081214,-4.440892098500626e-15,-0.2729377746582031,-0.00024857205426087603,0.0,0.0,0.0,0.0,0.0,0.0
a054dd394e1b559c,0,1,17,1,21,0.45277566397386443,0.00048019668860943554,positive_le_1e-3,True,True,True,False,False,0.027631441848037754,0.031124435501779405,0.027631441848037754,-0.00385050884308644,-0.07684805374080286,18.00416755676268,-7.901546478271484,-0.000254303275141865,0.0,0.0,0.0,0.0,0.0,0.0
b7c6fe6429785952,0,1,15,1,22,0.13934314023152178,6.060907109617375e-05,positive_le_1e-3,True,True,True,True,False,0.018418054811322047,0.027689461587087197,0.018418054811322047,0.038567786349165356,-0.03442975854855107,-3.3755550438163695e-14,1.452585220336914,0.00028062501223757863,0.0,0.0,0.0,0.0,0.0,0.0
c031140da54d502a,0,1,17,1,3,0.12992093997200319,0.9911725879896434,material_positive_gt_0p2,True,True,True,True,False,0.023502337080896184,0.04978092427084749,0.022995264271557965,0.009486885646833601,-0.06351065925088283,34.277164459228516,-2.443340301513672,0.0,0.0,0.0,0.005590856075286865,0.0,0.0,0.0
cdabe76a1ba75152,0,1,16,1,3,0.5871673676194018,0.9906680473752321,material_positive_gt_0p2,True,True,True,True,False,0.07174015402639966,0.07339836743422296,0.07146199081139205,0.0655323930986207,-0.007465151799095723,4.0250701904296875,-4.253608703613281,0.0,0.0,0.0,0.0030669569969177246,0.0,0.0,0.0
cdccf3dfd4e153cc,0,1,24,1,21,0.4473879834141613,0.0025033863656862554,positive_1e-3_to_1e-2,True,True,True,True,False,0.0686410301165733,0.07441610347087325,0.0686410301165733,0.034645100671762484,-0.03835244422595394,21.666721343994126,-7.961864471435547,-0.0002734872105065733,0.0,0.0,0.0,0.0,0.0,0.0
d3e0b427c9095c6f,0,1,17,1,9,0.2384780682024984,0.0002687987604178266,positive_le_1e-3,False,False,False,False,False,-0.0625474802101272,-0.061525502535597076,-0.06270273372041392,-0.07583928620194282,-0.14883683109965923,6.467914581298828,-6.737327575683594,-5.381872324505821e-05,0.0,0.0,0.0017117857933044434,0.0,0.0,0.0
de2c82b474d85dd5,0,1,17,1,9,0.20253287136409828,0.0006124333238229085,positive_le_1e-3,False,False,False,False,False,-0.08711943766281427,-0.09243612011287076,-0.09728992921305753,-0.10161432223571637,-0.1746118671334328,-1.7736384868621826,-6.779962539672852,-4.719489243143471e-05,0.0,0.0,0.11213725805282593,0.0,0.0,0.0
1f8c9456286d59fb,0,1,17,0,9,0.16055811589874172,-0.0006121215932071156,harmful_noncat,False,False,False,False,False,-0.0940373579083601,-0.11570777632462331,-0.125667259650663,-0.1487321888948888,-0.22172973379260522,-3.697484016418457,-7.7014923095703125,-0.0005122334696352482,0.0,0.0,0.3487432673573494,0.0,0.0,0.0
39dca464ed145043,0,1,17,1,3,0.055755044209320925,1.3998703285889036e-05,positive_le_1e-3,True,True,True,True,False,0.05058742082636449,0.03833899762620055,0.0624972220135377,0.051634213859693176,-0.02136333103802325,-8.135963439941406,-3.9021453857421875,-0.000141068798257038,0.0,0.002845942974090576,0.002318143844604492,0.0,0.0,0.0
3e940b9ccdf456b7,0,1,17,1,3,0.05581520165752296,-0.00983716126978429,harmful_noncat,True,True,True,True,False,0.05152898615514453,0.03818383670517157,0.05134475134089015,0.04077472776067949,-0.03222281713703694,-9.499065399169922,-3.9001502990722656,-0.0001416286249877885,0.0,0.0,0.0020313262939453125,0.0,0.0,0.0
4f74e2eb505a5fd0,0,1,9,0,7,0.017978883689213188,-0.24303894127057868,harmful_noncat,False,False,False,True,False,-0.018350784106636476,-0.115313191079963,-0.018305854608436242,0.025275280949317015,-0.047722263948399415,-123.85665893554688,3.2502059936523438,0.0,0.0,1.055002212524414e-05,0.0,0.0,0.0,0.0
524cadd627f25d7f,0,1,8,0,7,0.04393666708463834,-0.2439054437735635,harmful_noncat,True,False,True,True,False,0.0016469207203130304,-0.09263717732450064,0.0016664663212249962,0.043728203397340994,-0.029269341500375433,-120.32293701171875,2.9126834869384766,0.0,0.0,4.589557647705078e-06,0.0,0.0,0.0,0.0
70c45003ec3e527b,0,1,1,0,9,0.04956968022950637,-0.0006647571086881854,harmful_noncat,False,False,False,False,False,-0.1090600715733469,-0.13748417770109567,-0.11014343499019567,-0.16523240788401858,-0.238229952781735,-3.637601852416992,-7.765678405761719,-0.0007296488474821672,0.0,0.0,0.011944890022277832,0.0,0.0,0.0
db219c4afef9558d,0,1,18,1,3,0.109005171517493,0.00014902080035517073,positive_le_1e-3,True,True,True,True,False,0.03974229027214311,0.03688861254526187,0.03919258613225296,0.020130386544282047,-0.052867158353434376,5.9217119216918945,-4.116813659667969,-0.00019450663239695132,0.0,0.0,0.006060898303985596,0.0,0.0,0.0
04e294754b4d56a6,0,1,7,1,22,0.3005936605354631,4.5298025821094434e-05,positive_le_1e-3,True,True,True,True,True,0.073026816021342,0.072460694021912,1.7105550477761904,1.720339454372935,1.6473419094752184,0.16151247918605804,-1.9285697937011719,0.0,0.0,0.38408923149108887,-0.01988041400909424,0.0,0.0,0.0
3a223e65af13545c,0,1,7,1,1,0.7360791112853133,1.6616739350611343,material_positive_gt_0p2,True,True,True,True,True,0.6216938711327661,1.0171702435192622,1.2890078652718997,1.280483300718637,1.2074857558209204,499.59808349609375,-0.9927406311035156,0.0,0.0,0.05660414695739746,0.0,0.0,0.9100494384765625,0.0
3e1f06aa9ff354c9,0,1,17,1,3,0.08729425078609329,0.0003580765151420806,positive_le_1e-3,True,True,True,True,False,0.024816754637765726,0.026358467301641073,0.09472139511806298,0.03785958623104565,-0.03513795866667078,9.29402208328247,-3.5438480377197266,-0.00014583746087737381,0.0,0.0,-0.7707508206367493,0.0,0.0,0.0
3e3a2d672dfb5b51,0,1,6,1,6,0.16676121227090313,-1.987346634269027e-05,harmful_noncat,False,False,False,False,False,-0.013296424287114235,-0.013658635254988142,-0.7205569358720962,-0.7348838361238561,-0.8078813810215726,0.0,-1.0064258575439453,0.0,0.0,-0.16911113262176514,-0.14261776208877563,0.0,0.0,0.0
6fc9e653b0ee5565,0,1,12,1,10,0.31794242582864585,-0.00017160955206474426,harmful_noncat,False,False,False,False,False,-0.0062526663161526636,-0.00875971511251677,-0.0062526663161526636,-0.013361378261613675,-0.08635892315933011,0.0,-4.939716339111328,-2.339187267352827e-05,0.0,0.0,0.0,0.0,0.0,0.0
99426aa893625f69,0,1,7,0,2,0.0617471534812086,-0.990559431026876,catastrophe,True,True,True,True,False,0.029861616057656012,0.01674306856625082,0.029861616057656012,0.04378144718621675,-0.029216097711499675,-19.722450256347656,6.181476593017578,9.075384696188848e-06,0.0,0.0,0.0,0.0,0.0,0.0
9fb5b34a36925a6c,0,1,7,0,4,0.11357108246791392,-0.0037563836089917757,harmful_noncat,True,False,False,True,False,0.016805540382692875,-0.10675083145577419,-0.04277082505194907,0.03844592452186309,-0.03455162037585334,-155.03726196289062,-4.201059341430664,2.541276626288891e-05,0.0,0.0,0.656873881816864,0.0,0.0,0.0
a1c1a996e52f5c4e,0,1,5,0,9,0.129147507251073,-0.0004672088905239846,harmful_noncat,True,False,True,True,True,0.0025269314533707763,-0.009831809166581508,0.10320034293847416,0.09319974899572579,0.020202204098009366,-2.1158018112182617,-7.543598175048828,-0.0002555678292992525,0.0,0.02921968698501587,0.2620246410369873,0.0,0.0,0.0
a657d16d34c3519a,0,1,3,1,20,0.19355923808448244,1.784201655457297,material_positive_gt_0p2,True,True,False,False,False,0.00011584296925258042,0.06358859414702837,-0.5151316389047699,-0.5424909515921115,-0.615488496489828,79.18461608886719,2.040708541870117,0.0,0.0,-0.12099778652191162,-0.0005199313163757324,0.0,0.0,0.0
a75ce500226f5481,0,1,17,1,4,0.2603494602161748,-0.0008296889021993104,harmful_noncat,False,False,False,False,False,-0.03537478243241165,-0.04858008519327299,-0.03537478243241165,-0.03068282040281907,-0.1036803653005355,-16.424415588378906,-0.5339546203613281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b95dc2615771588d,0,1,14,1,23,0.23298509368838605,1.9696841584348586,material_positive_gt_0p2,False,False,False,False,False,-0.011447942629769016,-0.012030046683439098,-0.011447942629769016,-0.013270264269720928,-0.08626780916743736,0.0,-1.6174125671386719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3fd16e5694a5353,0,1,10,1,9,0.026467195074440064,0.004479305555485258,positive_1e-3_to_1e-2,True,True,True,False,False,0.052552772995010114,0.08662515940729502,0.052552772995010114,-0.07048667649116201,-0.14348422138887845,95.28983497619629,-12.777441024780273,-0.0011812986340373755,0.0,0.0,0.0,0.0,0.0,0.0
c8c5d04b848e504c,0,1,16,1,3,0.16597348019154945,0.00029568436057303416,positive_le_1e-3,True,True,True,True,False,0.024585290591833946,0.02583236001285936,0.024585290591833946,0.016520342882341117,-0.05647720201537531,4.677310228347778,-3.7096004486083984,-3.604446828830987e-05,0.0,0.0,0.0,0.0,0.0,0.0
03dac455f9ec5792,0,1,18,1,23,0.24602580167745342,-0.0001943112442734929,harmful_noncat,False,False,False,False,False,-0.03913680773030695,-0.0403824420345861,-0.03913680773030695,-0.04303636200044587,-0.11603390689816229,0.0,-3.4610729217529297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343925e5442554f5,0,1,4,1,9,0.5838481226295662,-0.00011903538778423872,harmful_noncat,True,True,True,True,True,0.3067341669813045,0.3041924600587267,0.3067341669813045,0.3056292089347505,0.23263166403703406,-2.4448318481445312,-1.6800756454467773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70a67a5dedae584b,0,1,23,1,22,0.18217580170894973,0.00020503079220652578,positive_le_1e-3,True,True,True,True,False,0.014902322124077452,0.028617092390086953,0.07216496750805029,0.03519963677423497,-0.03779790812348146,16.74386596679677,1.2462825775146484,0.0,0.0,0.0,-0.6313633918762207,0.0,0.0,0.0
80c337fb67145ff6,0,1,29,1,20,0.16774801155484736,0.00020890609137680372,positive_le_1e-3,True,True,False,False,False,0.1145993743290645,0.11805001890507956,-0.09426755486722516,-0.09432420118046345,-0.16732174607817987,5.517644882202148,-2.559080123901367,0.0,0.0,-0.046522319316864014,0.11843639612197876,0.0,0.0,0.0
84ed4f2cc4f057ce,0,1,14,1,25,0.17280577662320404,1.8950668792427905e-05,positive_le_1e-3,True,True,True,True,False,0.005709511185195441,0.005804183837780924,0.005709511185195441,0.006005891226582259,-0.06699165367113416,0.0,0.26305389404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8bdafd4a1d7c50eb,0,1,21,1,3,0.075166753519983,0.0008188129012006717,positive_le_1e-3,True,True,True,True,True,0.08426298100060926,0.09467546244169443,0.0944266461860726,0.0790278292497362,0.006030284352019771,15.036905288696174,-4.171516418457031,0.0,0.0,0.0,-0.1120619922876358,0.0,0.0,0.0
9cb860301c105ca7,0,1,9,1,20,0.5255746113163778,-3.7070147320572566e-05,harmful_noncat,True,True,True,True,False,0.05412892904612606,0.05377540786848012,0.05425686388845893,0.05315115906559405,-0.01984638583212238,0.0,-0.9822807312011719,0.0,0.0,3.0040740966796875e-05,0.0,0.0,0.0,0.0
a1ceb182eb7250a1,0,1,16,1,9,0.2760796406411903,0.0007709787252359046,positive_le_1e-3,False,False,False,False,False,-0.11482869885851495,-0.12753762834616794,-0.11482869885851495,-0.14579968107463306,-0.2187972259723495,0.7118141651153564,-7.270673751831055,-0.0003418133201193996,0.0,0.0,0.0,0.0,0.0,0.0
b704090abc8d5afe,0,1,30,1,18,0.15534066908888877,0.0007353571400976477,positive_le_1e-3,True,True,True,True,True,0.11818909485093536,0.1275214467004856,0.11818909485093536,0.1028034032394976,0.029805858341781177,16.81711006164548,-4.158290863037109,-8.004213304957375e-05,0.0,0.0,0.0,0.0,0.0,0.0
