scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,rsm_selected_action,rsm_selected_teacher_improvement,quality_selected_action,plan_control_selected_action,agent_2d_selected_action,ego_ref_selected_action,fsfr_joint_selected_action,quality_value,plan_control_value,agent_2d_value,ego_ref_value,fsfr_joint_value,fsfr_plan_1d_occupancy_cost_improvement,fsfr_plan_2d_occupancy_cost_improvement,fsfr_predicted_demo_cost_improvement,v48_sign_nomult_risk,v48_sign_mult_risk,v48_sign_nomult_threshold,v48_sign_mult_threshold,v48_sign_nomult_selected_action,v48_sign_mult_selected_action
4082f94c512b5d1f,0,1,14,1,23,-0.00014774904392167443,23,23,23,23,23,0.06237464660863763,0.044633805848334165,0.04577656758033694,0.039081629280793534,0.03962292132418911,-0.003431971466363426,-0.003431971466363426,-0.06644071036951893,0.6037026499325371,0.4405704593635441,1.524954491750987,1.1827798501632278,23,23
421dd5398e885a27,0,1,18,1,22,-0.00011464735288172975,-1,22,22,22,22,-0.03523522735132063,0.013933640686532307,0.01076646830960197,0.03613661183651408,0.03526343923309351,0.009511733655649668,0.009511733655649668,0.26649473114339806,0.2754874834834964,0.0719715550558348,1.524954491750987,1.1827798501632278,22,22
53620555ea3a5d3c,0,1,9,1,21,0.0,21,21,21,21,21,0.006752905121048182,0.006752905121048182,0.006752905121048182,0.006752905121048182,0.006752905121048182,0.0,0.0,0.0,0.5878488203944401,0.631661990766181,1.524954491750987,1.1827798501632278,21,21
60bd62401d0857f9,0,1,15,1,22,-5.674398746347009e-05,-1,-1,-1,-1,-1,-0.01219350793858418,-0.09619387929090795,-0.09078306414677743,-0.081989999920419,-0.07570152447963145,-0.016249899401057227,-0.016249899401057227,0.17472862209880602,0.6634197979889109,0.516295475539564,1.524954491750987,1.1827798501632278,22,22
6db53a1807af5a90,0,1,13,0,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
8e6c888a92425ff1,0,1,6,1,1,0.00030813117888772723,1,1,1,1,1,0.052196836669575905,0.0627251663790884,0.06204699264107369,0.06275719488982281,0.06213575874530811,0.0020367088369545316,0.0020367088369545316,0.0,0.4847318321353297,0.7018755826450007,1.524954491750987,1.1827798501632278,1,1
9a82cf7a1636581e,0,1,5,0,2,-0.004264268382638825,-1,-1,-1,-1,-1,-0.15985361883586147,-0.05479905803766101,-0.061566061556522944,-0.11187646692967354,-0.12335814923028773,0.020322839257850278,0.020322839257850278,-0.693589300722045,1.273722955598741,1.4578484021251155,1.524954491750987,1.1827798501632278,2,-1
c70bcca6e16953d7,0,1,14,1,10,0.0003409750871363748,10,10,10,10,10,0.07521004609898382,0.7629628721326067,0.7186618369513099,0.7002931139823624,0.6537399670293764,0.1330460098677887,0.1330460098677887,-0.7825883630936471,-0.5131407922905168,-0.7839455245265694,1.524954491750987,1.1827798501632278,10,10
d04f957744a353ba,0,1,10,1,21,0.00016387412324547768,21,21,21,21,21,0.016963242458506913,0.02853253405224992,0.027787307606765226,0.012687017364373481,0.010543030288467025,0.002238083255028611,0.002238083255028611,-0.19190362285536788,0.7273131095490799,0.6903291537703217,1.524954491750987,1.1827798501632278,21,21
d0c144dfeca55025,0,1,25,1,22,-0.00010299410598381756,22,22,22,22,22,0.042978355051696435,0.06665607968381547,0.06513089843811996,0.057291427102350696,0.05502562218390669,0.004580463599429374,0.004580463599429374,-0.11403353350462964,0.5773940191667619,0.15712953689427986,1.524954491750987,1.1827798501632278,22,22
f6cbfc9328fd5914,0,1,5,1,15,0.0028377727983173173,15,15,15,15,15,0.38834456847300025,0.29100631745850336,0.2972762812004892,0.2930491129541862,0.29900970887790457,-0.018830116598248514,-0.018830116598248514,0.02826355969976757,0.16567548322498893,0.4449318092593281,1.524954491750987,1.1827798501632278,15,15
d0ce91bcf7ba557a,0,1,2,1,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
00bf712a8e9e59bf,0,1,1,0,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
07db46e8eac253cf,0,1,12,1,16,0.7593208522055517,16,16,16,16,16,0.2687226301796579,0.36906091135465713,0.36411632473538924,0.39400373347965334,0.391880344587747,0.01941047341719432,0.01972447758731849,0.29772222760361045,-0.39566315761360205,-0.43285243326195133,1.524954491750987,1.1827798501632278,16,16
13adf1483845581c,0,1,18,1,21,0.0006412762776015768,21,-1,-1,-1,-1,0.05230721333231074,-0.09649261444734232,-0.08783831744869806,-0.14060313133641378,-0.13677585708629614,-0.028785375509499,-0.028977778811553334,-0.5275644707242536,1.3999041828488477,1.0399552028417862,1.524954491750987,1.1827798501632278,21,21
2ffe7083e279569c,0,1,15,1,3,0.00016050723339500195,3,3,3,3,3,0.0630176207662971,0.22103344660567611,0.210854986561995,0.14869026503736293,0.13266318279814948,0.03056821335818838,0.03056821335818838,-0.8800088781881515,0.9453001197495503,0.6096530434218416,1.524954491750987,1.1827798501632278,3,3
36857cb219845df9,0,1,14,1,7,0.00013242636164667587,7,7,7,7,7,0.028753014406428443,0.3507405859052262,0.33000002011915236,0.2718701811100036,0.24551821074120345,0.06228860135987291,0.06228860135987291,-0.9649121048630591,0.6693291948892143,0.35542859834785423,1.524954491750987,1.1827798501632278,7,7
6f8bc109eabc5ad5,0,1,4,1,19,-4.585174424573402e-06,-1,-1,-1,-1,-1,-0.004795137743934571,-0.016757721985985848,-0.007213652123016217,-0.012024653916593768,-0.002027172072127445,-0.0023141658468945336,-0.0005000742752125364,0.05763448209453648,0.5817527325189022,0.9872150484033407,1.524954491750987,1.1827798501632278,19,19
8fbfbaa44855539e,0,1,16,0,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
b66888a9942d59ff,0,1,5,1,22,0.003121770005300641,22,22,22,22,22,0.02657102344023839,0.6550167855500851,0.6145359663329145,0.7068439889034324,0.674342364644281,0.121573038891372,0.121573038891372,0.6031810520131842,-1.6238984679593649,-1.1954919196146843,1.524954491750987,1.1827798501632278,22,22
e4f303186cdb50b1,0,1,4,1,19,-4.3645644211215764e-06,-1,-1,-1,-1,19,-0.0038601199243871354,-0.015519791255198727,-0.0035362061858882484,-0.010625919463600371,0.0018495798703727462,-0.002255567244820733,6.69753834884046e-05,0.05956650994764345,0.5775398845252646,0.9833142789960839,1.524954491750987,1.1827798501632278,19,19
ee17abab9d83514f,0,1,4,0,17,-5.260109603405505e-05,17,17,17,17,17,0.0290811394858199,0.028128518293997245,0.08476580474638534,0.028891318352275243,0.08610376140739512,-0.0001842848821406451,0.011513873500807459,0.009252748294044988,0.5437525970255506,0.9389073774647864,1.524954491750987,1.1827798501632278,17,17
5b4aedf8449c54ca,0,1,4,1,1,0.001329014174267673,1,1,1,1,1,0.00977872068524219,0.09301505704006478,0.0876534565847335,0.14760412188547545,0.14769026586006412,0.016102096580088654,0.016102096580088654,0.6565981669473826,-0.26465935027232695,0.2525868228880861,1.524954491750987,1.1827798501632278,1,1
73458ba61f445d19,0,1,16,1,9,-2.754281880346099e-06,-1,-1,-1,9,9,-0.061770231552315064,-0.08329653764761995,-0.08190993826546802,0.04297956400153469,0.05587423972474004,-0.0041642709775400605,-0.0041642709775400605,1.5267204918543014,-0.7218904040138128,-0.6452696222861105,1.524954491750987,1.1827798501632278,9,9
7647b4788f795d71,0,1,1,1,1,0.0035336643615271335,1,-1,-1,-1,-1,0.005543435643397154,-0.2864541924178065,-0.26764540428356154,-0.2259520200125899,-0.2030685770248882,-0.05648703696130292,-0.05648703696130292,0.7418466442479823,0.6115221742361027,1.7317787956707325,1.524954491750987,1.1827798501632278,1,-1
8f2f7b6da7495074,0,1,22,1,6,-0.0030044126219674894,-1,-1,-1,-1,-1,-0.03586987114742783,-0.10590269450605788,-0.10139158752980747,-0.10746280240818304,-0.10345304158685525,-0.013547872658520893,-0.013547872658520893,-0.016277956600606158,0.8529134033272637,0.5069469340644146,1.524954491750987,1.1827798501632278,6,6
c23e9cc0ed7e5b21,0,1,17,1,3,0.0016556329336947506,3,3,3,3,3,0.03126945233161001,0.16619973281303865,0.15750797240849929,0.253792935522466,0.2538495807326495,0.026102307033658068,0.02610223738067033,1.0535221196997453,-0.8165658272430635,-0.8523713614846993,1.524954491750987,1.1827798501632278,3,3
cdfa6ac2b00156d1,0,1,10,0,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
16599b5179df53bb,0,1,7,0,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
181f26554b4b5e75,0,1,15,0,9,-0.00012368360642556198,-1,-1,-1,-1,-1,-0.06891855516714751,-0.10545208159357364,-0.10309880440117308,-0.04054641330385538,-0.032408132624803854,-0.007067422674898294,-0.007067422674898294,0.7856676093742043,0.04635176041531814,0.015470602504305132,1.524954491750987,1.1827798501632278,9,9
21411e892e975adf,0,1,3,0,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
24f940b7a94f5ed7,0,1,17,0,3,-0.0003130765174522987,3,3,3,3,3,0.11763037642881544,0.11722425866491308,0.11725041840816001,0.04882941969758152,0.042560823980865914,-7.856361468588924e-05,-7.856361468588924e-05,-0.8264730413534127,1.203378131176445,0.8150306444117156,1.524954491750987,1.1827798501632278,3,3
257140a662885e1d,0,1,7,1,3,0.0005220740450080363,3,3,3,3,-1,0.08292756426380835,0.20559108713981725,0.019060121337836466,0.15252393242521525,-0.03987252844749549,0.023729298749811834,-0.013205819864925111,-0.645776439273008,0.7744856625362234,0.809119641167238,1.524954491750987,1.1827798501632278,3,3
3e1e8ae126d0578f,0,1,15,1,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
40d5b1af93cf50e4,0,1,12,1,4,8.93150708446977e-05,-1,4,4,4,4,-0.012803392494634558,0.07236950232016989,0.0651265028330814,0.02653968121418409,0.01549943069862809,0.016476724449612956,0.0161135018507495,-0.5569417957294251,0.9444531126167998,0.766025375415628,1.524954491750987,1.1827798501632278,4,4
4b30de14589f513c,0,1,14,1,23,0.0002240603599697351,23,-1,-1,-1,-1,0.06332825655039587,-0.0918955740481408,-0.0773851743587814,-0.11853033542673344,-0.10722287524171092,-0.030028100962713078,-0.02909520306482355,-0.31615007637016057,1.1927812913427853,0.9793655757962043,1.524954491750987,1.1827798501632278,23,23
648d283b25fa50d1,0,1,4,0,23,-0.0001290052613243456,-1,23,23,23,23,-0.03499785418358672,0.20315314869887113,0.18781284683780528,0.30001692246782186,0.2948053400015256,0.04607038965184018,0.04607038965184018,1.1617538178562785,-1.0718144707517698,-0.4546677930372197,1.524954491750987,1.1827798501632278,23,23
651762602ed854bf,0,1,1,1,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
864541f05d165c97,0,1,2,1,21,7.027299320325284e-05,21,21,21,21,21,0.13846283895041903,0.237822841522004,0.23142264830880688,0.18732636224240298,0.1767878756184389,0.019221225100362338,0.019221225100362338,-0.6138555523475504,0.709270004102893,1.2880095523121158,1.524954491750987,1.1827798501632278,21,-1
a054dd394e1b559c,0,1,17,1,21,0.00048019668860943554,21,21,21,21,21,0.031124435501779405,0.09172758542727924,0.08799582941556264,0.260648807019398,0.272769861092752,0.011723699238733398,0.011759252431056855,2.039027891747885,-1.582874123606253,-1.4412308400537777,1.524954491750987,1.1827798501632278,21,21
b7c6fe6429785952,0,1,15,1,22,6.060907109617375e-05,22,-1,-1,-1,-1,0.027689461587087197,-0.09601641067068098,-0.08804799819518433,-0.11308491485537052,-0.10731892516819343,-0.02393094157973813,-0.02393094157973813,-0.20170940201795218,1.0618668184177387,0.8424965810627505,1.524954491750987,1.1827798501632278,22,22
c031140da54d502a,0,1,17,1,3,0.9911725879896434,3,-1,-1,-1,-1,0.04978092427084749,-0.13437173344983339,-0.12249041589341561,-0.06369769977083417,-0.04625469356438332,-0.03562439206187634,-0.03562040660897303,0.8607996025581635,0.14833940135842916,0.06557585743155933,1.524954491750987,1.1827798501632278,3,3
cdabe76a1ba75152,0,1,16,1,3,0.9906680473752321,3,-1,-1,3,3,0.07339836743422296,-0.008999729846905669,-0.003695540623402077,0.04052215301614187,0.04996159782553426,-0.01593993895623208,-0.015940645434515843,0.6014549206214035,0.10188764790597526,0.00014775953929929806,1.524954491750987,1.1827798501632278,3,3
cdccf3dfd4e153cc,0,1,24,1,21,0.0025033863656862554,21,21,21,21,21,0.07441610347087325,0.17667560157777856,0.17055176473356531,0.3465440697846603,0.3565756471201655,0.01978213346307836,0.019877893447246567,2.048943145295165,-1.7709284086977268,-1.7776441660773468,1.524954491750987,1.1827798501632278,21,21
d3e0b427c9095c6f,0,1,17,1,9,0.0002687987604178266,-1,-1,-1,-1,-1,-0.061525502535597076,-0.1389755494907065,-0.1339866681294489,-0.07307186631657675,-0.062415207509567736,-0.014982736997065316,-0.014982736997065316,0.7992318334997461,0.1245481768868337,0.04020170445014087,1.524954491750987,1.1827798501632278,9,9
d86f407ee78151b0,0,1,5,1,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
de2c82b474d85dd5,0,1,17,1,9,0.0006124333238229085,-1,9,9,9,9,-0.09243612011287076,0.0006463271809105386,0.04588264211413444,0.06648199300220688,0.11871278921147853,0.018006829972023852,0.02860005934520421,0.7921409165065791,-0.24911058915253007,-0.3273180254852495,1.524954491750987,1.1827798501632278,9,9
046577552dd15fc3,0,1,15,1,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
1f8c9456286d59fb,0,1,17,0,9,-0.0006121215932071156,-1,9,9,9,9,-0.11570777632462331,0.18944075818718814,0.16987136746022008,0.24032789780707192,0.2270002171449929,0.059031084129365585,0.059048970136059364,0.603706072529647,-0.5652107123724387,-0.6694067720029224,1.524954491750987,1.1827798501632278,9,9
369040b3134c5769,0,1,17,1,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
39dca464ed145043,0,1,17,1,3,1.3998703285889036e-05,3,3,3,3,3,0.03833899762620055,0.4670205559696724,0.4402418964118837,0.5822575110535624,0.5682789683357099,0.0829285881243566,0.08310113950713172,1.376772468635205,-1.8867350575955577,-1.8539961386246095,1.524954491750987,1.1827798501632278,3,3
3e940b9ccdf456b7,0,1,17,1,3,-0.00983716126978429,3,3,3,3,3,0.03818383670517157,0.47936886100229426,0.4520079593560734,0.594694460125694,0.5802077241253514,0.085347387715839,0.08556608138864713,1.377384006094558,-1.918778302563353,-1.8854976314642626,1.524954491750987,1.1827798501632278,3,3
4f74e2eb505a5fd0,0,1,9,0,7,-0.24303894127057868,-1,-1,-1,-1,-1,-0.115313191079963,-0.029924657594796622,-0.030828339804924096,-0.059072776825764964,-0.062180552241381436,0.016518439821151754,0.017468864825954278,-0.3553668821333702,0.9209304974483852,0.9093819297548432,1.524954491750987,1.1827798501632278,7,7
524cadd627f25d7f,0,1,8,0,7,-0.2439054437735635,-1,-1,-1,-1,-1,-0.09263717732450064,-0.005796149795107355,-0.009477884553388202,-0.03127206186538791,-0.036836798364015044,0.016799425270612733,0.017194780159004913,-0.311045072007079,0.8361638604435777,0.8824886819204782,1.524954491750987,1.1827798501632278,7,7
70c45003ec3e527b,0,1,1,0,9,-0.0006647571086881854,-1,9,-1,9,9,-0.13748417770109567,0.0008539052827405968,-0.00805702906633976,0.04923522813299053,0.04548241672463499,0.02676154754594734,0.02676154754594734,0.5795577727292947,-0.08212341809505816,1.030799984462451,1.524954491750987,1.1827798501632278,9,9
b1bfa52c4bc452b7,0,1,17,1,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
bed9898a4bf45a6b,0,1,17,1,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
db219c4afef9558d,0,1,18,1,3,0.00014902080035517073,3,-1,-1,-1,-1,0.03688861254526187,-0.19585277835603856,-0.18162305429216627,-0.0778041346424446,-0.053909300405313325,-0.045023898439035204,-0.04518148180731624,1.4350638545431587,-0.263274637175358,-0.26685070504032266,1.524954491750987,1.1827798501632278,3,3
fa1f7200f4ff5651,0,1,16,0,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
04e294754b4d56a6,0,1,7,1,22,4.5298025821094434e-05,22,-1,22,22,22,0.072460694021912,-0.001236452859557452,0.006283394583497498,0.024605349068033598,0.0341512334995161,-0.014256737246384654,-0.013683427040344642,0.3149833246736514,0.35901888485060407,0.5630300461516178,1.524954491750987,1.1827798501632278,22,22
3a223e65af13545c,0,1,7,1,1,1.6616739350611343,1,1,1,1,1,1.0171702435192622,1.126085764257121,1.1190152415741381,1.125375722472374,1.1187958438628094,0.021069743225069715,0.021058408429084186,-0.01258406666312184,-1.375225740794368,-1.276308845952838,1.524954491750987,1.1827798501632278,1,1
3e1f06aa9ff354c9,0,1,17,1,3,0.0003580765151420806,3,-1,-1,-1,-1,0.026358467301641073,-0.17334489744927914,-0.1169985941520377,-0.07142948749468961,-0.006334901679929058,-0.03863268143951268,-0.029641824428709468,1.2388942207865317,-0.13924996813567672,-0.15222474982470685,1.524954491750987,1.1827798501632278,3,3
3e3a2d672dfb5b51,0,1,6,1,6,-1.987346634269027e-05,-1,6,6,6,6,-0.013658635254988142,0.04955946042847281,0.11333741730770283,0.047018272182250014,0.11149685817494337,0.012229561353650276,0.026258871764184344,-0.03303187206566338,0.4938478678280377,0.7103229012407561,1.524954491750987,1.1827798501632278,6,6
6110193eb32f5ad4,0,1,17,1,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
6e075e93bd485b81,0,1,10,1,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
6fc9e653b0ee5565,0,1,12,1,10,-0.00017160955206474426,-1,10,10,10,10,-0.00875971511251677,0.22323510633758367,0.20829134986301978,0.28065019580906975,0.27217422196294466,0.04487947433372955,0.04487947433372955,0.6852794938228313,-0.6385657464118099,-0.5854404869948705,1.524954491750987,1.1827798501632278,10,10
99426aa893625f69,0,1,7,0,2,-0.990559431026876,2,-1,-1,-1,-1,0.01674306856625082,-0.03360382792130075,-0.030356211832098617,-0.10566672831760268,-0.10930646216150683,-0.009739623645789057,-0.009738680370046084,-0.8689622633803167,1.5408594290518962,1.5325106136226447,1.524954491750987,1.1827798501632278,-1,-1
9fb5b34a36925a6c,0,1,7,0,4,-0.0037563836089917757,-1,-1,-1,-1,-1,-0.10675083145577419,-0.5400591246118485,-0.408938217780872,-0.6022953555987656,-0.4781842527661093,-0.08382363149201999,-0.06248304310362446,-0.7361379634542102,2.59106896043743,2.600783257651243,1.524954491750987,1.1827798501632278,-1,-1
a1c1a996e52f5c4e,0,1,5,0,9,-0.0004672088905239846,-1,9,9,9,9,-0.009831809166581508,1.7902514144679125,1.6743004530937233,1.848971204886812,1.747619661864226,0.3482266902714368,0.34822667489438974,0.6434006736489803,-4.573190611425103,-4.095948208099453,1.524954491750987,1.1827798501632278,9,9
a657d16d34c3519a,0,1,3,1,20,1.784201655457297,20,20,20,20,20,0.06358859414702837,0.5761541289106088,0.543198149353297,0.5942858036431448,0.565617351295338,0.09915597088758427,0.09916848242839621,0.200261854582915,-1.0017744478762107,-0.43182096560634436,1.524954491750987,1.1827798501632278,20,20
a68adc1c27615ce9,0,1,13,0,-1,nan,-1,-1,-1,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.524954491750987,1.1827798501632278,-1,-1
a75ce500226f5481,0,1,17,1,4,-0.0008296889021993104,-1,-1,-1,-1,-1,-0.04858008519327299,-0.04173562656432454,-0.03910387881656581,-0.046790376122628666,-0.04456103280809626,0.0013240627676348177,0.0019593875796577523,-0.06133355470122459,0.7229721509469786,0.48362933897900673,1.524954491750987,1.1827798501632278,4,4
