scenario_token,outer_test_fold,candidate_count,full_selected_action,intervention_prefix_size,intervention_selected_action,intervention_selected_rank_by_rsmr_score,full_selected_rank_by_rsmr_score,switched_from_full_winner,full_winner_deleted_by_prefix,intervention_y,full_y,intervention_rsmr_score,intervention_quality_value,intervention_plan_control_value,intervention_ego_ref_value
117049ed19db55a2,1,20,25,16,22,2,1,1,0,0.0,-0.0005033181324601175,0.15666698905603182,-0.004930888311801385,-0.004930888311801385,-0.004930888311801385
11aaf0aadcfb5861,2,17,-1,-1,-1,-1,-1,0,0,,,,,,
122436b1207258bf,2,19,2,-1,-1,-1,1,0,1,,1.2323318207158476,,,,
1289017760ab5cda,0,22,23,21,23,1,1,0,0,-0.00010211831200868104,-0.00010211831200868104,0.1695696067585175,-0.04231312664079305,-0.002445109275919781,0.04473278540118791
12db610090455243,2,15,-1,-1,-1,-1,-1,0,0,,,,,,
13adf1483845581c,0,18,21,8,21,1,1,0,0,0.0006412762776015768,0.0006412762776015768,0.1275596190793776,0.05230721333231074,-0.09649261444734232,-0.14060313133641378
1470dbcb0c415442,0,9,9,-1,-1,-1,1,0,1,,0.0005928187692534337,,,,
147b934bc401590e,3,18,1,-1,-1,-1,1,0,1,,0.9893352683567442,,,,
14dd0d86a4d353af,1,1,-1,-1,-1,-1,-1,0,0,,,,,,
15210c5280b851a8,0,18,24,13,8,2,1,1,0,1.2200536691841322,1.220051444119215,0.04791023366052377,-0.02087069586635011,0.21563828400441676,0.20371076207357247
154c14f381535c43,0,1,24,1,24,1,1,0,0,7.987478524418279e-05,7.987478524418279e-05,0.23059672119426736,0.02064245827871965,0.09070558075641019,0.08433478872716663
15c64c983b935d86,3,5,-1,-1,-1,-1,-1,0,0,,,,,,
16549991ac4b53ff,4,16,-1,-1,-1,-1,-1,0,0,,,,,,
16599b5179df53bb,0,7,-1,-1,-1,-1,-1,0,0,,,,,,
174ebef468f65cc9,3,15,-1,-1,-1,-1,-1,0,0,,,,,,
180f81d1ca5c5ee3,1,17,23,13,23,1,1,0,0,7.068096973794624e-05,7.068096973794624e-05,0.1443417416229646,-0.004193164112363969,-0.016147423112250467,-0.032616638983360285
181f26554b4b5e75,0,15,9,12,9,1,1,0,0,-0.00012368360642556198,-0.00012368360642556198,0.21310532791191433,-0.06891855516714751,-0.10545208159357364,-0.04054641330385538
183eebcd18325090,1,12,22,11,22,1,1,0,0,-2.6754828193224865e-05,-2.6754828193224865e-05,0.14989102958438305,-0.06629784324139724,-0.07425574795094264,-0.06484473851051605
185ce8f5060f5856,1,1,-1,-1,-1,-1,-1,0,0,,,,,,
188773ba51c15df2,3,15,3,15,3,1,1,0,0,0.000739734908030254,0.000739734908030254,0.6043913756965275,0.03703884120027692,0.3501502772410954,0.4071150459369146
1907423ff64a51eb,1,9,22,1,22,1,1,0,0,4.7492956556399735e-05,4.7492956556399735e-05,0.1844532815796694,-0.08935156207370522,-0.017911884332366096,0.0018459272177558106
190d01845dda5596,0,4,-1,-1,-1,-1,-1,0,0,,,,,,
190db336fe0e515f,1,4,9,4,9,1,1,0,0,-0.0006111538553610352,-0.0006111538553610352,0.12991490260159916,-0.01465161420847141,-0.3585130737017789,-0.21089695849934745
19b32f02944d51ad,1,19,20,2,1,2,1,1,0,-1.28129610792449e-05,4.461837168800997e-05,0.1431315534994555,0.00917361932929712,0.054508863957172325,0.06300318664090943
1a20ae9ff1e05d25,3,16,25,-1,-1,-1,1,0,1,,-0.00017978684080298987,,,,
1a775b7a88eb5558,3,12,21,10,23,2,1,1,0,1.1714613341984483,0.0,0.039118981408611836,-0.08285917400943363,-0.003099272677741141,0.021522805507525986
1a9e0797610e5da4,1,17,9,-1,-1,-1,1,0,1,,-0.00031520080855118593,,,,
1ae7a63963375f27,3,2,-1,-1,-1,-1,-1,0,0,,,,,,
1b2ded48330b5b03,2,17,5,-1,-1,-1,1,0,1,,0.0020229374388232024,,,,
1bd0f4142cdc52f5,3,10,0,6,1,2,1,1,0,-2.2215379960835273e-05,-2.8255283832552547e-06,0.26469376601606176,-0.013947149965443165,-0.06021241708795283,-0.06020762233426098
1bd7b3ce5adf5826,2,17,-1,-1,-1,-1,-1,0,0,,,,,,
1bd8ca835d485cd8,1,14,23,-1,-1,-1,1,0,1,,0.0001267136363314325,,,,
1bf5b342d1b052c3,1,3,11,3,11,1,1,0,0,-0.00019516362426785783,-0.00019516362426785783,0.06799804241900237,-0.04522787138396328,-0.10524991410430559,-0.10411690388641072
1c3f933be722564d,2,2,7,2,7,1,1,0,0,-2.020616720138795,-2.020616720138795,0.01637725755465548,-0.02437403588116404,-0.026038368778983922,-0.035071988379956114
1c8a733cea4d5aed,4,28,11,22,18,2,1,1,0,0.0014162216961383818,0.0014269439846277235,0.0512251593681257,-0.07451772225067263,-0.13029950721332773,-0.06851961197858018
1da0d8dce4485189,1,12,4,12,4,1,1,0,0,-0.00913377341185706,-0.00913377341185706,0.035471257672347406,-0.033008439556290015,-0.05721043968231647,-0.09965565744687306
1de30d88d7e15d70,1,11,4,1,9,3,1,1,0,-1.219551877161488,0.00040731540024285806,0.06749233885649425,0.08094345603711005,0.19954034194243336,0.20358071774054443
1ed95e82b4f754ff,4,4,-1,-1,-1,-1,-1,0,0,,,,,,
1f19613acc175257,3,17,3,9,9,2,1,1,0,-0.00023997838315548137,-0.00011537165888553247,0.07560459163448147,0.05093830291294404,0.10997558070137084,0.240253320575513
1f8c9456286d59fb,0,17,9,12,9,1,1,0,0,-0.0006121215932071156,-0.0006121215932071156,0.16055811589874172,-0.11570777632462331,0.18944075818718814,0.24032789780707192
1fad9f3e334d5e4e,3,16,3,11,3,1,1,0,0,-5.923158902421122e-05,-5.923158902421122e-05,0.08419447030834964,-0.04078095642299187,-0.054967415650917034,0.028309588774197772
1fc485893db05d58,3,4,-1,-1,-1,-1,-1,0,0,,,,,,
1fd9a12a263556d8,3,4,-1,-1,-1,-1,-1,0,0,,,,,,
2067e26ac57b5302,4,1,5,1,5,1,1,0,0,-0.00016158222357044033,-0.00016158222357044033,0.10167828932286703,-0.012634730774427014,-0.052872112953444676,-0.05959611380892127
208da297c61b5a6b,0,14,9,13,9,1,1,0,0,-0.0002173149178734679,-0.0002173149178734679,0.22824337165212338,-0.08673318476040684,-0.5163930055448205,-0.4549637590545892
20cd0f5250875606,0,5,9,-1,-1,-1,1,0,1,,-0.00035151679222472035,,,,
21411e892e975adf,0,3,-1,-1,-1,-1,-1,0,0,,,,,,
2154d495b9b657a5,1,3,6,1,4,2,1,1,0,-1.219305722104758,-1.220322729590535,1.1225680176965447,0.12860632103085165,0.3649616624623231,0.3717256092900644
21870d2397795423,3,24,20,-1,-1,-1,1,0,1,,0.0,,,,
21f2c3689d765b09,1,1,-1,-1,-1,-1,-1,0,0,,,,,,
222f2b699516591c,0,14,-1,-1,-1,-1,-1,0,0,,,,,,
22b187e4a9c25c9b,2,14,-1,-1,-1,-1,-1,0,0,,,,,,
2322ed0c8d8e5d5f,2,12,25,8,25,1,1,0,0,0.0026175350087694893,0.0026175350087694893,0.3004723276941828,0.13203370551557148,0.35194116927258673,0.4095675119295672
234440ab79d55e59,1,18,-1,-1,-1,-1,-1,0,0,,,,,,
247baf6242815059,0,20,12,15,0,2,1,1,0,-0.0005264960423111919,-0.0004707026612013579,0.08265582294505885,-0.015497540547894182,-0.04923431603920979,0.047770370379242144
249837af09305794,0,2,-1,-1,-1,-1,-1,0,0,,,,,,
24e5d608f799503b,2,17,-1,-1,-1,-1,-1,0,0,,,,,,
24f940b7a94f5ed7,0,17,3,-1,-1,-1,1,0,1,,-0.0003130765174522987,,,,
253b0edab17c5d6d,2,17,-1,-1,-1,-1,-1,0,0,,,,,,
254e4f21f68554f1,4,18,21,-1,-1,-1,1,0,1,,-0.0001187025191262364,,,,
25708e54a75c59eb,2,17,-1,-1,-1,-1,-1,0,0,,,,,,
257140a662885e1d,0,7,3,2,3,1,1,0,0,0.0005220740450080363,0.0005220740450080363,0.0516886667898204,0.08292756426380835,0.20559108713981725,0.15252393242521525
258a909f4194587f,3,14,24,9,24,1,1,0,0,-0.00010657218275592073,-0.00010657218275592073,0.20655529858503313,0.0059125470350017304,-0.22963422005920026,-0.20168203427299342
25c67c9a53ef53ce,4,4,22,1,22,1,1,0,0,0.0020756234128028158,0.0020756234128028158,0.10478030504117138,0.03228141033312142,0.41342744995304764,0.44279829190447195
25f5f0c57aea54b9,4,21,-1,-1,-1,-1,-1,0,0,,,,,,
2648d4ed541751cc,0,13,-1,-1,-1,-1,-1,0,0,,,,,,
26f611f146275818,1,17,-1,-1,-1,-1,-1,0,0,,,,,,
2709051d421d536a,2,26,27,-1,-1,-1,1,0,1,,-1.0131592304229997e-05,,,,
273d4e72b01d53cf,0,14,8,6,10,2,1,1,0,-1.600505558684422,-1.5629368781690487,0.058197305449484676,-0.21380889799717206,-0.3337191859563937,-0.3236074857274581
275e9cfb52fd59de,0,12,8,1,14,9,1,1,0,0.007127584374103879,0.12727462194093242,0.4167173600641021,0.2971007299702048,0.2736251826473738,0.2735974585982025
2777ce9cfe665ad6,3,19,20,17,20,1,1,0,0,-0.0003108637665398817,-0.0003108637665398817,0.7017357375583403,0.08303370123073452,-0.14102440506309327,0.01916271025842832
2796d5f962875a20,3,14,9,13,9,1,1,0,0,1.657555662096244e-05,1.657555662096244e-05,0.11715548640348261,-0.061437336186697326,0.06839541459778672,0.17881346205180176
27d3a84b2d335113,2,13,0,-1,-1,-1,1,0,1,,3.223411133512874e-06,,,,
2840205769d65c01,3,1,-1,-1,-1,-1,-1,0,0,,,,,,
28a9f1a2abfe555c,3,4,0,2,0,1,1,0,0,0.00011182901499556808,0.00011182901499556808,0.1565967492322981,-0.02455116671723812,-0.02016591810652936,0.029344980013242598
291db523bb115ccf,1,16,24,-1,-1,-1,1,0,1,,-8.852075822662897e-05,,,,
2a89f35c7f5e55de,4,15,3,9,8,4,1,1,0,0.0,-6.618811858352279e-05,0.010771719096361224,-0.008569179020149267,-0.008569179020149267,-0.008569179020149267
2ababb1ca1ba5637,1,17,3,-1,-1,-1,1,0,1,,0.00012872512789918744,,,,
2abb6fcc99585318,4,20,-1,-1,-1,-1,-1,0,0,,,,,,
2b32a9f406845f75,4,12,2,12,2,1,1,0,0,-3.806486467696913,-3.806486467696913,0.0034219581389365317,-0.08204999073895891,-0.571456540805917,-0.6132192832285136
2b3f24482a765ccc,4,5,-1,-1,-1,-1,-1,0,0,,,,,,
2bdb803d07605094,4,6,23,4,22,2,1,1,0,-0.00011608423180878161,-0.00011608423180878161,0.12719269326590044,0.016489865715216667,0.04372566920065609,0.04384964583565394
2bf633d593a957ad,2,11,-1,-1,-1,-1,-1,0,0,,,,,,
2c572f2c1c485fc0,1,16,-1,-1,-1,-1,-1,0,0,,,,,,
2c9450a5449e52fa,4,9,6,5,6,1,1,0,0,-0.0005310452297329904,-0.0005310452297329904,0.03524075202430915,0.044547568316248155,-0.38498553009682973,-0.43114536168597883
2cfe30b626795e99,2,7,10,3,16,4,1,1,0,1.053713984659768,-0.18940308858485655,0.24684425343671518,-0.01780850029348341,0.004110162780350566,0.001876518708070339
2d4f708394ef542e,1,2,-1,-1,-1,-1,-1,0,0,,,,,,
2d691673d2a75468,1,5,9,3,2,2,1,1,0,1.347258633455084e-05,-0.0005493406044321247,0.026246096024412705,-0.26069983951989273,-0.9061920594165088,-1.0111409484658616
2d79aaf4c8d6582e,3,9,21,2,21,1,1,0,0,0.0,0.0,0.03935586576939036,-0.042039112038469106,-0.042039112038469106,-0.042039112038469106
2d8cf993fd4159e2,2,12,2,-1,-1,-1,1,0,1,,-0.0050927070549839915,,,,
2daba893c5535189,4,4,-1,-1,-1,-1,-1,0,0,,,,,,
2e3481cf5ec35baa,0,14,-1,-1,-1,-1,-1,0,0,,,,,,
2e5568e60278518f,3,16,-1,-1,-1,-1,-1,0,0,,,,,,
2e91c253ccb958d1,3,16,3,2,3,1,1,0,0,-6.759409550577411e-05,-6.759409550577411e-05,0.06391257438806897,-0.0394050494065771,-0.0456741396917903,-0.037806201513306846
2f19f98982615f60,4,11,-1,-1,-1,-1,-1,0,0,,,,,,
2f2543566c675f13,2,11,1,5,1,1,1,0,0,4.0812372416265674e-05,4.0812372416265674e-05,0.0920906217169804,-0.030298933072655583,-0.08445404385412243,-0.0923533119945606
2f4a06067a6f5d7f,3,3,-1,-1,-1,-1,-1,0,0,,,,,,
2fdb08ec2f205723,2,17,-1,-1,-1,-1,-1,0,0,,,,,,
2ffe7083e279569c,0,15,3,14,3,1,1,0,0,0.00016050723339500195,0.00016050723339500195,0.0759099948208489,0.0630176207662971,0.22103344660567611,0.14869026503736293
30a3163cf0805a69,0,4,1,3,27,2,1,1,0,-1.2326034615412576,-1.2324926170708386,0.23519126088627346,0.1371408818602447,0.5748511917735908,0.5972581439285762
30c657863dc05485,4,9,2,5,24,3,1,1,0,2.0204693938518643,2.020336450465309,0.06563986105411196,-0.07367769520743149,1.072874331815208,1.1134521899989713
30e193cab0fc5a5d,0,9,-1,-1,-1,-1,-1,0,0,,,,,,
3152efff212c51ff,1,3,1,3,1,1,1,0,0,-0.010228717434942247,-0.010228717434942247,0.2935946569372989,0.16568558239458317,0.07613043817325635,0.09973342963601765
31d6d7b013a75d29,0,17,9,6,9,1,1,0,0,0.0001595312765800827,0.0001595312765800827,0.15739992756858354,-0.10738443188994276,-0.2403831257095861,-0.18357364714200108
31e5a1e6febd5acb,1,12,4,4,4,1,1,0,0,0.0022942917462438484,0.0022942917462438484,0.10012623721807112,0.019528038239878573,-0.03695275238790826,-0.10674762820956778
321b3f53510c5059,2,7,-1,-1,-1,-1,-1,0,0,,,,,,
326079b8c9395f39,2,1,23,1,23,1,1,0,0,-0.0004300676556301397,-0.0004300676556301397,0.09813942501087172,-0.053651181954805977,0.10141794759152839,0.09883284704142495
327472f9f4b755a7,0,12,-1,-1,-1,-1,-1,0,0,,,,,,
327d5cdfdd695e7e,1,17,3,-1,-1,-1,1,0,1,,0.00011524857694755752,,,,
32b190836fd35675,4,7,17,3,19,3,1,1,0,-0.0005642063404899091,4.21013753162695e-05,0.0165178253023395,-0.0074811960566248765,-0.09526449137222517,-0.09031210211144988
330fd7f2e3aa5f55,4,26,19,-1,-1,-1,1,0,1,,5.4576332867145496e-05,,,,
33cd12f0c4a75e41,3,16,-1,-1,-1,-1,-1,0,0,,,,,,
343925e5442554f5,0,4,9,2,9,1,1,0,0,-0.00011903538778423872,-0.00011903538778423872,0.5838481226295662,0.3041924600587267,0.3736443440031495,0.3767685078056343
351a31864bda5923,1,12,9,7,9,1,1,0,0,-0.0003158109522206354,-0.0003158109522206354,0.1666088868814431,-0.15789846587556994,-0.18550072024451703,-0.13240031902390925
35695122c3535595,4,12,-1,-1,-1,-1,-1,0,0,,,,,,
3584e6b997845f86,4,27,-1,-1,-1,-1,-1,0,0,,,,,,
359105de514f5258,2,12,9,-1,-1,-1,1,0,1,,-0.00038073421872697466,,,,
35c70713d92251fc,0,12,17,-1,-1,-1,1,0,1,,0.0,,,,
366e33370f605634,0,4,28,1,12,4,1,1,0,1.232678677245695,1.2326923098775557,0.09554832987240236,0.09853820677966275,-0.02253334713874036,0.008052845403440811
36857cb219845df9,0,14,7,12,7,1,1,0,0,0.00013242636164667587,0.00013242636164667587,0.011150599744162243,0.028753014406428443,0.3507405859052262,0.2718701811100036
369040b3134c5769,0,17,-1,-1,-1,-1,-1,0,0,,,,,,
36ba502aa1eb5ecd,4,14,-1,-1,-1,-1,-1,0,0,,,,,,
37c65539bccb5da7,2,18,19,7,19,1,1,0,0,3.19452974479645e-05,3.19452974479645e-05,0.30967552804893284,0.130424363838848,0.12759153683178828,0.193072282153877
38eeabce6a485364,2,15,-1,-1,-1,-1,-1,0,0,,,,,,
39346eef49ad52a6,1,16,2,-1,-1,-1,1,0,1,,-1.8276321345854374,,,,
399cc87ac7c55646,3,16,22,10,23,2,1,1,0,0.0005082323875802105,0.0005082323875802105,0.26472723035877754,0.00841095183450184,0.057956562716251256,0.125299208295773
39dca464ed145043,0,17,3,-1,-1,-1,1,0,1,,1.3998703285889036e-05,,,,
3a223e65af13545c,0,7,1,4,1,1,1,0,0,1.6616739350611343,1.6616739350611343,0.7360791112853133,1.0171702435192622,1.126085764257121,1.125375722472374
3a46193d097552cd,4,16,9,-1,-1,-1,1,0,1,,0.0008605283550969234,,,,
3a4fd1d48a995545,0,12,19,8,19,1,1,0,0,0.014261765146213357,0.014261765146213357,0.3629425684112401,0.32605039942711356,0.8645377122352943,0.8301659006850076
3acad4250aca5326,3,12,23,-1,-1,-1,1,0,1,,0.0010598421217871135,,,,
3c6c3ba8c08e581a,1,16,-1,-1,-1,-1,-1,0,0,,,,,,
3c9d60b02bfb51c0,0,17,9,16,9,1,1,0,0,-0.0004975407660006148,-0.0004975407660006148,0.20198590336690458,-0.12119981729281143,-0.018833408905118768,0.028788048273165612
3cd8e7898e005bc4,3,8,-1,-1,-1,-1,-1,0,0,,,,,,
3d35dcf889f65305,3,14,-1,-1,-1,-1,-1,0,0,,,,,,
3d56147a52d550b3,4,17,3,17,3,1,1,0,0,0.00019048074111349678,0.00019048074111349678,0.16678064051749308,-0.031765126775074586,-0.0519582776789167,-0.012619520615851698
3d5f4f15e1f053cd,3,4,-1,-1,-1,-1,-1,0,0,,,,,,
3d78c0894c67503b,4,17,19,12,21,2,1,1,0,-0.00020570409038336932,-6.056209513917443e-06,0.0360045997023114,0.03594758706485593,0.03743381177836441,0.03292698313343228
3da38924ebd45f50,0,10,1,4,1,1,1,0,0,1.7286877593049779,1.7286877593049779,0.2897989109508466,0.4846372404412494,1.5700530611562562,1.6464979617345301
3dae82a193c9501b,2,17,-1,-1,-1,-1,-1,0,0,,,,,,
3e07748ebae855b8,2,12,23,8,2,2,1,1,0,-0.00014807218345813406,-2.1420662570744223e-05,0.1455972476449737,-0.07835221420790556,-0.2247738803207676,-0.2005402010159159
3e1e8ae126d0578f,0,15,-1,-1,-1,-1,-1,0,0,,,,,,
3e1f06aa9ff354c9,0,17,3,12,3,1,1,0,0,0.0003580765151420806,0.0003580765151420806,0.08729425078609329,0.026358467301641073,-0.17334489744927914,-0.07142948749468961
3e3a2d672dfb5b51,0,6,6,5,6,1,1,0,0,-1.987346634269027e-05,-1.987346634269027e-05,0.16676121227090313,-0.013658635254988142,0.04955946042847281,0.047018272182250014
3e940b9ccdf456b7,0,17,3,8,3,1,1,0,0,-0.00983716126978429,-0.00983716126978429,0.05581520165752296,0.03818383670517157,0.47936886100229426,0.594694460125694
3effd9932b505526,3,4,9,-1,-1,-1,1,0,1,,-0.0005002665493637323,,,,
3f0c33142293536e,1,11,19,9,19,1,1,0,0,0.0,0.0,0.1759833801899673,-0.016931838450246758,-0.016931838450246758,-0.016931838450246758
3f51b8b92c3b52cf,3,18,9,8,9,1,1,0,0,0.0003213510554285204,0.0003213510554285204,0.37391096922030465,0.003071078395353314,-0.21337085088535843,-0.05141685764904724
3f68aa4cebd65ce8,3,21,23,3,23,1,1,0,0,-0.0006958824434317649,-0.0006958824434317649,0.1727381425291408,-0.018466695048261903,-0.07993212354751,-0.052215868104010355
3fabf2e29e5f5fc4,0,18,22,12,23,2,1,1,0,0.00018023279328005515,0.00020328318849216487,0.050591719152883546,0.02710008158765905,-0.06313358825722382,-0.08153347406228892
4082f94c512b5d1f,0,14,23,10,23,1,1,0,0,-0.00014774904392167443,-0.00014774904392167443,0.05384107891472045,0.06237464660863763,0.044633805848334165,0.039081629280793534
40d5b1af93cf50e4,0,12,4,7,1,2,1,1,0,-0.0002790763511513472,8.93150708446977e-05,0.020832545689379756,-0.0408090925016903,0.06323499201695779,0.034956064736311084
40e3009527ee5be5,3,16,5,-1,-1,-1,1,0,1,,0.00040748283686098397,,,,
4132da23bf54566f,4,17,1,-1,-1,-1,1,0,1,,0.0012187561772414313,,,,
418e74ddfb5f5ca0,3,12,5,-1,-1,-1,1,0,1,,-0.002778525312245428,,,,
41fdae5fd40d5324,3,19,22,-1,-1,-1,1,0,1,,-4.6419141395137586e-05,,,,
420b77ddd4f052b3,3,18,-1,-1,-1,-1,-1,0,0,,,,,,
421dd5398e885a27,0,18,22,-1,-1,-1,1,0,1,,-0.00011464735288172975,,,,
