scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,rsm_selected_action,rsm_selected_score,rsm_selected_teacher_improvement,dense_selected_action,dense_value,dense_shift_selected_action,dense_shift_value,cfsr_raw_selected_action,cfsr_raw_value,cfsr_main_selected_action,cfsr_main_value,rsmr_proposal,rsmr_y,dense_accepts_frozen_rsmr_winner,dense_deletes_rsmr_proposal,dense_shift_accepts_frozen_rsmr_winner,dense_shift_deletes_rsmr_proposal,cfsr_raw_accepts_frozen_rsmr_winner,cfsr_raw_deletes_rsmr_proposal,cfsr_main_accepts_frozen_rsmr_winner,cfsr_main_deletes_rsmr_proposal,rsmr_outcome_class,domain,cfsr_main_removed_catastrophe,cfsr_main_missed_positive,cfsr_main_missed_near_zero_positive_le_0p01
6f8bc109eabc5ad5,0,1,4,1,19,0.0332843123644923,-4.585174424573402e-06,19,0.0056654425628182,-1,-0.0618398118787382,19,0.2596729096433056,19,0.1298513096177624,1,-4.585174424573402e-06,1,0,0,1,1,0,1,0,mild_harm,positive_opportunity,0,0,0
8fbfbaa44855539e,0,1,16,0,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,no_positive_opportunity,0,0,0
b66888a9942d59ff,0,1,5,1,22,0.0891914892984824,0.0031217700053006,22,0.0240766757272372,-1,-0.0434285787143193,22,0.0311166444552731,-1,-0.0987049555702699,1,0.0031217700053006,1,0,0,1,1,0,0,1,near_zero_positive_le_0p01,positive_opportunity,0,1,1
e4f303186cdb50b1,0,1,4,1,19,0.0360059972796644,-4.364564421121576e-06,19,0.0075252289386416,-1,-0.0599800255029148,19,0.2629533367920053,19,0.1331317367664621,1,-4.364564421121576e-06,1,0,0,1,1,0,1,0,mild_harm,positive_opportunity,0,0,0
ee17abab9d83514f,0,1,4,0,17,0.2661902593227762,-5.260109603405505e-05,17,0.0636671408818455,-1,-0.003838113559711,17,0.157102667091013,17,0.0272810670654698,1,-5.260109603405505e-05,1,0,0,1,1,0,1,0,mild_harm,no_positive_opportunity,0,0,0
5b4aedf8449c54ca,0,1,4,1,1,0.3036981106646081,0.0013290141742676,-1,-0.0399651973206306,-1,-0.1074704517621872,-1,-0.123218493988427,-1,-0.2530400940139701,1,0.0013290141742676,0,1,0,1,0,1,0,1,near_zero_positive_le_0p01,positive_opportunity,0,1,1
73458ba61f445d19,0,1,16,1,9,0.0692067774063314,-2.754281880346099e-06,9,0.1112766647659109,9,0.0437714103243544,-1,-0.4480481451210101,-1,-0.5778697451465533,1,-2.754281880346099e-06,1,0,1,0,0,1,0,1,mild_harm,positive_opportunity,0,0,0
7647b4788f795d71,0,1,1,1,1,0.2369589393802825,0.0035336643615271,-1,-0.0383726569275902,-1,-0.1058779113691468,1,0.1878946538470428,1,0.0580730538214996,1,0.0035336643615271,0,1,0,1,1,0,1,0,near_zero_positive_le_0p01,positive_opportunity,0,0,0
8f2f7b6da7495074,0,1,22,1,6,0.2750697190322527,-0.0030044126219674,6,0.0316000421529127,-1,-0.0359052122886438,6,0.2347603916136085,6,0.1049387915880654,1,-0.0030044126219674,1,0,0,1,1,0,1,0,mild_harm,positive_opportunity,0,0,0
c23e9cc0ed7e5b21,0,1,17,1,3,0.0494992337730325,0.0016556329336947,3,0.1496204256020849,3,0.0821151711605284,-1,-0.1577874559772286,-1,-0.2876090560027717,1,0.0016556329336947,1,0,1,0,0,1,0,1,near_zero_positive_le_0p01,positive_opportunity,0,1,1
cdfa6ac2b00156d1,0,1,10,0,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,no_positive_opportunity,0,0,0
16599b5179df53bb,0,1,7,0,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,no_positive_opportunity,0,0,0
181f26554b4b5e75,0,1,15,0,9,0.2131053279119143,-0.0001236836064255,-1,-0.0486384365392545,-1,-0.116143690980811,9,0.1639186704525561,9,0.0340970704270129,1,-0.0001236836064255,0,1,0,1,1,0,1,0,mild_harm,no_positive_opportunity,0,0,0
21411e892e975adf,0,1,3,0,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,no_positive_opportunity,0,0,0
24f940b7a94f5ed7,0,1,17,0,3,0.0788292181613854,-0.0003130765174522,3,0.096045237661038,3,0.0285399832194815,-1,-0.0902334615608768,-1,-0.2200550615864199,1,-0.0003130765174522,1,0,1,0,0,1,0,1,mild_harm,no_positive_opportunity,0,0,0
257140a662885e1d,0,1,7,1,3,0.0516886667898204,0.000522074045008,3,0.1224867541545161,3,0.0549814997129595,-1,-0.0078245302711884,-1,-0.1376461302967315,1,0.000522074045008,1,0,1,0,0,1,0,1,near_zero_positive_le_0p01,positive_opportunity,0,1,1
3e1e8ae126d0578f,0,1,15,1,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,positive_opportunity,0,0,0
40d5b1af93cf50e4,0,1,12,1,4,0.1144445606696137,8.93150708446977e-05,4,0.0339819708396181,-1,-0.0335232836019384,4,0.0587460308903469,-1,-0.0710755691351961,1,8.93150708446977e-05,1,0,0,1,1,0,0,1,near_zero_positive_le_0p01,positive_opportunity,0,1,1
4b30de14589f513c,0,1,14,1,23,0.1239261711985639,0.0002240603599697,23,0.0903740138213555,23,0.0228687593797989,23,0.1650628910309538,23,0.0352412910054107,1,0.0002240603599697,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01,positive_opportunity,0,0,0
648d283b25fa50d1,0,1,4,0,23,0.2530075331405964,-0.0001290052613243,-1,-0.0010503038589138,-1,-0.0685555583004703,23,0.2590590614125591,23,0.1292374613870159,1,-0.0001290052613243,0,1,0,1,1,0,1,0,mild_harm,no_positive_opportunity,0,0,0
651762602ed854bf,0,1,1,1,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,positive_opportunity,0,0,0
864541f05d165c97,0,1,2,1,21,0.1935085229851983,7.027299320325284e-05,21,0.2494304739001024,21,0.1819252194585459,21,0.2795417216145607,21,0.1497201215890175,1,7.027299320325284e-05,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01,positive_opportunity,0,0,0
a054dd394e1b559c,0,1,17,1,21,0.4527756639738644,0.0004801966886094,21,0.1123249080932364,21,0.0448196536516799,21,0.0308428694666867,-1,-0.0989787305588563,1,0.0004801966886094,1,0,1,0,1,0,0,1,near_zero_positive_le_0p01,positive_opportunity,0,1,1
b7c6fe6429785952,0,1,15,1,22,0.1393431402315217,6.060907109617375e-05,22,0.047375007876414,-1,-0.0201302465651425,22,0.159221136305959,22,0.0293995362804158,1,6.060907109617375e-05,1,0,0,1,1,0,1,0,near_zero_positive_le_0p01,positive_opportunity,0,0,0
c031140da54d502a,0,1,17,1,3,0.1299209399720031,0.9911725879896434,3,0.1449363972397084,3,0.0774311427981519,-1,-0.0038168475920762,-1,-0.1336384476176193,1,0.9911725879896434,1,0,1,0,0,1,0,1,material_positive_gt_0p2,positive_opportunity,0,1,0
cdabe76a1ba75152,0,1,16,1,3,0.5871673676194018,0.990668047375232,3,0.2975005558059906,3,0.229995301364434,3,0.6424831768378458,3,0.5126615768123027,1,0.990668047375232,1,0,1,0,1,0,1,0,material_positive_gt_0p2,positive_opportunity,0,0,0
cdccf3dfd4e153cc,0,1,24,1,21,0.4473879834141613,0.0025033863656862,21,0.1633665720772282,21,0.0958613176356716,21,0.138997711134045,21,0.0091761111085018,1,0.0025033863656862,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01,positive_opportunity,0,0,0
d3e0b427c9095c6f,0,1,17,1,9,0.2384780682024984,0.0002687987604178,-1,-0.0342775652307421,-1,-0.1017828196722986,9,0.196523742699499,9,0.0667021426739558,1,0.0002687987604178,0,1,0,1,1,0,1,0,near_zero_positive_le_0p01,positive_opportunity,0,0,0
d86f407ee78151b0,0,1,5,1,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,positive_opportunity,0,0,0
de2c82b474d85dd5,0,1,17,1,9,0.2025328713640982,0.0006124333238229,-1,-0.0611114252943503,-1,-0.1286166797359068,9,0.1392858727556587,9,0.0094642727301156,1,0.0006124333238229,0,1,0,1,1,0,1,0,near_zero_positive_le_0p01,positive_opportunity,0,0,0
046577552dd15fc3,0,1,15,1,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,positive_opportunity,0,0,0
1f8c9456286d59fb,0,1,17,0,9,0.1605581158987417,-0.0006121215932071,-1,-0.0774265226723086,-1,-0.1449317771138651,9,0.147139971927344,9,0.0173183719018009,1,-0.0006121215932071,0,1,0,1,1,0,1,0,mild_harm,no_positive_opportunity,0,0,0
369040b3134c5769,0,1,17,1,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,positive_opportunity,0,0,0
39dca464ed145043,0,1,17,1,3,0.0557550442093209,1.3998703285889036e-05,3,0.2041135576548878,3,0.1366083032133313,3,0.1231850328133641,-1,-0.006636567212179,1,1.3998703285889036e-05,1,0,1,0,1,0,0,1,near_zero_positive_le_0p01,positive_opportunity,0,1,1
3e940b9ccdf456b7,0,1,17,1,3,0.0558152016575229,-0.0098371612697842,3,0.2065860942685823,3,0.1390808398270258,3,0.1247712202922414,-1,-0.0050503797333016,1,-0.0098371612697842,1,0,1,0,1,0,0,1,mild_harm,positive_opportunity,0,0,0
4f74e2eb505a5fd0,0,1,9,0,7,0.0179788836892131,-0.2430389412705786,7,0.0313370290905094,-1,-0.036168225351047,-1,-0.203086264479272,-1,-0.3329078645048152,1,-0.2430389412705786,1,0,0,1,0,1,0,1,mild_harm,no_positive_opportunity,0,0,0
524cadd627f25d7f,0,1,8,0,7,0.0439366670846383,-0.2439054437735635,7,0.0368544229528659,-1,-0.0306508314886905,-1,-0.0277968322488472,-1,-0.1576184322743903,1,-0.2439054437735635,1,0,0,1,0,1,0,1,mild_harm,no_positive_opportunity,0,0,0
70c45003ec3e527b,0,1,1,0,9,0.0495696802295063,-0.0006647571086881,-1,-0.1138098134064083,-1,-0.1813150678479649,9,0.253802007983588,9,0.1239804079580448,1,-0.0006647571086881,0,1,0,1,1,0,1,0,mild_harm,no_positive_opportunity,0,0,0
b1bfa52c4bc452b7,0,1,17,1,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,positive_opportunity,0,0,0
bed9898a4bf45a6b,0,1,17,1,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,positive_opportunity,0,0,0
db219c4afef9558d,0,1,18,1,3,0.109005171517493,0.0001490208003551,3,0.155470900871786,3,0.0879656464302295,3,0.1922319739813377,3,0.0624103739557946,1,0.0001490208003551,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01,positive_opportunity,0,0,0
fa1f7200f4ff5651,0,1,16,0,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,no_positive_opportunity,0,0,0
04e294754b4d56a6,0,1,7,1,22,0.3005936605354631,4.5298025821094434e-05,22,0.0401800416786797,-1,-0.0273252127628767,-1,-0.0105010296307787,-1,-0.1403226296563218,1,4.5298025821094434e-05,1,0,0,1,0,1,0,1,near_zero_positive_le_0p01,positive_opportunity,0,1,1
3a223e65af13545c,0,1,7,1,1,0.7360791112853133,1.6616739350611345,1,0.1783972473066191,1,0.1108919928650626,-1,-0.5198302934369075,-1,-0.6496518934624506,1,1.6616739350611345,1,0,1,0,0,1,0,1,material_positive_gt_0p2,positive_opportunity,0,1,0
3e1f06aa9ff354c9,0,1,17,1,3,0.0872942507860932,0.000358076515142,3,0.1437458288376343,3,0.0762405743960778,3,0.195813673865738,3,0.0659920738401949,1,0.000358076515142,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01,positive_opportunity,0,0,0
3e3a2d672dfb5b51,0,1,6,1,6,0.1667612122709031,-1.987346634269027e-05,6,0.0719728067266452,6,0.0044675522850887,6,0.1179978837738009,-1,-0.0118237162517421,1,-1.987346634269027e-05,1,0,1,0,1,0,0,1,mild_harm,positive_opportunity,0,0,0
6110193eb32f5ad4,0,1,17,1,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,positive_opportunity,0,0,0
6e075e93bd485b81,0,1,10,1,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,positive_opportunity,0,0,0
6fc9e653b0ee5565,0,1,12,1,10,0.3179424258286458,-0.0001716095520647,10,0.0144237258251828,-1,-0.0530815286163737,-1,-0.0067664359680593,-1,-0.1365880359936024,1,-0.0001716095520647,1,0,0,1,0,1,0,1,mild_harm,positive_opportunity,0,0,0
99426aa893625f69,0,1,7,0,2,0.0617471534812086,-0.990559431026876,2,0.0888620312714038,2,0.0213567768298473,-1,-0.0431815940013399,-1,-0.1730031940268831,1,-0.990559431026876,1,0,1,0,0,1,0,1,catastrophe,no_positive_opportunity,1,0,0
9fb5b34a36925a6c,0,1,7,0,4,0.1135710824679139,-0.0037563836089917,4,0.1019921908774264,4,0.0344869364358699,-1,-0.1344333579238937,-1,-0.2642549579494369,1,-0.0037563836089917,1,0,1,0,0,1,0,1,mild_harm,no_positive_opportunity,0,0,0
a1c1a996e52f5c4e,0,1,5,0,9,0.129147507251073,-0.0004672088905239,-1,-0.09840914616565,-1,-0.1659144006072065,9,0.1121548379855773,-1,-0.0176667620399658,1,-0.0004672088905239,0,1,0,1,1,0,0,1,mild_harm,no_positive_opportunity,0,0,0
a657d16d34c3519a,0,1,3,1,20,0.1935592380844824,1.784201655457297,20,0.1443779706712271,20,0.0768727162296705,20,0.3434972188801227,20,0.2136756188545796,1,1.784201655457297,1,0,1,0,1,0,1,0,material_positive_gt_0p2,positive_opportunity,0,0,0
a68adc1c27615ce9,0,1,13,0,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,no_positive_opportunity,0,0,0
a75ce500226f5481,0,1,17,1,4,0.2603494602161748,-0.0008296889021993,4,0.0534556703399813,-1,-0.0140495841015751,4,0.1428205557052679,4,0.0129989556797247,1,-0.0008296889021993,1,0,0,1,1,0,1,0,mild_harm,positive_opportunity,0,0,0
b95dc2615771588d,0,1,14,1,23,0.232985093688386,1.9696841584348583,23,0.0345435830906141,-1,-0.0329616713509424,23,0.2131274408051089,23,0.0833058407795658,1,1.9696841584348583,1,0,0,1,1,0,1,0,material_positive_gt_0p2,positive_opportunity,0,0,0
c3fd16e5694a5353,0,1,10,1,9,0.02646719507444,0.0044793055554852,9,0.02558675452705,-1,-0.0419184999145064,-1,-0.4938460194190065,-1,-0.6236676194445496,1,0.0044793055554852,1,0,0,1,0,1,0,1,near_zero_positive_le_0p01,positive_opportunity,0,1,1
c8c5d04b848e504c,0,1,16,1,3,0.1659734801915494,0.000295684360573,3,0.1443866742738182,3,0.0768814198322617,-1,-0.0411245835177255,-1,-0.1709461835432686,1,0.000295684360573,1,0,1,0,0,1,0,1,near_zero_positive_le_0p01,positive_opportunity,0,1,1
c944de45a71e5a38,0,1,14,0,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,no_positive_opportunity,0,0,0
f7cbec94d1ff5621,0,1,3,0,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,no_positive_opportunity,0,0,0
03dac455f9ec5792,0,1,18,1,23,0.2460258016774534,-0.0001943112442734,23,0.0090548839941286,-1,-0.0584503704474279,23,0.2179261659705295,23,0.0881045659449863,1,-0.0001943112442734,1,0,0,1,1,0,1,0,mild_harm,positive_opportunity,0,0,0
0966d80519ed5508,0,1,11,1,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,positive_opportunity,0,0,0
222f2b699516591c,0,1,14,1,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,positive_opportunity,0,0,0
343925e5442554f5,0,1,4,1,9,0.5838481226295662,-0.0001190353877842,9,0.1926075187282643,9,0.1251022642867078,9,0.557912715469004,9,0.4280911154434609,1,-0.0001190353877842,1,0,1,0,1,0,1,0,mild_harm,positive_opportunity,0,0,0
650894e30d725ba8,0,1,14,0,-1,,,-1,,-1,,-1,,-1,,0,,0,0,0,0,0,0,0,0,RSMR_abstain,no_positive_opportunity,0,0,0
70a67a5dedae584b,0,1,23,1,22,0.1821758017089497,0.0002050307922065,22,0.0483894894805593,-1,-0.0191157649609971,22,0.2588846982584651,22,0.1290630982329219,1,0.0002050307922065,1,0,0,1,1,0,1,0,near_zero_positive_le_0p01,positive_opportunity,0,0,0
80c337fb67145ff6,0,1,29,1,20,0.1677480115548473,0.0002089060913768,20,0.1923102162231171,20,0.1248049617815606,20,0.2593437977880961,20,0.129522197762553,1,0.0002089060913768,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01,positive_opportunity,0,0,0
