scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,rsm_selected_action,rsm_selected_score,rsm_selected_teacher_improvement,avr_selected_action,avr_value,dense_selected_action,dense_value,davr_selected_action,davr_value,rsm_proposal,rsm_true_positive,rsm_catastrophe,dense_accept,davr_accept,dense_false_veto_positive,dense_accept_catastrophe,davr_false_veto_positive,davr_accept_catastrophe
f6cbfc9328fd5914,0,1,5,1,15,0.5971377137121933,0.0028377727983173,15,0.2037344630952603,15,0.203105095678648,15,0.101651966462031,1,1,0,1,1,0,0,0,0
d0ce91bcf7ba557a,0,1,2,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
00bf712a8e9e59bf,0,1,1,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
07db46e8eac253cf,0,1,12,1,16,0.2530217512025169,0.7593208522055517,16,0.0108945755720958,16,0.0266450634312064,-1,-0.0300509288019071,1,1,0,1,0,0,0,1,0
13adf1483845581c,0,1,18,1,21,0.1275596190793776,0.0006412762776015,-1,-0.0594134196472839,21,0.0885853517785381,21,0.0161788899560741,1,1,0,1,1,0,0,0,0
2ffe7083e279569c,0,1,15,1,3,0.0759099948208489,0.000160507233395,-1,-0.0883574641489926,3,0.0895149668506138,3,0.0168727184390117,1,1,0,1,1,0,0,0,0
36857cb219845df9,0,1,14,1,7,0.0111505997441622,0.0001324263616466,-1,-0.1246481214366657,7,0.0797355341918155,7,0.0095737307940566,1,1,0,1,1,0,0,0,0
6f8bc109eabc5ad5,0,1,4,1,19,0.0332843123644923,-4.585174424573402e-06,-1,-0.1122445624124181,19,0.0056654425628182,-1,-0.0457093006990171,1,0,0,1,0,0,0,0,0
8fbfbaa44855539e,0,1,16,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
b66888a9942d59ff,0,1,5,1,22,0.0891914892984824,0.0031217700053006,-1,-0.0809146187705706,22,0.0240766757272372,-1,-0.0319678733500001,1,1,0,1,0,0,0,1,0
e4f303186cdb50b1,0,1,4,1,19,0.0360059972796644,-4.364564421121576e-06,-1,-0.1107193515239505,19,0.0075252289386416,-1,-0.0443212285834861,1,0,0,1,0,0,0,0,0
ee17abab9d83514f,0,1,4,0,17,0.2661902593227762,-5.260109603405505e-05,17,0.0182741042816577,17,0.0636671408818455,-1,-0.0024190921370602,1,0,0,1,0,0,0,0,0
5b4aedf8449c54ca,0,1,4,1,1,0.3036981106646081,0.0013290141742676,1,0.0392932101122715,-1,-0.0399651973206306,-1,-0.0797662330754617,1,1,0,0,0,1,0,1,0
73458ba61f445d19,0,1,16,1,9,0.0692067774063314,-2.754281880346099e-06,-1,-0.0921138946349004,9,0.1112766647659109,9,0.0331148021834195,1,0,0,1,1,0,0,0,0
7647b4788f795d71,0,1,1,1,1,0.2369589393802825,0.0035336643615271,1,0.0018931017592722,-1,-0.0383726569275902,-1,-0.0785776229527225,1,1,0,0,0,1,0,1,0
8f2f7b6da7495074,0,1,22,1,6,0.2750697190322527,-0.0030044126219674,6,0.0232500838879329,6,0.0316000421529127,-1,-0.026352725671666,1,0,0,1,0,0,0,0,0
c23e9cc0ed7e5b21,0,1,17,1,3,0.0494992337730325,0.0016556329336947,-1,-0.1031578475799671,3,0.1496204256020849,3,0.0617330918500039,1,1,0,1,1,0,0,0,0
cdfa6ac2b00156d1,0,1,10,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
16599b5179df53bb,0,1,7,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
181f26554b4b5e75,0,1,15,0,9,0.2131053279119143,-0.0001236836064255,-1,-0.0114742750954182,-1,-0.0486384365392545,-1,-0.0862396010209448,1,0,0,0,0,0,0,0,0
21411e892e975adf,0,1,3,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
24f940b7a94f5ed7,0,1,17,0,3,0.0788292181613854,-0.0003130765174522,-1,-0.0867215542756509,3,0.096045237661038,3,0.0217466582294365,1,0,0,1,1,0,0,0,0
257140a662885e1d,0,1,7,1,3,0.0516886667898204,0.000522074045008,-1,-0.1019309064825021,3,0.1224867541545161,3,0.041481576289958,1,1,0,1,1,0,0,0,0
3e1e8ae126d0578f,0,1,15,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
40d5b1af93cf50e4,0,1,12,1,4,0.1144445606696137,8.93150708446977e-05,-1,-0.0667629955581296,4,0.0339819708396181,-1,-0.0245749468718105,1,1,0,1,0,0,0,1,0
4b30de14589f513c,0,1,14,1,23,0.1239261711985639,0.0002240603599697,-1,-0.0614495753534804,23,0.0903740138213555,23,0.0175138776396161,1,1,0,1,1,0,0,0,0
648d283b25fa50d1,0,1,4,0,23,0.2530075331405964,-0.0001290052613243,23,0.010886607881665,-1,-0.0010503038589138,-1,-0.0507216722617757,1,0,0,0,0,0,0,0,0
651762602ed854bf,0,1,1,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
864541f05d165c97,0,1,2,1,21,0.1935085229851983,7.027299320325284e-05,-1,-0.0224561709375068,21,0.2494304739001024,21,0.1362274244751358,1,1,0,1,1,0,0,0,0
a054dd394e1b559c,0,1,17,1,21,0.4527756639738644,0.0004801966886094,21,0.1228351022195787,21,0.1123249080932364,21,0.0338971701757152,1,1,0,1,1,0,0,0,0
b7c6fe6429785952,0,1,15,1,22,0.1393431402315217,6.060907109617375e-05,-1,-0.0528100267763635,22,0.047375007876414,-1,-0.0145789056626049,1,1,0,1,0,0,0,1,0
c031140da54d502a,0,1,17,1,3,0.1299209399720031,0.9911725879896434,-1,-0.0580901539317994,3,0.1449363972397084,3,0.0582371155149303,1,1,0,1,1,0,0,0,0
cdabe76a1ba75152,0,1,16,1,3,0.5871673676194018,0.990668047375232,3,0.1981471593123186,3,0.2975005558059906,3,0.1721050613651852,1,1,0,1,1,0,0,0,0
cdccf3dfd4e153cc,0,1,24,1,21,0.4473879834141613,0.0025033863656862,21,0.1198158882733071,21,0.1633665720772282,21,0.0719926801910051,1,1,0,1,1,0,0,0,0
d3e0b427c9095c6f,0,1,17,1,9,0.2384780682024984,0.0002687987604178,9,0.0027444096412803,-1,-0.0342775652307421,-1,-0.0755212060067597,1,1,0,0,0,1,0,1,0
d86f407ee78151b0,0,1,5,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
de2c82b474d85dd5,0,1,17,1,9,0.2025328713640982,0.0006124333238229,-1,-0.017398996856813,-1,-0.0611114252943503,-1,-0.0955489540269396,1,1,0,0,0,1,0,1,0
046577552dd15fc3,0,1,15,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
1f8c9456286d59fb,0,1,17,0,9,0.1605581158987417,-0.0006121215932071,-1,-0.0409213207377463,-1,-0.0774265226723086,-1,-0.1077259072657166,1,0,0,0,0,0,0,0,0
369040b3134c5769,0,1,17,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
39dca464ed145043,0,1,17,1,3,0.0557550442093209,1.3998703285889036e-05,-1,-0.0996521404569906,3,0.2041135576548878,3,0.1024046432032895,1,1,0,1,1,0,0,0,0
3e940b9ccdf456b7,0,1,17,1,3,0.0558152016575229,-0.0098371612697842,-1,-0.0996184286946523,3,0.2065860942685823,3,0.1042500482308315,1,0,0,1,1,0,0,0,0
4f74e2eb505a5fd0,0,1,9,0,7,0.0179788836892131,-0.2430389412705786,-1,-0.1208216046475678,7,0.0313370290905094,-1,-0.0265490283775511,1,0,0,1,0,0,0,0,0
524cadd627f25d7f,0,1,8,0,7,0.0439366670846383,-0.2439054437735635,-1,-0.1062750663416509,7,0.0368544229528659,-1,-0.0224310604914018,1,0,0,1,0,0,0,0,0
70c45003ec3e527b,0,1,1,0,9,0.0495696802295063,-0.0006647571086881,-1,-0.103118369938059,-1,-0.1138098134064083,-1,-0.1348809784049492,1,0,0,0,0,0,0,0,0
b1bfa52c4bc452b7,0,1,17,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
bed9898a4bf45a6b,0,1,17,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
db219c4afef9558d,0,1,18,1,3,0.109005171517493,0.0001490208003551,-1,-0.0698111865941969,3,0.155470900871786,3,0.0660996587256647,1,1,0,1,1,0,0,0,0
fa1f7200f4ff5651,0,1,16,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
04e294754b4d56a6,0,1,7,1,22,0.3005936605354631,4.5298025821094434e-05,22,0.0375535005987706,22,0.0401800416786797,-1,-0.0199489482014105,1,1,0,1,0,0,0,1,0
3a223e65af13545c,0,1,7,1,1,0.7360791112853133,1.6616739350611345,1,0.281596132995442,1,0.1783972473066191,1,0.0832109907640581,1,1,0,1,1,0,0,0,0
3e1f06aa9ff354c9,0,1,17,1,3,0.0872942507860932,0.000358076515142,-1,-0.0819778163585739,3,0.1437458288376343,3,0.0573485216301516,1,1,0,1,1,0,0,0,0
3e3a2d672dfb5b51,0,1,6,1,6,0.1667612122709031,-1.987346634269027e-05,-1,-0.0374451541630285,6,0.0719728067266452,6,0.003779933358532,1,0,0,1,1,0,0,0,0
6110193eb32f5ad4,0,1,17,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
6e075e93bd485b81,0,1,10,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
6fc9e653b0ee5565,0,1,12,1,10,0.3179424258286458,-0.0001716095520647,10,0.0472756126548455,10,0.0144237258251828,-1,-0.0391724591916007,1,0,0,1,0,0,0,0,0
99426aa893625f69,0,1,7,0,2,0.0617471534812086,-0.990559431026876,-1,-0.0962942093991286,2,0.0888620312714038,2,0.0163853927533731,1,0,1,1,1,0,1,0,1
9fb5b34a36925a6c,0,1,7,0,4,0.1135710824679139,-0.0037563836089917,-1,-0.0672524858942979,4,0.1019921908774264,4,0.0261852324868596,1,0,0,1,1,0,0,0,0
a1c1a996e52f5c4e,0,1,5,0,9,0.129147507251073,-0.0004672088905239,-1,-0.0585235795649003,-1,-0.09840914616565,-1,-0.1233865202051448,1,0,0,0,0,0,0,0,0
a657d16d34c3519a,0,1,3,1,20,0.1935592380844824,1.784201655457297,-1,-0.0224277505934741,20,0.1443779706712271,20,0.057820327673941,1,1,0,1,1,0,0,0,0
a68adc1c27615ce9,0,1,13,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
a75ce500226f5481,0,1,17,1,4,0.2603494602161748,-0.0008296889021993,4,0.0150009662541512,4,0.0534556703399813,-1,-0.0100405360308256,1,0,0,1,0,0,0,0,0
b95dc2615771588d,0,1,14,1,23,0.232985093688386,1.9696841584348583,-1,-0.0003338102115381,23,0.0345435830906141,-1,-0.024155781361469,1,1,0,1,0,0,0,1,0
c3fd16e5694a5353,0,1,10,1,9,0.02646719507444,0.0044793055554852,-1,-0.1160648214956013,9,0.02558675452705,-1,-0.030840809348713,1,1,0,1,0,0,0,1,0
c8c5d04b848e504c,0,1,16,1,3,0.1659734801915494,0.000295684360573,-1,-0.0378865930444832,3,0.1443866742738182,3,0.0578268237039252,1,1,0,1,1,0,0,0,0
c944de45a71e5a38,0,1,14,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
f7cbec94d1ff5621,0,1,3,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
03dac455f9ec5792,0,1,18,1,23,0.2460258016774534,-0.0001943112442734,23,0.0069741003064561,23,0.0090548839941286,-1,-0.0431795536274243,1,0,0,1,0,0,0,0,0
0966d80519ed5508,0,1,11,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
222f2b699516591c,0,1,14,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
343925e5442554f5,0,1,4,1,9,0.5838481226295662,-0.0001190353877842,9,0.1962870804428772,9,0.1926075187282643,9,0.0938169838882842,1,0,0,1,1,0,0,0,0
650894e30d725ba8,0,1,14,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
70a67a5dedae584b,0,1,23,1,22,0.1821758017089497,0.0002050307922065,-1,-0.0288069390922438,22,0.0483894894805593,-1,-0.0138217361055315,1,1,0,1,0,0,0,1,0
80c337fb67145ff6,0,1,29,1,20,0.1677480115548473,0.0002089060913768,-1,-0.0368921595808072,20,0.1923102162231171,20,0.093595088877848,1,1,0,1,1,0,0,0,0
84ed4f2cc4f057ce,0,1,14,1,25,0.172805776623204,1.8950668792427905e-05,-1,-0.0340578276893505,25,0.0446451628260534,-1,-0.0166163556855668,1,1,0,1,0,0,0,1,0
8bdafd4a1d7c50eb,0,1,21,1,3,0.075166753519983,0.0008188129012006,-1,-0.0887739707469901,3,0.0771272260532344,3,0.0076269911883995,1,1,0,1,1,0,0,0,0
9cb860301c105ca7,0,1,9,1,20,0.5255746113163778,-3.7070147320572566e-05,20,0.1636310615669755,20,0.154224216009822,20,0.0651691817008608,1,0,0,1,1,0,0,0,0
a1ceb182eb7250a1,0,1,16,1,9,0.2760796406411903,0.0007709787252359,9,0.0238160360398016,-1,-0.0337293133597513,-1,-0.075112012163691,1,1,0,0,0,1,0,1,0
b704090abc8d5afe,0,1,30,1,18,0.1553406690888887,0.0007353571400976,-1,-0.0438451370252335,18,0.2428806035466392,18,0.1313388563491541,1,1,0,1,1,0,0,0,0
fd35b4e54a465e54,0,1,1,0,7,0.1122411017486341,-2.0207331793509424,-1,-0.0679977966623407,7,0.0480940415390945,-1,-0.0140422469418671,1,0,1,1,0,0,1,0,0
fe98c3c19baf5ea3,0,1,2,1,4,0.6410420944109576,2.128624531634088,4,0.228338133828744,-1,-0.3125983503322216,-1,-0.283248999905135,1,1,0,0,0,1,0,1,0
05ba4ac2db9c50d2,0,1,11,1,25,0.1727854607064307,-0.98944860655242,-1,-0.0340692125698335,25,0.0331336626397285,-1,-0.025208091072107,1,0,1,1,0,0,1,0,0
0d399eab6caf5d71,0,1,1,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
154c14f381535c43,0,1,1,1,24,0.2305967211942673,7.987478524418279e-05,-1,-0.001672235432415,24,0.040217333795695,-1,-0.0199211148177321,1,1,0,1,0,0,0,1,0
20cd0f5250875606,0,1,5,0,9,0.1943934711475888,-0.0003515167922247,-1,-0.0219602529252919,-1,-0.0398395694111732,-1,-0.0796724692968271,1,0,0,0,0,0,0,0,0
30a3163cf0805a69,0,1,4,0,1,0.2587818534600188,-1.2324926170708386,1,0.0141224917180297,1,0.0194241889830392,-1,-0.0354403082497554,1,0,1,1,0,0,1,0,0
3da38924ebd45f50,0,1,10,1,1,0.2897989109508466,1.728687759304978,1,0.0315042075623291,-1,-0.0079665861157832,-1,-0.0558837159613654,1,1,0,0,0,1,0,1,0
48fd1a7abb7c59a6,0,1,19,1,23,0.2661473623851567,-0.0003539639446881,23,0.0182500651741275,-1,-0.0033295249734401,-1,-0.0524227941300347,1,0,0,0,0,0,0,0,0
501128405d13533f,0,1,10,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
594c56337e94571b,0,1,14,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
5c92fa52c5165a1e,0,1,19,1,10,0.1913259511332679,-7.041046395883654e-05,-1,-0.0236792670919772,10,0.0030554515099414,-1,-0.047657296366358,1,0,0,1,0,0,0,0,0
83d128720881565a,0,1,17,0,3,0.0524354888181263,-0.0005778864786027,-1,-0.10151239327292,-1,-0.1249182448656026,-1,-0.1431718789923717,1,0,0,0,0,0,0,0,0
95a810911ba359ec,0,1,11,0,18,0.3655633981867628,-1.2317849212438547,18,0.0739620322161723,18,0.1207343544690172,18,0.0401736534175639,1,0,1,1,1,0,1,0,1
9d1adc78bda259ce,0,1,10,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
a3b5d1855e7e5d96,0,1,12,1,5,0.8865874639511729,0.1193620606041702,5,0.3659398338447306,5,0.3190493646369497,5,0.1881882529886956,1,1,0,1,1,0,0,0,0
bbc08519add25675,0,1,3,1,9,0.34343464965122,2.284032596921548,9,0.0615612550261212,9,0.0023107613452506,-1,-0.0482131041009209,1,1,0,1,0,0,0,1,0
bf75c93832c7569d,0,1,9,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
d5b4a2295da55f8c,0,1,5,0,7,2.0232822920408102,-1.2230283835736102,7,1.0029347038249474,7,0.9813746018924504,7,0.6825220136819131,1,0,1,1,1,0,1,0,1
dec7d1a6632a516c,0,1,9,1,1,0.2095299925044658,0.0097562610348436,-1,-0.0134778650271424,1,0.023127761480382,-1,-0.0326761059853244,1,1,0,1,0,0,0,1,0
e14c53a47ffc5fe0,0,1,21,1,24,0.2705662984108091,-0.0002950868985615,24,0.0207264022784689,24,0.0058990155140638,-1,-0.0455349709454599,1,0,0,1,0,0,0,0,0
0624fd97bb1d5859,0,1,23,1,22,0.307087604126155,0.0001875565206632,22,0.0411926556745122,22,0.1419688518989592,22,0.0560222552532273,1,1,0,1,1,0,0,0,0
1289017760ab5cda,0,1,22,1,23,0.1695696067585175,-0.0001021183120086,-1,-0.0358713519099668,-1,-0.018039207450306,-1,-0.0634015282147019,1,0,0,0,0,0,0,0,0
15210c5280b851a8,0,1,18,1,24,0.0783254314371099,1.220051444119215,-1,-0.0870038724062497,24,0.0315768028261241,-1,-0.0263700706000504,1,1,0,1,0,0,0,1,0
327472f9f4b755a7,0,1,12,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
35c70713d92251fc,0,1,12,1,17,0.1413127678783992,0.0,-1,-0.0517062628849233,17,0.0449619893080849,-1,-0.0163798887392086,1,0,0,1,0,0,0,0,0
3a4fd1d48a995545,0,1,12,1,19,0.3629425684112401,0.0142617651462133,19,0.0724933397572604,19,0.0591832817396835,-1,-0.0057656699624021,1,1,0,1,0,0,0,1,0
3c9d60b02bfb51c0,0,1,17,0,9,0.2019859033669045,-0.0004975407660006,-1,-0.0177055134342143,-1,-0.06521624842846,-1,-0.0986126341386521,1,0,0,0,0,0,0,0,0
4750b9c4cfbd5d3f,0,1,2,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
506ddb4d458f5a70,0,1,1,0,9,0.2129942629495222,-0.9297249210089444,-1,-0.0115365150295941,-1,-0.0528829134088118,-1,-0.0894075132415299,1,0,1,0,0,0,0,0,0
54dbabed00525444,0,1,17,0,6,0.1129828642843183,-0.0001196603953605,-1,-0.0675821187527575,-1,-0.0071237407722798,-1,-0.0552546490243071,1,0,0,0,0,0,0,0,0
77f9220d917b52d0,0,1,12,1,1,0.1751107123164369,0.9964797705322505,-1,-0.0327661597975459,1,0.0912410640457193,1,0.0181610101570115,1,1,0,1,1,0,0,0,0
7ca96f8e844f56ca,0,1,15,1,20,0.3163398267823767,3.252210966228601,20,0.0463775287136841,20,0.0539080959917234,-1,-0.0097028631455428,1,1,0,1,0,0,0,1,0
7d363b1db0fc5975,0,1,11,1,5,0.0515535415839632,-0.9769596037015144,-1,-0.1020066295884835,5,0.0023679799345624,-1,-0.0481703983744212,1,0,1,1,0,0,1,0,0
8813e8c6790a59d3,0,1,13,1,22,0.2954325623573707,0.0001085729885146,22,0.0346612616427491,22,0.0811287626644632,22,0.0106135822622608,1,1,0,1,1,0,0,0,0
9626975e16725ec8,0,1,20,1,22,0.0387127754169094,0.0008604435924439,-1,-0.1092024942769642,22,0.0489570869994059,-1,-0.0133981034243819,1,1,0,1,0,0,0,1,0
9907ad0101c45e09,0,1,1,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
9e720f0176b35d63,0,1,24,1,19,0.2363259581218463,-9.262234168127192e-05,19,0.0015383840246141,19,0.0233437677746473,-1,-0.0325148873003472,1,0,0,1,0,0,0,0,0
a67f3948c2445760,0,1,3,1,3,0.030472551691319,0.0006509598884731,-1,-0.1138202510494763,3,0.108885410976374,3,0.0313300634900067,1,1,0,1,1,0,0,0,0
a8e99095a8235549,0,1,4,0,16,0.5009691622233208,-1.2318749638779087,16,0.1498423608018122,16,0.4386884357042828,16,0.2774821959035466,1,0,1,1,1,0,1,0,1
aed1237adf57578c,0,1,1,1,0,0.3113336971456892,1.0332035451421078,0,0.0435721329133132,0,0.1439955376041523,0,0.0575348945277667,1,1,0,1,1,0,0,0,0
ba5ddc3d1d5d56ad,0,1,1,0,25,0.2006617011717707,-3.65264862778325e-05,-1,-0.0184475859626293,25,0.0515940402595782,-1,-0.0114299842156459,1,0,0,1,0,0,0,0,0
c81dc86e054f566d,0,1,15,1,3,0.0446817022815315,0.0005305072082206,-1,-0.1058575544583838,3,0.0931528744394683,3,0.0195879109732788,1,1,0,1,1,0,0,0,0
cffbf96734fa5f35,0,1,2,0,1,0.0905889789082065,-0.0001211573171431,-1,-0.080131476549592,1,0.1044881091706108,1,0.0280480886892979,1,0,0,1,1,0,0,0,0
f4ba7c7ca86f5233,0,1,13,1,22,0.3020711472082559,6.64908149863308e-05,22,0.0383814725467163,22,0.0814907908108935,22,0.0108837859704016,1,1,0,1,1,0,0,0,0
045cd7a008c65925,0,1,17,1,9,0.2187556230918365,0.0004271200689487,-1,-0.008307893974873,9,0.008633577527114,-1,-0.0434940003652637,1,1,0,1,0,0,0,1,0
0c77a4182a655cf9,0,1,3,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
1470dbcb0c415442,0,1,9,1,9,0.0258193396029285,0.0005928187692534,-1,-0.116427874622653,-1,-0.1822604567365227,-1,-0.1859698725552898,1,1,0,0,0,1,0,1,0
208da297c61b5a6b,0,1,14,0,9,0.2282433716521233,-0.0002173149178734,-1,-0.0029910340655849,-1,-0.0410541832514961,-1,-0.0805790097601875,1,0,0,0,0,0,0,0,0
249837af09305794,0,1,2,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
2648d4ed541751cc,0,1,13,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
