scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,rsm_selected_action,rsm_selected_score,rsm_selected_teacher_improvement,dense_selected_action,zdelta_selected_action,dnl_selected_action,epv_raw_selected_action,epv_main_selected_action,dense_value,zdelta_value,dnl_value,epv_raw_value,epv_main_value,rsmr_proposal,rsmr_y,zdelta_accepts_rsmr_winner,zdelta_deletes_rsmr_winner,dnl_accepts_rsmr_winner,dnl_deletes_rsmr_winner,epv_raw_accepts_rsmr_winner,epv_raw_deletes_rsmr_winner,epv_main_accepts_rsmr_winner,epv_main_deletes_rsmr_winner,rsmr_outcome_class
53620555ea3a5d3c,0,1,9,1,21,0.1628050291701029,0.0,21,21,-1,21,-1,0.0367038801926516,0.0151681782791996,-0.0291407564241571,0.0067529051210481,-0.0345276970603255,1,0.0,1,0,0,1,1,0,0,1,mild_harm
60bd62401d0857f9,0,1,15,1,22,0.2339518121083311,-5.674398746347009e-05,22,22,-1,-1,-1,0.0412792888251448,0.0200054908955896,-0.0011868614646908,-0.0081060940654605,-0.0493866962468343,1,-5.674398746347009e-05,1,0,0,1,0,1,0,1,mild_harm
6db53a1807af5a90,0,1,13,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
8e6c888a92425ff1,0,1,6,1,1,0.1510891908982271,0.0003081311788877,1,1,-1,1,1,0.0805582614125274,0.0609751439173968,-0.013277018583678,0.0422810654912671,0.0010004633098934,1,0.0003081311788877,1,0,0,1,1,0,1,0,near_zero_positive_le_0p01
9a82cf7a1636581e,0,1,5,0,2,0.0756104859967904,-0.0042642683826388,2,2,-1,-1,-1,0.0698748459828704,0.0474297901531469,-0.021676122331677,-0.0954556431283087,-0.1367362453096824,1,-0.0042642683826388,1,0,0,1,0,1,0,1,mild_harm
c70bcca6e16953d7,0,1,14,1,10,0.0393977324969763,0.0003409750871363,10,10,-1,10,10,0.0851660641975028,0.0681527769258177,-0.011626548925682,0.0702293934817835,0.0289487913004098,1,0.0003409750871363,1,0,0,1,1,0,1,0,near_zero_positive_le_0p01
d04f957744a353ba,0,1,10,1,21,0.1639535399829263,0.0001638741232454,21,21,-1,21,-1,0.0720623228969148,0.05181249279836,-0.0321224737899183,0.0155510512651113,-0.0257295509162623,1,0.0001638741232454,1,0,0,1,1,0,0,1,near_zero_positive_le_0p01
d0c144dfeca55025,0,1,25,1,22,0.0984392131428491,-0.0001029941059838,22,22,-1,22,22,0.0224397609052132,0.0011327272048433,-0.0139601516522572,0.0442397617746864,0.0029591595933126,1,-0.0001029941059838,1,0,0,1,1,0,1,0,mild_harm
f6cbfc9328fd5914,0,1,5,1,15,0.5971377137121933,0.0028377727983173,15,15,15,15,15,0.203105095678648,0.1999842301849313,0.1085617183721212,0.2967600535406446,0.2554794513592708,1,0.0028377727983173,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01
d0ce91bcf7ba557a,0,1,2,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
00bf712a8e9e59bf,0,1,1,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
07db46e8eac253cf,0,1,12,1,16,0.2530217512025169,0.7593208522055517,16,16,16,16,16,0.0266450634312064,0.0062666948999607,0.0175240198675355,0.1275937187737244,0.0863131165923506,1,0.7593208522055517,1,0,1,0,1,0,1,0,material_positive_gt_0p2
13adf1483845581c,0,1,18,1,21,0.1275596190793776,0.0006412762776015,21,21,-1,21,21,0.0885853517785381,0.0688143097016018,-0.0480551829777538,0.0442965511426143,0.0030159489612406,1,0.0006412762776015,1,0,0,1,1,0,1,0,near_zero_positive_le_0p01
2ffe7083e279569c,0,1,15,1,3,0.0759099948208489,0.000160507233395,3,3,-1,3,3,0.0895149668506138,0.0713326116587795,-0.0535847904374176,0.0599430704906994,0.0186624683093257,1,0.000160507233395,1,0,0,1,1,0,1,0,near_zero_positive_le_0p01
36857cb219845df9,0,1,14,1,7,0.0111505997441622,0.0001324263616466,7,7,-1,7,-1,0.0797355341918155,0.063475476028237,-0.0613023451281449,0.0251526445498311,-0.0161279576315425,1,0.0001324263616466,1,0,0,1,1,0,0,1,near_zero_positive_le_0p01
6f8bc109eabc5ad5,0,1,4,1,19,0.0332843123644923,-4.585174424573402e-06,19,-1,19,-1,-1,0.0056654425628182,-0.0160715341873889,0.0084182356791406,-0.0049259651134421,-0.0462065672948158,1,-4.585174424573402e-06,0,1,1,0,0,1,0,1,mild_harm
8fbfbaa44855539e,0,1,16,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
b66888a9942d59ff,0,1,5,1,22,0.0891914892984824,0.0031217700053006,22,22,-1,-1,-1,0.0240766757272372,0.0053747520499268,-0.0061185354426909,-0.0223238523451895,-0.0636044545265632,1,0.0031217700053006,1,0,0,1,0,1,0,1,near_zero_positive_le_0p01
e4f303186cdb50b1,0,1,4,1,19,0.0360059972796644,-4.364564421121576e-06,19,-1,19,-1,-1,0.0075252289386416,-0.0141769072727206,0.0103240711363801,-0.0039950261890313,-0.045275628370405,1,-4.364564421121576e-06,0,1,1,0,0,1,0,1,mild_harm
ee17abab9d83514f,0,1,4,0,17,0.2661902593227762,-5.260109603405505e-05,17,17,17,17,-1,0.0636671408818455,0.0440929989714107,0.008996192678627,0.0296477023286168,-0.0116328998527568,1,-5.260109603405505e-05,1,0,1,0,1,0,0,1,mild_harm
5b4aedf8449c54ca,0,1,4,1,1,0.3036981106646081,0.0013290141742676,-1,-1,1,-1,-1,-0.0399651973206306,-0.0662014661111669,0.0408068743180782,-0.004140683737858,-0.0454212859192317,1,0.0013290141742676,0,1,1,0,0,1,0,1,near_zero_positive_le_0p01
73458ba61f445d19,0,1,16,1,9,0.0692067774063314,-2.754281880346099e-06,9,9,9,-1,-1,0.1112766647659109,0.0713803457529461,0.1828311017916728,-0.0595355450317126,-0.1008161472130864,1,-2.754281880346099e-06,1,0,1,0,0,1,0,1,mild_harm
7647b4788f795d71,0,1,1,1,1,0.2369589393802825,0.0035336643615271,-1,-1,-1,-1,-1,-0.0383726569275902,-0.0603250465365516,-0.0100303576107625,-0.0460254019896939,-0.0873060041710676,1,0.0035336643615271,0,1,0,1,0,1,0,1,near_zero_positive_le_0p01
8f2f7b6da7495074,0,1,22,1,6,0.2750697190322527,-0.0030044126219674,6,6,6,6,-1,0.0316000421529127,0.0098140648747318,0.0074468212292259,0.0110520418402463,-0.0302285603411274,1,-0.0030044126219674,1,0,1,0,1,0,0,1,mild_harm
c23e9cc0ed7e5b21,0,1,17,1,3,0.0494992337730325,0.0016556329336947,3,3,3,3,-1,0.1496204256020849,0.090835706215971,0.0942223681663115,0.0079685524772866,-0.0333120497040871,1,0.0016556329336947,1,0,1,0,1,0,0,1,near_zero_positive_le_0p01
cdfa6ac2b00156d1,0,1,10,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
16599b5179df53bb,0,1,7,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
181f26554b4b5e75,0,1,15,0,9,0.2131053279119143,-0.0001236836064255,-1,-1,-1,-1,-1,-0.0486384365392545,-0.071105215107418,-0.0219127420990306,-0.0673339965785574,-0.1086145987599311,1,-0.0001236836064255,0,1,0,1,0,1,0,1,mild_harm
21411e892e975adf,0,1,3,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
24f940b7a94f5ed7,0,1,17,0,3,0.0788292181613854,-0.0003130765174522,3,3,3,3,3,0.096045237661038,0.072399563848423,0.0299464828347706,0.1136293289256788,0.0723487267443051,1,-0.0003130765174522,1,0,1,0,1,0,1,0,mild_harm
257140a662885e1d,0,1,7,1,3,0.0516886667898204,0.000522074045008,3,3,-1,3,3,0.1224867541545161,0.1052820559246266,-0.0156102747567059,0.0704710447528903,0.0291904425715166,1,0.000522074045008,1,0,0,1,1,0,1,0,near_zero_positive_le_0p01
3e1e8ae126d0578f,0,1,15,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
40d5b1af93cf50e4,0,1,12,1,4,0.1144445606696137,8.93150708446977e-05,4,4,-1,-1,-1,0.0339819708396181,0.0141947483327558,-0.0658409795743751,-0.0146102645313374,-0.0558908667127112,1,8.93150708446977e-05,1,0,0,1,0,1,0,1,near_zero_positive_le_0p01
4b30de14589f513c,0,1,14,1,23,0.1239261711985639,0.0002240603599697,23,23,23,23,23,0.0903740138213555,0.0713802191985438,0.0028225745091643,0.0561529673806546,0.0148723651992809,1,0.0002240603599697,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01
648d283b25fa50d1,0,1,4,0,23,0.2530075331405964,-0.0001290052613243,-1,-1,23,-1,-1,-0.0010503038589138,-0.0240932695558929,0.0100552623303113,-0.0306111222700522,-0.071891724451426,1,-0.0001290052613243,0,1,1,0,0,1,0,1,mild_harm
651762602ed854bf,0,1,1,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
864541f05d165c97,0,1,2,1,21,0.1935085229851983,7.027299320325284e-05,21,21,21,21,21,0.2494304739001024,0.2093603987130982,0.0754698077936548,0.1463104257538866,0.1050298235725128,1,7.027299320325284e-05,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01
a054dd394e1b559c,0,1,17,1,21,0.4527756639738644,0.0004801966886094,21,21,21,21,-1,0.1123249080932364,0.0689566830449564,0.0655664083381397,0.0276314418480377,-0.0136491603333359,1,0.0004801966886094,1,0,1,0,1,0,0,1,near_zero_positive_le_0p01
b7c6fe6429785952,0,1,15,1,22,0.1393431402315217,6.060907109617375e-05,22,22,-1,22,-1,0.047375007876414,0.0268376488800296,-0.0287425480160226,0.018418054811322,-0.0228625473700516,1,6.060907109617375e-05,1,0,0,1,1,0,0,1,near_zero_positive_le_0p01
c031140da54d502a,0,1,17,1,3,0.1299209399720031,0.9911725879896434,3,3,3,3,-1,0.1449363972397084,0.0911728449207011,0.0990792441501522,0.0235023370808961,-0.0177782651004775,1,0.9911725879896434,1,0,1,0,1,0,0,1,material_positive_gt_0p2
cdabe76a1ba75152,0,1,16,1,3,0.5871673676194018,0.990668047375232,3,3,3,3,3,0.2975005558059906,0.2396444973570002,0.2100241521493926,0.0717401540263996,0.0304595518450259,1,0.990668047375232,1,0,1,0,1,0,1,0,material_positive_gt_0p2
cdccf3dfd4e153cc,0,1,24,1,21,0.4473879834141613,0.0025033863656862,21,21,21,21,21,0.1633665720772282,0.1202203600551859,0.0566427531390642,0.0686410301165733,0.0273604279351995,1,0.0025033863656862,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01
d3e0b427c9095c6f,0,1,17,1,9,0.2384780682024984,0.0002687987604178,-1,-1,-1,-1,-1,-0.0342775652307421,-0.0575735548522561,-0.0197392201432361,-0.0625474802101272,-0.1038280823915009,1,0.0002687987604178,0,1,0,1,0,1,0,1,near_zero_positive_le_0p01
d86f407ee78151b0,0,1,5,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
de2c82b474d85dd5,0,1,17,1,9,0.2025328713640982,0.0006124333238229,-1,-1,-1,-1,-1,-0.0611114252943503,-0.0838838414905975,-0.0271765847208825,-0.0871194376628142,-0.128400039844188,1,0.0006124333238229,0,1,0,1,0,1,0,1,near_zero_positive_le_0p01
046577552dd15fc3,0,1,15,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
1f8c9456286d59fb,0,1,17,0,9,0.1605581158987417,-0.0006121215932071,-1,-1,-1,-1,-1,-0.0774265226723086,-0.1018754667380164,-0.0333917100197966,-0.0940373579083601,-0.1353179600897338,1,-0.0006121215932071,0,1,0,1,0,1,0,1,mild_harm
369040b3134c5769,0,1,17,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
39dca464ed145043,0,1,17,1,3,0.0557550442093209,1.3998703285889036e-05,3,3,3,3,3,0.2041135576548878,0.136623056359069,0.0986986971203627,0.0505874208263644,0.0093068186449907,1,1.3998703285889036e-05,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01
3e940b9ccdf456b7,0,1,17,1,3,0.0558152016575229,-0.0098371612697842,3,3,3,3,3,0.2065860942685823,0.1390623634226731,0.0988858859026982,0.0515289861551445,0.0102483839737708,1,-0.0098371612697842,1,0,1,0,1,0,1,0,mild_harm
4f74e2eb505a5fd0,0,1,9,0,7,0.0179788836892131,-0.2430389412705786,7,7,-1,-1,-1,0.0313370290905094,0.0171620184643422,-0.0739817886821262,-0.0183507841066364,-0.0596313862880102,1,-0.2430389412705786,1,0,0,1,0,1,0,1,mild_harm
524cadd627f25d7f,0,1,8,0,7,0.0439366670846383,-0.2439054437735635,7,7,-1,7,-1,0.0368544229528659,0.0183825942389299,-0.0713455581659826,0.001646920720313,-0.0396336814610607,1,-0.2439054437735635,1,0,0,1,1,0,0,1,mild_harm
70c45003ec3e527b,0,1,1,0,9,0.0495696802295063,-0.0006647571086881,-1,-1,9,-1,-1,-0.1138098134064083,-0.1362170396936442,0.066433277368366,-0.1090600715733469,-0.1503406737547206,1,-0.0006647571086881,0,1,1,0,0,1,0,1,mild_harm
b1bfa52c4bc452b7,0,1,17,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
bed9898a4bf45a6b,0,1,17,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
db219c4afef9558d,0,1,18,1,3,0.109005171517493,0.0001490208003551,3,3,3,3,-1,0.155470900871786,0.098704568140247,0.0979979739630409,0.0397422902721431,-0.0015383119092306,1,0.0001490208003551,1,0,1,0,1,0,0,1,near_zero_positive_le_0p01
fa1f7200f4ff5651,0,1,16,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
04e294754b4d56a6,0,1,7,1,22,0.3005936605354631,4.5298025821094434e-05,22,22,22,22,22,0.0401800416786797,0.0269912586084952,0.0880125192427089,0.073026816021342,0.0317462138399682,1,4.5298025821094434e-05,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01
3a223e65af13545c,0,1,7,1,1,0.7360791112853133,1.6616739350611345,1,1,1,1,1,0.1783972473066191,0.1757490064691174,0.0275951401495997,0.6216938711327661,0.5804132689513923,1,1.6616739350611345,1,0,1,0,1,0,1,0,material_positive_gt_0p2
3e1f06aa9ff354c9,0,1,17,1,3,0.0872942507860932,0.000358076515142,3,3,3,3,-1,0.1437458288376343,0.0855177857033564,0.0479672326884712,0.0248167546377657,-0.016463847543608,1,0.000358076515142,1,0,1,0,1,0,0,1,near_zero_positive_le_0p01
3e3a2d672dfb5b51,0,1,6,1,6,0.1667612122709031,-1.987346634269027e-05,6,6,6,-1,-1,0.0719728067266452,0.0563124083659093,0.0808183637975491,-0.0132964242871142,-0.0545770264684879,1,-1.987346634269027e-05,1,0,1,0,0,1,0,1,mild_harm
6110193eb32f5ad4,0,1,17,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
6e075e93bd485b81,0,1,10,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
6fc9e653b0ee5565,0,1,12,1,10,0.3179424258286458,-0.0001716095520647,10,10,10,-1,-1,0.0144237258251828,0.0013133263419802,0.061908101129878,-0.0062526663161526,-0.0475332684975263,1,-0.0001716095520647,1,0,1,0,0,1,0,1,mild_harm
99426aa893625f69,0,1,7,0,2,0.0617471534812086,-0.990559431026876,2,2,-1,2,-1,0.0888620312714038,0.0723673755010479,-0.0513928927999881,0.029861616057656,-0.0114189861237177,1,-0.990559431026876,1,0,0,1,1,0,0,1,catastrophe
9fb5b34a36925a6c,0,1,7,0,4,0.1135710824679139,-0.0037563836089917,4,4,-1,4,-1,0.1019921908774264,0.0885854632936083,-0.0467658711449284,0.0168055403826928,-0.0244750617986808,1,-0.0037563836089917,1,0,0,1,1,0,0,1,mild_harm
a1c1a996e52f5c4e,0,1,5,0,9,0.129147507251073,-0.0004672088905239,-1,-1,-1,9,-1,-0.09840914616565,-0.1212328861942608,-0.0477340897768719,0.0025269314533707,-0.0387536707280029,1,-0.0004672088905239,0,1,0,1,1,0,0,1,mild_harm
a657d16d34c3519a,0,1,3,1,20,0.1935592380844824,1.784201655457297,20,20,-1,20,-1,0.1443779706712271,0.1286134147255294,-0.0457718617534855,0.0001158429692525,-0.0411647592121211,1,1.784201655457297,1,0,0,1,1,0,0,1,material_positive_gt_0p2
a68adc1c27615ce9,0,1,13,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
a75ce500226f5481,0,1,17,1,4,0.2603494602161748,-0.0008296889021993,4,4,4,-1,-1,0.0534556703399813,0.0340733085571962,0.006349811120793,-0.0353747824324116,-0.0766553846137853,1,-0.0008296889021993,1,0,1,0,0,1,0,1,mild_harm
b95dc2615771588d,0,1,14,1,23,0.232985093688386,1.9696841584348583,23,23,-1,-1,-1,0.0345435830906141,0.0130224407895712,-0.0031567382353652,-0.011447942629769,-0.0527285448111427,1,1.9696841584348583,1,0,0,1,0,1,0,1,material_positive_gt_0p2
c3fd16e5694a5353,0,1,10,1,9,0.02646719507444,0.0044793055554852,9,9,9,9,9,0.02558675452705,0.0058578270682752,0.1563670084043122,0.0525527729950101,0.0112721708136363,1,0.0044793055554852,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01
c8c5d04b848e504c,0,1,16,1,3,0.1659734801915494,0.000295684360573,3,3,3,3,-1,0.1443866742738182,0.1041881980001722,0.1552960096469639,0.0245852905918339,-0.0166953115895397,1,0.000295684360573,1,0,1,0,1,0,0,1,near_zero_positive_le_0p01
c944de45a71e5a38,0,1,14,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
f7cbec94d1ff5621,0,1,3,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
03dac455f9ec5792,0,1,18,1,23,0.2460258016774534,-0.0001943112442734,23,-1,23,-1,-1,0.0090548839941286,-0.0117550625416847,0.0275496225284842,-0.0391368077303069,-0.0804174099116806,1,-0.0001943112442734,0,1,1,0,0,1,0,1,mild_harm
0966d80519ed5508,0,1,11,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
222f2b699516591c,0,1,14,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
343925e5442554f5,0,1,4,1,9,0.5838481226295662,-0.0001190353877842,9,9,9,9,9,0.1926075187282643,0.1925926812001834,0.0533577832773496,0.3067341669813045,0.2654535647999307,1,-0.0001190353877842,1,0,1,0,1,0,1,0,mild_harm
650894e30d725ba8,0,1,14,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
70a67a5dedae584b,0,1,23,1,22,0.1821758017089497,0.0002050307922065,22,22,-1,22,-1,0.0483894894805593,0.032048237991185,-0.0919934613565783,0.0149023221240774,-0.0263782800572962,1,0.0002050307922065,1,0,0,1,1,0,0,1,near_zero_positive_le_0p01
80c337fb67145ff6,0,1,29,1,20,0.1677480115548473,0.0002089060913768,20,20,20,20,20,0.1923102162231171,0.1503090563305867,0.0394811611182221,0.1145993743290645,0.0733187721476907,1,0.0002089060913768,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01
84ed4f2cc4f057ce,0,1,14,1,25,0.172805776623204,1.8950668792427905e-05,25,25,-1,25,-1,0.0446451628260534,0.0223669534809233,-0.0384436817353239,0.0057095111851954,-0.0355710909961782,1,1.8950668792427905e-05,1,0,0,1,1,0,0,1,near_zero_positive_le_0p01
8bdafd4a1d7c50eb,0,1,21,1,3,0.075166753519983,0.0008188129012006,3,3,3,3,3,0.0771272260532344,0.048725763735745,0.1011283596962529,0.0842629810006092,0.0429823788192355,1,0.0008188129012006,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01
9cb860301c105ca7,0,1,9,1,20,0.5255746113163778,-3.7070147320572566e-05,20,20,20,20,20,0.154224216009822,0.1422893057990329,0.0794673065067989,0.054128929046126,0.0128483268647523,1,-3.7070147320572566e-05,1,0,1,0,1,0,1,0,mild_harm
a1ceb182eb7250a1,0,1,16,1,9,0.2760796406411903,0.0007709787252359,-1,-1,9,-1,-1,-0.0337293133597513,-0.0558804876295415,0.0048873263409132,-0.1148286988585149,-0.1561093010398886,1,0.0007709787252359,0,1,1,0,0,1,0,1,near_zero_positive_le_0p01
b704090abc8d5afe,0,1,30,1,18,0.1553406690888887,0.0007353571400976,18,18,-1,18,18,0.2428806035466392,0.1706565718768329,-0.0266770446312692,0.1181890948509353,0.0769084926695616,1,0.0007353571400976,1,0,0,1,1,0,1,0,near_zero_positive_le_0p01
