scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,rsm_selected_action,rsm_selected_score,rsm_selected_teacher_improvement,dense_selected_action,dense_value,hurdle_selected_action,hurdle_value,sign_shift_selected_action,sign_shift_value,sdfr_raw_selected_action,sdfr_raw_value,sdfr_main_selected_action,sdfr_main_value,selected_positive_probability,selected_positive_magnitude,selected_negative_magnitude,rsmr_outcome_class,dense_deletes_rsmr_proposal,dense_accepts_frozen_rsmr_winner,hurdle_deletes_rsmr_proposal,hurdle_accepts_frozen_rsmr_winner,sign_shift_deletes_rsmr_proposal,sign_shift_accepts_frozen_rsmr_winner,sdfr_raw_deletes_rsmr_proposal,sdfr_raw_accepts_frozen_rsmr_winner,sdfr_main_deletes_rsmr_proposal,sdfr_main_accepts_frozen_rsmr_winner
f390221c855a53d1,0,1,17,1,23,0.1231167918763268,0.0001769104883706,23,0.0800585133995113,23,0.0064809671884973,-1,-0.0040475973063778,-1,-0.0020702004892626,-1,-0.0182260583635343,0.4447524485326433,0.1485379868030955,0.1227071306122714,near_zero_positive_le_0p01,0,1,0,1,1,0,1,0,1,0
f473bc020969511e,0,1,24,1,2,0.3726935804696051,0.002340053756078,2,0.1353765686081339,2,0.0539841094278372,2,0.048369716901887,2,0.0704566223499167,2,0.0543007644756449,0.4764745028721326,0.1478707085588261,0.0,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,0,1
5eae283cb1b95a45,0,1,6,1,25,0.168801985923207,0.0002113920846953,25,0.0073134818096157,25,0.0109510834785903,-1,-0.0043944046998779,-1,-0.0009077975146575,-1,-0.0170636553889293,0.423548665892509,0.2288372616604624,0.1697133974872522,near_zero_positive_le_0p01,0,1,0,1,1,0,1,0,1,0
ea5915d23f345a29,0,1,6,1,26,0.253337737852979,-6.736000906726325e-06,26,0.0631582349836443,26,0.0121330510952389,-1,-0.001002729963678,26,0.0031346054290378,-1,-0.0130212524452338,0.4407529789644568,0.1927908401248724,0.1463370006361798,mild_harm,0,1,0,1,1,0,0,1,1,0
190d01845dda5596,0,1,4,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
247baf6242815059,0,1,20,1,12,0.1064046111683757,-0.0004707026612013,-1,-0.0605332271262074,-1,-0.00062077471875,-1,-0.0189179472830332,-1,-0.0203938221123195,-1,-0.0365496799865913,0.379174560617189,0.2826353674831738,0.2054715469125179,mild_harm,1,0,1,0,1,0,1,0,1,0
273d4e72b01d53cf,0,1,14,1,8,0.1059558045640616,-1.5629368781690487,8,0.0484957237368019,8,0.0121865786471384,-1,-0.0093623982507199,-1,-0.0057898741930458,-1,-0.0219457320673175,0.4143359749316191,0.3233439783052682,0.2386400917592796,catastrophe,0,1,0,1,1,0,1,0,1,0
275e9cfb52fd59de,0,1,12,1,8,0.9052465347908496,0.1272746219409324,8,0.3429943520581031,8,0.0626003672276798,8,0.0170424958925566,8,0.0389173713636468,8,0.022761513489375,0.2436109187444511,1.190028280894823,0.33182196530442,small_positive_0p01_to_0p2,0,1,0,1,0,1,0,1,0,1
4082f94c512b5d1f,0,1,14,1,23,0.0538410789147204,-0.0001477490439216,-1,-0.0094783329360081,-1,-0.0035340649362366,-1,-0.0234171518436458,-1,-0.0261937338712075,-1,-0.0423495917454792,0.395779269018442,0.2900408714549757,0.2333350888707472,mild_harm,1,0,1,0,1,0,1,0,1,0
421dd5398e885a27,0,1,18,1,22,0.1664662853767564,-0.0001146473528817,22,0.0065892556913786,22,0.0233039439983996,22,0.007668658312039,22,0.0161788670199695,22,2.300914569781237e-05,0.3979244492612479,0.2648186730506841,0.1481524328605778,mild_harm,0,1,0,1,0,1,0,1,0,1
53620555ea3a5d3c,0,1,9,1,21,0.1628050291701029,0.0,21,0.0367038801926516,21,0.0187938333718379,21,0.0053913839598046,21,0.0122441296411475,-1,-0.0039117282331242,0.4271496796479928,0.2117382869538051,0.1365100254327039,mild_harm,0,1,0,1,0,1,0,1,1,0
60bd62401d0857f9,0,1,15,1,22,0.2339518121083311,-5.674398746347009e-05,22,0.0412792888251448,22,0.018324876570914,22,0.0044237288888387,22,0.0110540205785663,-1,-0.0051018372957054,0.430104779551999,0.216601408329921,0.1440743446440582,mild_harm,0,1,0,1,0,1,0,1,1,0
6db53a1807af5a90,0,1,13,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
8e6c888a92425ff1,0,1,6,1,1,0.1510891908982271,0.0003081311788877,1,0.0805582614125274,1,0.0086309485586126,-1,-0.0023106135295197,1,0.0005286136721873,-1,-0.0156272442020844,0.4449417818413358,0.1570644943528647,0.1249525545973616,near_zero_positive_le_0p01,0,1,0,1,1,0,0,1,1,0
9a82cf7a1636581e,0,1,5,0,2,0.0756104859967904,-0.0042642683826388,2,0.0698748459828704,2,0.0344317563122257,2,0.0170812845560203,2,0.0301411436423608,2,0.0139852857680891,0.4361051508890697,0.2839243413790686,0.1661297744491522,mild_harm,0,1,0,1,0,1,0,1,0,1
c70bcca6e16953d7,0,1,14,1,10,0.0393977324969763,0.0003409750871363,10,0.0851660641975028,-1,-0.0265760160981956,-1,-0.0363315619835531,-1,-0.0480006960537623,-1,-0.0641565539280341,0.4568410057628651,0.0867631533334388,0.1613480826343584,near_zero_positive_le_0p01,0,1,1,0,1,0,1,0,1,0
d04f957744a353ba,0,1,10,1,21,0.1639535399829263,0.0001638741232454,21,0.0720623228969148,21,0.0115266514410085,21,7.748087412880883e-05,21,0.004077020873083,-1,-0.0120788370011887,0.4409483650650669,0.1693551384439281,0.1262850265116425,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,1,0
d0c144dfeca55025,0,1,25,1,22,0.0984392131428491,-0.0001029941059838,22,0.0224397609052132,22,0.0028713985299059,-1,-0.0105948110218919,-1,-0.0103099486396548,-1,-0.0264658065139265,0.4299996370463663,0.1881945860012648,0.1600587617901415,mild_harm,0,1,0,1,1,0,1,0,1,0
f6cbfc9328fd5914,0,1,5,1,15,0.5971377137121933,0.0028377727983173,15,0.203105095678648,15,0.1044108889579343,15,0.0750955927592897,15,0.1163033443844213,15,0.1001474865101495,0.4421267979479096,0.5416853920141728,0.2208212960020624,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,0,1
d0ce91bcf7ba557a,0,1,2,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
00bf712a8e9e59bf,0,1,1,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
07db46e8eac253cf,0,1,12,1,16,0.2530217512025169,0.7593208522055517,16,0.0266450634312064,16,0.0113762522651641,-1,-0.004099140729336,-1,-0.0004439853107312,-1,-0.0165998431850029,0.425889681629325,0.2300786352652426,0.1714515466520534,material_positive_gt_0p2,0,1,0,1,1,0,1,0,1,0
13adf1483845581c,0,1,18,1,21,0.1275596190793776,0.0006412762776015,21,0.0885853517785381,21,0.005881747553114,-1,-0.0041928502524209,-1,-0.0024317555506335,-1,-0.0185876134249052,0.4474455880576599,0.1408664689967245,0.1184712929508019,near_zero_positive_le_0p01,0,1,0,1,1,0,1,0,1,0
2ffe7083e279569c,0,1,15,1,3,0.0759099948208489,0.000160507233395,3,0.0895149668506138,-1,-0.0003732608012224,-1,-0.0115591468680987,-1,-0.0124607685882248,-1,-0.0286166264624966,0.4450801262441617,0.1471293081002579,0.1404618996327374,near_zero_positive_le_0p01,0,1,1,0,1,0,1,0,1,0
36857cb219845df9,0,1,14,1,7,0.0111505997441622,0.0001324263616466,7,0.0797355341918155,7,0.0078212890490038,-1,-0.0091163781473572,-1,-0.0070275150124124,-1,-0.0231833728866842,0.4203210036996102,0.2481707490081712,0.1920699111663434,near_zero_positive_le_0p01,0,1,0,1,1,0,1,0,1,0
6f8bc109eabc5ad5,0,1,4,1,19,0.0332843123644923,-4.585174424573402e-06,19,0.0056654425628182,-1,-0.0107259883883446,-1,-0.0265150562528809,-1,-0.0319873390505957,-1,-0.0481431969248675,0.421877835745013,0.2042830693312951,0.2044028849364628,mild_harm,0,1,1,0,1,0,1,0,1,0
8fbfbaa44855539e,0,1,16,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
b66888a9942d59ff,0,1,5,1,22,0.0891914892984824,0.0031217700053006,22,0.0240766757272372,22,0.0135361390499542,-1,-0.0023160732390817,22,0.0021725869583284,-1,-0.0139832709159433,0.3957843883781113,0.2550594908058703,0.1634780295483632,near_zero_positive_le_0p01,0,1,0,1,1,0,0,1,1,0
e4f303186cdb50b1,0,1,4,1,19,0.0360059972796644,-4.364564421121576e-06,19,0.0075252289386416,-1,-0.0094824572741437,-1,-0.0252578332817433,-1,-0.0302171921343309,-1,-0.0463730500086026,0.4220779890003521,0.2057995412637692,0.2025890110079385,mild_harm,0,1,1,0,1,0,1,0,1,0
ee17abab9d83514f,0,1,4,0,17,0.2661902593227762,-5.260109603405505e-05,17,0.0636671408818455,17,0.0244448706738455,17,0.0099410321076745,17,0.0190481183469756,17,0.0028922604727039,0.4261938306154773,0.2355677922143265,0.1417716046408775,mild_harm,0,1,0,1,0,1,0,1,0,1
5b4aedf8449c54ca,0,1,4,1,1,0.3036981106646081,0.0013290141742676,-1,-0.0399651973206306,1,0.0867650278291463,1,0.0554764969141407,1,0.0884424395836815,1,0.0722865817094098,0.3208669595247683,0.699350600311315,0.2001906152068447,near_zero_positive_le_0p01,1,0,0,1,0,1,0,1,0,1
73458ba61f445d19,0,1,16,1,9,0.0692067774063314,-2.754281880346099e-06,9,0.1112766647659109,9,0.0742298583433734,9,0.0658075135843172,9,0.0958569830334558,9,0.0797011251591841,0.4288431504423113,0.2235245752079482,0.0,mild_harm,0,1,0,1,0,1,0,1,0,1
7647b4788f795d71,0,1,1,1,1,0.2369589393802825,0.0035336643615271,-1,-0.0383726569275902,1,0.0317081776598288,1,0.0112327678289562,1,0.0228498873558658,1,0.006694029481594,0.391605863329469,0.3534090094028606,0.1899215424923253,near_zero_positive_le_0p01,1,0,0,1,0,1,0,1,0,1
8f2f7b6da7495074,0,1,22,1,6,0.2750697190322527,-0.0030044126219674,6,0.0316000421529127,6,0.021840178147122,6,0.0070047304734088,6,0.0150160382209053,-1,-0.0011398196533664,0.4261956601531419,0.2363446600489228,0.1493767548275969,mild_harm,0,1,0,1,0,1,0,1,1,0
c23e9cc0ed7e5b21,0,1,17,1,3,0.0494992337730325,0.0016556329336947,3,0.1496204256020849,3,0.0457331715717737,3,0.0407771708484255,3,0.059397116852951,3,0.0432412589786793,0.4544920967841536,0.1306889982757166,0.0,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,0,1
cdfa6ac2b00156d1,0,1,10,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
16599b5179df53bb,0,1,7,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
181f26554b4b5e75,0,1,15,0,9,0.2131053279119143,-0.0001236836064255,-1,-0.0486384365392545,9,0.0216420327113329,9,0.0015019485712342,9,0.0090192845773221,-1,-0.0071365732969495,0.3916209744969484,0.3337033595050012,0.1999838014867947,mild_harm,1,0,0,1,0,1,0,1,1,0
21411e892e975adf,0,1,3,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
24f940b7a94f5ed7,0,1,17,0,3,0.0788292181613854,-0.0003130765174522,3,0.096045237661038,-1,0.0,-1,0.0,-1,0.0,-1,-0.0161558578742717,0.4676480010991066,0.0,0.0,mild_harm,0,1,1,0,1,0,1,0,1,0
257140a662885e1d,0,1,7,1,3,0.0516886667898204,0.000522074045008,3,0.1224867541545161,3,0.003589805456546,-1,-0.0081360652619417,-1,-0.0074303858766532,-1,-0.0235862437509249,0.4596019656937058,0.1551395441721095,0.1456941371669664,near_zero_positive_le_0p01,0,1,0,1,1,0,1,0,1,0
3e1e8ae126d0578f,0,1,15,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
40d5b1af93cf50e4,0,1,12,1,4,0.1144445606696137,8.93150708446977e-05,4,0.0339819708396181,4,0.0142868991167214,-1,-0.0003271508931347,4,0.0045762697403364,-1,-0.0115795881339352,0.4178041522141049,0.2263366814011371,0.1545667766090168,near_zero_positive_le_0p01,0,1,0,1,1,0,0,1,1,0
4b30de14589f513c,0,1,14,1,23,0.1239261711985639,0.0002240603599697,23,0.0903740138213555,23,0.0033094524595438,-1,-0.0074160232927743,-1,-0.0067620139214933,-1,-0.0229178717957651,0.4509688830654488,0.1445664890602375,0.1310617919498722,near_zero_positive_le_0p01,0,1,0,1,1,0,1,0,1,0
648d283b25fa50d1,0,1,4,0,23,0.2530075331405964,-0.0001290052613243,-1,-0.0010503038589138,23,0.0207398298254315,23,0.0046606991913086,23,0.0121191783390066,-1,-0.0040366795352651,0.4161112614704575,0.2572604650470567,0.162581998990545,mild_harm,1,0,0,1,0,1,0,1,1,0
651762602ed854bf,0,1,1,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
864541f05d165c97,0,1,2,1,21,0.1935085229851983,7.027299320325284e-05,21,0.2494304739001024,-1,0.0,-1,0.0,-1,0.0,-1,-0.0161558578742717,0.5209578880131419,0.0,0.0,near_zero_positive_le_0p01,0,1,1,0,1,0,1,0,1,0
a054dd394e1b559c,0,1,17,1,21,0.4527756639738644,0.0004801966886094,21,0.1123249080932364,-1,0.0,-1,0.0,-1,0.0,-1,-0.0161558578742717,0.5071298403462535,0.0,0.0,near_zero_positive_le_0p01,0,1,1,0,1,0,1,0,1,0
b7c6fe6429785952,0,1,15,1,22,0.1393431402315217,6.060907109617375e-05,22,0.047375007876414,22,0.0092921669633254,-1,-0.0033690790431447,-1,-0.0003784498266611,-1,-0.0165343077009328,0.4348936858716709,0.1846006601367642,0.1427344011406058,near_zero_positive_le_0p01,0,1,0,1,1,0,1,0,1,0
c031140da54d502a,0,1,17,1,3,0.1299209399720031,0.9911725879896434,3,0.1449363972397084,3,0.0454308792735359,3,0.0405652367736204,3,0.0590884080155206,3,0.0429325501412489,0.4608742685786175,0.1282093882085352,0.0,material_positive_gt_0p2,0,1,0,1,0,1,0,1,0,1
cdabe76a1ba75152,0,1,16,1,3,0.5871673676194018,0.990668047375232,3,0.2975005558059906,3,0.0598786376937033,3,0.0541134344339165,3,0.0788230748114775,3,0.0626672169372058,0.5153327005687728,0.1529557016748219,0.0,material_positive_gt_0p2,0,1,0,1,0,1,0,1,0,1
cdccf3dfd4e153cc,0,1,24,1,21,0.4473879834141613,0.0025033863656862,21,0.1633665720772282,21,0.0186151981988915,21,0.0168355013121888,21,0.0245230411505289,21,0.0083671832762572,0.5187404257621848,0.0472742048482095,0.0,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,0,1
d3e0b427c9095c6f,0,1,17,1,9,0.2384780682024984,0.0002687987604178,-1,-0.0342775652307421,9,0.0275369834985536,9,0.0079637790435847,9,0.0179349398727614,9,0.0017790819984897,0.3925101481671945,0.3331194449977804,0.1857114526280858,near_zero_positive_le_0p01,1,0,0,1,0,1,0,1,0,1
d86f407ee78151b0,0,1,5,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
de2c82b474d85dd5,0,1,17,1,9,0.2025328713640982,0.0006124333238229,-1,-0.0611114252943503,9,0.0181644490540242,-1,-0.0013836504852569,9,0.004745198319643,-1,-0.0114106595546287,0.3888377131528205,0.3218551544205488,0.1970085957247523,near_zero_positive_le_0p01,1,0,0,1,1,0,0,1,1,0
046577552dd15fc3,0,1,15,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
1f8c9456286d59fb,0,1,17,0,9,0.1605581158987417,-0.0006121215932071,-1,-0.0774265226723086,9,0.0141570144244903,-1,-0.0070231319575878,-1,-0.0026439732898646,-1,-0.0187998311641364,0.3884412127580789,0.341006794375354,0.2209191804194075,mild_harm,1,0,0,1,1,0,1,0,1,0
369040b3134c5769,0,1,17,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
39dca464ed145043,0,1,17,1,3,0.0557550442093209,1.3998703285889036e-05,3,0.2041135576548878,3,0.0493761628672991,3,0.0444888199967561,3,0.0648036041985306,3,0.0486477463242588,0.501739479444014,0.1291578734652107,0.0,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,0,1
3e940b9ccdf456b7,0,1,17,1,3,0.0558152016575229,-0.0098371612697842,3,0.2065860942685823,3,0.0493634387249879,3,0.0444863536171795,3,0.0648000116041239,3,0.0486441537298521,0.5026570854672392,0.12891494714312,0.0,mild_harm,0,1,0,1,0,1,0,1,0,1
4f74e2eb505a5fd0,0,1,9,0,7,0.0179788836892131,-0.2430389412705786,7,0.0313370290905094,-1,-0.0014700226406546,-1,-0.0192762426129646,-1,-0.0210683671941387,-1,-0.0372242250684104,0.3974965806915411,0.2610716889908841,0.2072079043579095,mild_harm,0,1,1,0,1,0,1,0,1,0
524cadd627f25d7f,0,1,8,0,7,0.0439366670846383,-0.2439054437735635,7,0.0368544229528659,-1,-0.0016944988627758,-1,-0.0162706648015841,-1,-0.0179430279868148,-1,-0.0340988858610865,0.4278205875479292,0.1977255191608638,0.1791991699387188,mild_harm,0,1,1,0,1,0,1,0,1,0
70c45003ec3e527b,0,1,1,0,9,0.0495696802295063,-0.0006647571086881,-1,-0.1138098134064083,-1,-0.01468546657657,-1,-0.0350274894923039,-1,-0.042389534234625,-1,-0.0585453921088968,0.3822089206532904,0.2913335094366072,0.248854031024695,mild_harm,1,0,1,0,1,0,1,0,1,0
b1bfa52c4bc452b7,0,1,17,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
bed9898a4bf45a6b,0,1,17,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
db219c4afef9558d,0,1,18,1,3,0.109005171517493,0.0001490208003551,3,0.155470900871786,3,0.0474310440553213,3,0.042698150118377,3,0.0621952665969227,3,0.0460394087226509,0.4976977841095492,0.1249659302948248,0.0,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,0,1
fa1f7200f4ff5651,0,1,16,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
04e294754b4d56a6,0,1,7,1,22,0.3005936605354631,4.5298025821094434e-05,22,0.0401800416786797,22,0.022495661760705,-1,-0.0127522857402626,-1,-0.0059822959844442,-1,-0.0221381538587159,0.3412743285779834,0.6396426455543304,0.3404693639640462,near_zero_positive_le_0p01,0,1,0,1,1,0,1,0,1,0
3a223e65af13545c,0,1,7,1,1,0.7360791112853133,1.6616739350611345,1,0.1783972473066191,-1,-0.0099001852461557,-1,-0.0691114454767712,-1,-0.0770087237042285,-1,-0.0931645815785002,0.2451282881689792,1.4048974492405744,0.5582257539727021,material_positive_gt_0p2,0,1,1,0,1,0,1,0,1,0
3e1f06aa9ff354c9,0,1,17,1,3,0.0872942507860932,0.000358076515142,3,0.1437458288376343,3,0.0498788522290159,3,0.0447859833166109,3,0.0652364602321048,3,0.049080602357833,0.4860190143265566,0.1342261481734382,0.0,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,0,1
3e3a2d672dfb5b51,0,1,6,1,6,0.1667612122709031,-1.987346634269027e-05,6,0.0719728067266452,6,0.0108860993631757,-1,-0.0184012107818091,-1,-0.0159491659249173,-1,-0.0321050237991891,0.3328387158858881,0.5328856055563936,0.2897562121715034,mild_harm,0,1,0,1,1,0,1,0,1,0
6110193eb32f5ad4,0,1,17,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
6e075e93bd485b81,0,1,10,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
6fc9e653b0ee5565,0,1,12,1,10,0.3179424258286458,-0.0001716095520647,10,0.0144237258251828,10,0.015532234378979,-1,-0.0070768150037875,-1,-0.0022352715020714,-1,-0.0183911293763431,0.3842875114125378,0.3683211568472295,0.2335123859470926,mild_harm,0,1,0,1,1,0,1,0,1,0
99426aa893625f69,0,1,7,0,2,0.0617471534812086,-0.990559431026876,2,0.0888620312714038,-1,-0.0046927641446918,-1,-0.016881870516755,-1,-0.0196382132282721,-1,-0.0357940711025438,0.4476362441147156,0.1531627654808882,0.1596763317046409,catastrophe,0,1,1,0,1,0,1,0,1,0
9fb5b34a36925a6c,0,1,7,0,4,0.1135710824679139,-0.0037563836089917,4,0.1019921908774264,4,0.0176692989215885,4,0.0029857536447513,4,0.0092703231172784,-1,-0.0068855347569932,0.4132694399885293,0.2345068429473903,0.1493772346532521,mild_harm,0,1,0,1,0,1,0,1,1,0
a1c1a996e52f5c4e,0,1,5,0,9,0.129147507251073,-0.0004672088905239,-1,-0.09840914616565,-1,-0.0051032763139617,-1,-0.026319402035002,-1,-0.0298249197591577,-1,-0.0459807776334295,0.387606077014399,0.3141874626767155,0.2475626944096112,mild_harm,1,0,1,0,1,0,1,0,1,0
a657d16d34c3519a,0,1,3,1,20,0.1935592380844824,1.784201655457297,20,0.1443779706712271,20,0.0045916776290154,-1,-0.0159273342206526,-1,-0.0154025390348003,-1,-0.0315583969090721,0.4341406989173552,0.2844005090438211,0.2454185599456179,material_positive_gt_0p2,0,1,0,1,1,0,1,0,1,0
a68adc1c27615ce9,0,1,13,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
a75ce500226f5481,0,1,17,1,4,0.2603494602161748,-0.0008296889021993,4,0.0534556703399813,4,0.021740680970118,4,0.0067380885039181,4,0.0146907164855243,-1,-0.0014651413887474,0.4223333740881773,0.2403956415640734,0.1503226636907667,mild_harm,0,1,0,1,0,1,0,1,1,0
b95dc2615771588d,0,1,14,1,23,0.232985093688386,1.9696841584348583,23,0.0345435830906141,23,0.0187628185297433,23,0.004547968843523,23,0.0113345516486366,-1,-0.004821306225635,0.4277636306328461,0.2225877554197437,0.1465834736035628,material_positive_gt_0p2,0,1,0,1,0,1,0,1,1,0
c3fd16e5694a5353,0,1,10,1,9,0.02646719507444,0.0044793055554852,9,0.02558675452705,9,0.0738706252111053,9,0.064588959612098,9,0.0945027000008358,9,0.0783468421265641,0.4410481751932849,0.231256113650234,0.0134043518499677,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,0,1
c8c5d04b848e504c,0,1,16,1,3,0.1659734801915494,0.000295684360573,3,0.1443866742738182,3,0.0685779036828536,3,0.061173640465601,3,0.089107159605606,3,0.0729513017313342,0.4565011238863122,0.1951959260187876,0.0,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,0,1
c944de45a71e5a38,0,1,14,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
