scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,incumbent_action,rsm_selected_action,teacher_improvement,outcome_bin,quality_accept,future_mean_accept,future_robust_raw_accept,cfrv_main_accept,quality_value,future_mean_value,future_robust_raw_value,cfrv_main_value,delta_route_deviation_cost,delta_progress_deficit_cost,delta_global_comfort_cost,delta_hard_agent_risk,delta_soft_agent_risk,delta_agent_ttc_risk,delta_hard_off_route_risk,delta_soft_off_route_risk,delta_red_light_risk,delta_future_response_mean_agent_cost,delta_future_response_cvar_agent_cost,delta_future_response_robust_agent_cost,current_risk_all_zero,future_response_all_zero,current_and_future_all_zero
247baf6242815059,0,1,20,1,23,12,-0.0004707026612013579,mild_harm,False,False,False,False,-0.012360534393614854,-0.012360534393614854,-0.012360534393614854,-0.055387268643424664,3.85822829847976e-14,-5.039295196533203,-0.0006256959750317037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
273d4e72b01d53cf,0,1,14,1,4,8,-1.5629368781690487,catastrophe,False,False,False,False,-0.1434606417850462,-0.1434606417850462,-0.1434606417850462,-0.186487376034856,-194.3709716796875,0.8441333770751953,0.0,0.0,0.0,0.0,0.0,-0.5600485801696777,0.0,0.0,0.0,0.0,False,True,False
275e9cfb52fd59de,0,1,12,1,16,8,0.12727462194093242,positive_0.01_0.2,True,True,True,True,0.8503470886511855,1.2307748134654704,1.119193049913334,1.0761663156635242,496.87872314453125,-0.9671494960784912,0.0,0.0,0.23279321193695068,0.18778985738754272,0.0,1.3147706985473633,0.0,1.3587546348571777,1.358755111694336,1.358755111694336,False,False,False
4082f94c512b5d1f,0,1,14,1,0,23,-0.00014774904392167443,mild_harm,True,True,True,True,0.06237464660863763,0.06237464660863763,0.06237464660863763,0.019347912358827823,4.6074255521943996e-14,-1.2902336120605469,-0.00011291893315501511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
421dd5398e885a27,0,1,18,1,21,22,-0.00011464735288172975,mild_harm,False,False,False,False,-0.03523522735132063,-0.03523522735132063,-0.03523522735132063,-0.07826196160113044,9.115971866258121e-15,-1.9991455078125,9.660201612859964e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
53620555ea3a5d3c,0,1,9,1,22,21,0.0,mild_harm,True,True,True,False,0.006752905121048182,0.006752905121048182,0.006752905121048182,-0.03627382912876163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
60bd62401d0857f9,0,1,15,1,21,22,-5.674398746347009e-05,mild_harm,False,False,False,False,-0.01219350793858418,-0.01219350793858418,-0.01219350793858418,-0.05522024218839399,-4.440888710368837e-15,-1.1831283569335938,-0.00011745147639885545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
6db53a1807af5a90,0,1,13,0,3,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
8e6c888a92425ff1,0,1,6,1,23,1,0.00030813117888772723,positive_le_0.001,True,True,True,True,0.052196836669575905,0.052196836669575905,0.052196836669575905,0.009170102419766096,4.9960036108132044e-15,3.2907447814941406,0.0002800737420329824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
9a82cf7a1636581e,0,1,5,0,0,2,-0.004264268382638825,mild_harm,False,False,False,False,-0.15985361883586147,-0.16561357400453272,-0.16392411913475907,-0.20695085338456887,-83.22172832489014,4.276065826416016,0.0,0.0,0.0,-0.0037404000759124756,0.0,0.0,0.0,-0.020572543144226074,-0.020572543144226074,-0.020572423934936523,False,False,False
c70bcca6e16953d7,0,1,14,1,12,10,0.0003409750871363748,positive_le_0.001,True,True,True,True,0.07521004609898382,0.06170389828757131,0.06566533686728088,0.022638602617471068,-1.406536340713501,6.829339981079102,0.00011666821228573099,0.0,1.0132789611816406e-05,-0.008773162961006165,0.0,0.0,0.0,-0.04823923110961914,-0.04823923110961914,-0.04823923110961914,False,False,False
d04f957744a353ba,0,1,10,1,2,21,0.00016387412324547768,positive_le_0.001,True,True,True,False,0.016963242458506913,0.016963242458506913,0.016963242458506913,-0.026063491791302896,2.220442661118524e-15,2.547056198120117,1.5894212992861867e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
d0c144dfeca55025,0,1,25,1,23,22,-0.00010299410598381756,mild_harm,True,True,True,False,0.042978355051696435,0.042978355051696435,0.042978355051696435,-4.83791981133741e-05,7.771561172376096e-15,0.6929244995117188,-4.846078809350729e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
f6cbfc9328fd5914,0,1,5,1,5,15,0.0028377727983173173,positive_0.001_0.01,True,True,True,True,0.38834456847300025,0.38834456847300025,0.38834456847300025,0.34531783422319046,116.248046875,-1.442908763885498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
d0ce91bcf7ba557a,0,1,2,1,3,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
00bf712a8e9e59bf,0,1,1,0,1,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
07db46e8eac253cf,0,1,12,1,13,16,0.7593208522055517,material_positive_gt_0.2,True,True,True,True,0.2687226301796579,0.1999326612885891,0.18813939518967016,0.14511266093986036,179.5611572265625,-3.162412643432617,0.0,0.0,-0.021577835083007812,-0.02741551399230957,0.0,0.0,0.0,-0.24569368362426758,-0.6496343612670898,-0.4072699546813965,False,False,False
13adf1483845581c,0,1,18,1,2,21,0.0006412762776015768,positive_le_0.001,True,True,True,True,0.05230721333231074,0.05230721333231074,0.05230721333231074,0.009280479082500931,0.0,4.592937469482422,0.0002039316983655226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
2ffe7083e279569c,0,1,15,1,9,3,0.00016050723339500195,positive_le_0.001,True,True,True,True,0.0630176207662971,0.0630176207662971,0.0630176207662971,0.019990886516487297,-0.20151680707931519,6.073187828063965,3.36316334141884e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
36857cb219845df9,0,1,14,1,9,7,0.00013242636164667587,positive_le_0.001,True,False,False,False,0.028753014406428443,-0.18631114532711227,-0.12323146699267479,-0.16625820124248458,0.6866836547851562,5.679928779602051,3.246494452469051e-05,0.0,0.0,-0.1396608054637909,0.0,0.0,0.0,-0.7681338787078857,-0.7681341171264648,-0.7681338787078857,False,False,False
6f8bc109eabc5ad5,0,1,4,1,20,19,-4.585174424573402e-06,mild_harm,False,True,True,False,-0.004795137743934571,0.0076480676235742865,0.01152748023932202,-0.03149925401048779,0.0,0.3635120391845703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04444277286529541,0.1395735740661621,0.08249497413635254,True,False,False
8fbfbaa44855539e,0,1,16,0,4,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
b66888a9942d59ff,0,1,5,1,6,22,0.003121770005300641,positive_0.001_0.01,True,True,True,False,0.02657102344023839,0.02657102344023839,0.02657102344023839,-0.01645571080957142,62.536842346191406,-1.8153095245361328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
e4f303186cdb50b1,0,1,4,1,20,19,-4.3645644211215764e-06,mild_harm,False,True,True,False,-0.0038601199243871354,0.00933789573510782,0.013490796244173962,-0.029535938005635847,0.0,0.3748455047607422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04713869094848633,0.14852142333984375,0.0876920223236084,True,False,False
ee17abab9d83514f,0,1,4,0,12,17,-5.260109603405505e-05,mild_harm,True,True,True,False,0.0290811394858199,0.034359671543652895,0.03778516140858113,-0.005241572841228677,-0.480438232421875,-0.5165615081787109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018853068351745605,0.0816965103149414,0.043990373611450195,True,False,False
5b4aedf8449c54ca,0,1,4,1,2,1,0.001329014174267673,positive_0.001_0.01,True,True,True,True,0.00977872068524219,0.43527357634623576,0.31047324391842634,0.26744650966861655,34.14556121826172,-7.582691192626953,-0.0003337643584018224,0.0,0.0,0.2763125002384186,0.0,0.0,0.0,1.5197186470031738,1.5197186470031738,1.5197186470031738,False,False,False
73458ba61f445d19,0,1,16,1,7,9,-2.754281880346099e-06,mild_harm,False,False,False,False,-0.061770231552315064,-0.061770231552315064,-0.061770231552315064,-0.10479696580212487,1.9271202087402344,-4.421302795410156,-6.961661711102352e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
7647b4788f795d71,0,1,1,1,2,1,0.0035336643615271335,positive_0.001_0.01,True,True,True,False,0.005543435643397154,0.005543435643397154,0.005543435643397154,-0.037483298606412654,73.66458129882812,-7.037710189819336,-0.00013674391266249586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
8f2f7b6da7495074,0,1,22,1,21,6,-0.0030044126219674894,mild_harm,False,False,False,False,-0.03586987114742783,-0.03586987114742783,-0.03586987114742783,-0.07889660539723764,-59.104454040527344,-0.2576446533203125,-1.5401512953872043e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
c23e9cc0ed7e5b21,0,1,17,1,6,3,0.0016556329336947506,positive_0.001_0.01,True,True,True,False,0.03126945233161001,0.033617291163335415,0.03275552671611605,-0.01027120753369376,34.30272722244263,-2.993694305419922,-8.980993879958987e-05,0.0,0.0,0.0011327862739562988,0.0,0.0,0.0,0.008385658264160156,0.006197929382324219,0.007510662078857422,False,False,False
cdfa6ac2b00156d1,0,1,10,0,3,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
16599b5179df53bb,0,1,7,0,22,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
181f26554b4b5e75,0,1,15,0,3,9,-0.00012368360642556198,mild_harm,False,True,True,False,-0.06891855516714751,0.08080533398833817,0.03689037029280395,-0.006136363957005855,4.792945861816406,-6.825386047363281,-9.384244708598999e-05,0.0,0.0,0.09722932428121567,0.0,0.0,0.0,0.5347613096237183,0.5347613096237183,0.5347613096237183,False,False,False
21411e892e975adf,0,1,3,0,4,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
24f940b7a94f5ed7,0,1,17,0,9,3,-0.0003130765174522987,mild_harm,True,False,False,False,0.11763037642881544,-0.5243267485532053,-0.43966876963416945,-0.48269550388397925,-1.584090232849121,6.530763626098633,9.320519166067243e-05,0.0,0.0,-0.3454594016075134,0.0,0.0,0.0,-2.2928460836410522,-3.6022452116012573,-2.8166056871414185,False,False,False
257140a662885e1d,0,1,7,1,9,3,0.0005220740450080363,positive_le_0.001,True,True,True,True,0.08292756426380835,0.16245623236269388,0.44416459375635475,0.40113785950654496,1.0929765701293945,7.534799575805664,0.0002848002186510712,0.0,0.0,-0.10096961259841919,0.0,0.0,0.0,0.28404855728149414,4.13818359375,1.82570219039917,False,False,False
3e1e8ae126d0578f,0,1,15,1,21,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
40d5b1af93cf50e4,0,1,12,1,0,4,8.93150708446977e-05,positive_le_0.001,False,False,False,False,-0.012803392494634558,-0.012803392494634558,-0.012803392494634558,-0.05583012674444437,1.6054508686065674,1.4861602783203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
4b30de14589f513c,0,1,14,1,2,23,0.0002240603599697351,positive_le_0.001,True,True,True,True,0.06332825655039587,0.06332825655039587,0.06332825655039587,0.02030152230058606,-2.9004576518332215e-14,3.5254478454589844,0.0001894592642202042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
648d283b25fa50d1,0,1,4,0,21,23,-0.0001290052613243456,mild_harm,False,False,False,False,-0.03499785418358672,-0.03499785418358672,-0.03499785418358672,-0.07802458843339652,0.0,-4.469936370849609,-8.91087474883534e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
651762602ed854bf,0,1,1,1,14,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
864541f05d165c97,0,1,2,1,12,21,7.027299320325284e-05,positive_le_0.001,True,True,True,True,0.13846283895041903,0.13846283895041903,0.13846283895041903,0.09543610470060922,-4.440892098500626e-15,-0.2729377746582031,-0.00024857205426087603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
a054dd394e1b559c,0,1,17,1,7,21,0.00048019668860943554,positive_le_0.001,True,True,True,False,0.031124435501779405,0.031124435501779405,0.031124435501779405,-0.011902298748030404,18.00416755676268,-7.901546478271484,-0.000254303275141865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
b7c6fe6429785952,0,1,15,1,23,22,6.060907109617375e-05,positive_le_0.001,True,True,True,False,0.027689461587087197,0.027689461587087197,0.027689461587087197,-0.015337272662722612,-3.3755550438163695e-14,1.452585220336914,0.00028062501223757863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
c031140da54d502a,0,1,17,1,6,3,0.9911725879896434,material_positive_gt_0.2,True,True,True,True,0.04978092427084749,0.0945670247103696,0.11505469661870099,0.07202796236889118,34.277164459228516,-2.443340301513672,0.0,0.0,0.0,0.005590856075286865,0.0,0.0,0.0,0.15996026992797852,0.5847983360290527,0.3298954963684082,False,False,False
cdabe76a1ba75152,0,1,16,1,16,3,0.9906680473752321,material_positive_gt_0.2,True,True,True,True,0.07339836743422296,0.09965568588239729,0.11224537646382643,0.06921864221401662,4.0250701904296875,-4.253608703613281,0.0,0.0,0.0,0.0030669569969177246,0.0,0.0,0.0,0.09378194808959961,0.3501615524291992,0.1963338851928711,False,False,False
cdccf3dfd4e153cc,0,1,24,1,7,21,0.0025033863656862554,positive_0.001_0.01,True,True,True,True,0.07441610347087325,0.07441610347087325,0.07441610347087325,0.031389369221063446,21.666721343994126,-7.961864471435547,-0.0002734872105065733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
d3e0b427c9095c6f,0,1,17,1,3,9,0.0002687987604178266,positive_le_0.001,False,False,False,False,-0.061525502535597076,-0.05888949071864028,-0.05966264965737478,-0.10268938390718459,6.467914581298828,-6.737327575683594,-5.381872324505821e-05,0.0,0.0,0.0017117857933044434,0.0,0.0,0.0,0.009414911270141602,0.009415149688720703,0.009414911270141602,False,False,False
d86f407ee78151b0,0,1,5,1,6,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
de2c82b474d85dd5,0,1,17,1,3,9,0.0006124333238229085,positive_le_0.001,False,True,True,True,-0.09243612011287076,0.24255225875958158,0.07292005878671363,0.029893324536903826,-1.7736384868621826,-6.779962539672852,-4.719489243143471e-05,0.0,0.0,0.11213725805282593,0.0,0.0,0.0,1.1964612007141113,0.29459524154663086,0.8357148170471191,False,False,False
046577552dd15fc3,0,1,15,1,4,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
1f8c9456286d59fb,0,1,17,0,3,9,-0.0006121215932071156,mild_harm,False,True,True,True,-0.11570777632462331,0.421323542116752,0.2638088596853693,0.22078212543555953,-3.697484016418457,-7.7014923095703125,-0.0005122334696352482,0.0,0.0,0.3487432673573494,0.0,0.0,0.0,1.9180878400802612,1.9180878400802612,1.9180878400802612,False,False,False
369040b3134c5769,0,1,17,1,3,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
39dca464ed145043,0,1,17,1,6,3,1.3998703285889036e-05,positive_le_0.001,True,True,True,True,0.03833899762620055,0.10477124823179966,0.14346798107799133,0.10044124682818152,-8.135963439941406,-3.9021453857421875,-0.000141068798257038,0.0,0.002845942974090576,0.002318143844604492,0.0,0.0,0.0,0.2372727394104004,0.9724030494689941,0.5313248634338379,False,False,False
3e940b9ccdf456b7,0,1,17,1,6,3,-0.00983716126978429,mild_harm,True,True,True,True,0.03818383670517157,0.09199081295618314,0.12396149181536531,0.0809347575655555,-9.499065399169922,-3.9001502990722656,-0.0001416286249877885,0.0,0.0,0.0020313262939453125,0.0,0.0,0.0,0.19217967987060547,0.7955374717712402,0.43352270126342773,False,False,False
4f74e2eb505a5fd0,0,1,9,0,1,7,-0.24303894127057868,mild_harm,False,False,False,False,-0.115313191079963,-0.11530902318541461,-0.1153102471294342,-0.158336981379244,-123.85665893554688,3.2502059936523438,0.0,0.0,1.055002212524414e-05,0.0,0.0,0.0,0.0,1.4886260032653809e-05,1.4878809452056885e-05,1.4878809452056885e-05,False,False,False
524cadd627f25d7f,0,1,8,0,1,7,-0.2439054437735635,mild_harm,False,False,False,False,-0.09263717732450064,-0.4084869849491565,-0.6134599950168551,-0.656486729266665,-120.32293701171875,2.9126834869384766,0.0,0.0,4.589557647705078e-06,0.0,0.0,0.0,0.0,-1.1281049251556396,-4.888475775718689,-2.6322532892227173,False,False,False
70c45003ec3e527b,0,1,1,0,3,9,-0.0006647571086881854,mild_harm,False,False,False,False,-0.13748417770109567,-0.20309603312752084,-0.2868047922213127,-0.3298315264711225,-3.637601852416992,-7.765678405761719,-0.0007296488474821672,0.0,0.0,0.011944890022277832,0.0,0.0,0.0,-0.2343425750732422,-1.5351629257202148,-0.7546706199645996,False,False,False
b1bfa52c4bc452b7,0,1,17,1,6,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
bed9898a4bf45a6b,0,1,17,1,7,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
db219c4afef9558d,0,1,18,1,5,3,0.00014902080035517073,positive_le_0.001,True,True,True,True,0.03688861254526187,0.04634311627244815,0.04375846336320502,0.0007317291133952103,5.9217119216918945,-4.116813659667969,-0.00019450663239695132,0.0,0.0,0.006060898303985596,0.0,0.0,0.0,0.0337681770324707,0.036149024963378906,0.034720420837402344,False,False,False
fa1f7200f4ff5651,0,1,16,0,3,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
04e294754b4d56a6,0,1,7,1,6,22,4.5298025821094434e-05,positive_le_0.001,True,True,True,True,0.072460694021912,0.3719177510090352,0.23912005382658114,0.19609331957677134,0.16151247918605804,-1.9285697937011719,0.0,0.0,0.38408923149108887,-0.01988041400909424,0.0,0.0,0.0,1.0695557594299316,0.5014195442199707,0.8423011302947998,False,False,False
3a223e65af13545c,0,1,7,1,2,1,1.6616739350611343,material_positive_gt_0.2,True,True,True,True,1.0171702435192622,1.0393577109845025,1.0328499864408258,0.989823252191016,499.59808349609375,-0.9927406311035156,0.0,0.0,0.05660414695739746,0.0,0.0,0.9100494384765625,0.0,0.07924586534500122,0.07924586534500122,0.07924586534500122,False,False,False
3e1f06aa9ff354c9,0,1,17,1,6,3,0.0003580765151420806,positive_le_0.001,True,False,False,False,0.026358467301641073,-0.950825853990008,-0.610909390245257,-0.6539361244950669,9.29402208328247,-3.5438480377197266,-0.00014583746087737381,0.0,0.0,-0.7707508206367493,0.0,0.0,0.0,-3.490160256624222,-2.816684126853943,-3.2207698225975037,False,False,False
3e3a2d672dfb5b51,0,1,6,1,20,6,-1.987346634269027e-05,mild_harm,False,False,False,False,-0.013658635254988142,-0.19800083123777606,-0.15367663735453918,-0.19670337160434898,0.0,-1.0064258575439453,0.0,0.0,-0.16911113262176514,-0.14261776208877563,0.0,0.0,0.0,-0.6584057807922363,-0.781529426574707,-0.7076549530029297,False,False,False
6110193eb32f5ad4,0,1,17,1,2,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
6e075e93bd485b81,0,1,10,1,6,-1,nan,no_rsmr_proposal,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False
6fc9e653b0ee5565,0,1,12,1,24,10,-0.00017160955206474426,mild_harm,False,True,True,True,-0.00875971511251677,0.16325195467790024,0.38023089276204125,0.33720415851223146,0.0,-4.939716339111328,-2.339187267352827e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.6143654584884644,3.993375539779663,1.9659695625305176,True,False,False
99426aa893625f69,0,1,7,0,0,2,-0.990559431026876,catastrophe,True,True,True,False,0.01674306856625082,0.01674306856625082,0.01674306856625082,-0.02628366568355899,-19.722450256347656,6.181476593017578,9.075384696188848e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True
