scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,teacher_best_action,teacher_best_improvement,mean_selected_action,mean_selected_teacher_improvement,pair_selected_action,pair_selected_teacher_improvement,rsm_selected_action,rsm_selected_score,rsm_selected_teacher_improvement,factor_selected_action,factor_selected_score,factor_selected_teacher_improvement,context_selected_action,context_selected_score,context_selected_teacher_improvement,selected_policy_conformal_q,main_selected_action,main_selected_lower_bound,main_selected_teacher_improvement,factor_selected,context_selected,rsm_selected,fdsrc_to_fbcsr_transition,fbcsr_minus_fdsr_teacher_effect,fbcsr_effect_sign,fdsrc_catastrophe,fbcsr_catastrophe,rsmr_catastrophe,noop_scene
e8a90962974f55d3,0,1,12,1,19,0.0005916758395732025,-1,nan,-1,nan,-1,nan,nan,25,0.4222699653706111,-0.00014073907583944667,2,0.5894163864032702,-3.4142866729425236e-06,2.5571358243205893,-1,-1.967719437917319,nan,1,1,0,winner_changed,0.00013732478916650415,FBCSR_better,0,0,0,0
f390221c855a53d1,0,1,17,1,2,0.00019614122215649843,23,0.00017691048837065182,-1,nan,23,0.1231167918763268,0.00017691048837065182,23,0.5510175835840765,0.00017691048837065182,23,0.7971293668156891,0.00017691048837065182,2.5571358243205893,-1,-1.7600064575049001,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
f473bc020969511e,0,1,24,1,17,0.002513180895205025,20,0.002488068208759131,-1,nan,2,0.3726935804696051,0.002340053756078042,2,0.5816194162606033,0.002340053756078042,2,1.221656293226898,0.002340053756078042,2.5571358243205893,-1,-1.3354795310936913,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
5eae283cb1b95a45,0,1,6,1,25,0.00021139208469539883,24,-0.0005279554278589786,-1,nan,25,0.16880198592320705,0.00021139208469539883,26,0.5996916203612858,0.00021139208469539883,26,0.43280325473944764,0.00021139208469539883,2.5571358243205893,-1,-2.1243325695811417,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
ea5915d23f345a29,0,1,6,1,24,7.63912543654266e-05,23,-0.00014573692362762625,-1,nan,26,0.253337737852979,-6.736000906726325e-06,26,0.6663661862865153,-6.736000906726325e-06,26,0.6456546668947003,-6.736000906726325e-06,2.5571358243205893,-1,-1.911481157425889,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
190d01845dda5596,0,1,4,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,-1,nan,nan,6,0.0381060676076066,-0.003274964263442204,2.5571358243205893,-1,-2.5190297567129827,nan,0,1,0,abstain_to_FBCSR,-0.003274964263442204,FBCSR_worse,0,0,0,1
247baf6242815059,0,1,20,1,7,3.797859214246281e-05,13,-0.00036880981139838717,-1,nan,12,0.10640461116837574,-0.0004707026612013579,0,0.6029015231709006,-0.0005264960423111919,0,1.4169131338316405,-0.0005264960423111919,2.5571358243205893,-1,-1.1402226904889488,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
273d4e72b01d53cf,0,1,14,1,1,0.2505189784448594,10,-1.600505558684422,-1,nan,8,0.10595580456406165,-1.5629368781690487,8,0.5086345839296492,-1.5629368781690487,8,0.5455446526699027,-1.5629368781690487,2.5571358243205893,-1,-2.0115911716506867,nan,1,1,1,same_winner,0.0,equal,1,1,1,0
275e9cfb52fd59de,0,1,12,1,0,3.495505400518321,0,3.495505400518321,0,3.495505400518321,8,0.9052465347908495,0.12727462194093242,8,1.8610337120250844,0.12727462194093242,0,2.378037513984019,3.495505400518321,2.5571358243205893,-1,-0.17909831033657042,nan,1,1,1,winner_changed,3.3682307785773884,FBCSR_better,0,0,0,0
4082f94c512b5d1f,0,1,14,1,20,0.0006981603568769756,21,0.0005595678238314861,-1,nan,23,0.05384107891472045,-0.00014774904392167443,23,0.5159734939678859,-0.00014774904392167443,23,0.8344103081525529,-0.00014774904392167443,2.5571358243205893,-1,-1.7227255161680364,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
421dd5398e885a27,0,1,18,1,1,0.00014379002572968572,2,5.4842675477266394e-05,-1,nan,22,0.16646628537675648,-0.00011464735288172975,22,0.6124012999241687,-0.00011464735288172975,22,0.7888553520479206,-0.00011464735288172975,2.5571358243205893,-1,-1.7682804722726688,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
53620555ea3a5d3c,0,1,9,1,18,0.00020326983276852673,19,0.00018146185590683928,-1,nan,21,0.1628050291701029,0.0,21,0.5577246775832594,0.0,21,0.3814048122482396,0.0,2.5571358243205893,-1,-2.1757310120723496,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
60bd62401d0857f9,0,1,15,1,20,0.00010915963146818086,22,-5.674398746347009e-05,-1,nan,22,0.23395181210833113,-5.674398746347009e-05,22,0.6297241519069118,-5.674398746347009e-05,22,0.8532106476900132,-5.674398746347009e-05,2.5571358243205893,-1,-1.703925176630576,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
6db53a1807af5a90,0,1,13,0,-1,0.0,2,-1.5162776317190207e-05,-1,nan,-1,nan,nan,2,0.40386012452883646,-1.5162776317190207e-05,2,0.32595102808305276,-1.5162776317190207e-05,2.5571358243205893,-1,-2.2311847962375366,nan,1,1,0,same_winner,0.0,equal,0,0,0,1
8e6c888a92425ff1,0,1,6,1,20,0.0006738180095213764,1,0.00030813117888772723,-1,nan,1,0.15108919089822714,0.00030813117888772723,1,0.5777164102249257,0.00030813117888772723,1,0.4063044896483276,0.00030813117888772723,2.5571358243205893,-1,-2.1508313346722616,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
9a82cf7a1636581e,0,1,5,0,-1,0.0,2,-0.004264268382638825,-1,nan,2,0.07561048599679049,-0.004264268382638825,9,0.588248365009155,-1.767027501810342,9,0.253802428028711,-1.767027501810342,2.5571358243205893,-1,-2.3033333962918783,nan,1,1,1,same_winner,0.0,equal,1,1,0,1
c70bcca6e16953d7,0,1,14,1,7,0.0004981964793060456,10,0.0003409750871363748,-1,nan,10,0.03939773249697637,0.0003409750871363748,10,0.5112935640131471,0.0003409750871363748,10,0.8616318064958363,0.0003409750871363748,2.5571358243205893,-1,-1.695504017824753,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
d04f957744a353ba,0,1,10,1,19,0.00033669094815850283,21,0.00016387412324547768,-1,nan,21,0.16395353998292636,0.00016387412324547768,23,0.6356434042891255,-0.00041023949235677705,23,0.475151421510981,-0.00041023949235677705,2.5571358243205893,-1,-2.081984402809608,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
d0c144dfeca55025,0,1,25,1,25,0.0011493328449083476,22,-0.00010299410598381756,-1,nan,22,0.09843921314284915,-0.00010299410598381756,22,0.5042929256960228,-0.00010299410598381756,22,1.1737379789179694,-0.00010299410598381756,2.5571358243205893,-1,-1.38339784540262,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
f6cbfc9328fd5914,0,1,5,1,15,0.0028377727983173173,15,0.0028377727983173173,15,0.0028377727983173173,15,0.5971377137121933,0.0028377727983173173,15,1.166901611729981,0.0028377727983173173,15,1.330331653842857,0.0028377727983173173,2.5571358243205893,-1,-1.2268041704777324,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
d0ce91bcf7ba557a,0,1,2,1,2,0.24257259491190777,2,0.24257259491190777,-1,nan,-1,nan,nan,5,0.37831244737028313,0.0010974360473220979,-1,nan,nan,2.5571358243205893,-1,nan,nan,1,0,0,FDSR_to_abstain,-0.0010974360473220979,FBCSR_worse,0,0,0,0
00bf712a8e9e59bf,0,1,1,0,-1,0.0,2,-2.6145104679828512,-1,nan,-1,nan,nan,2,0.31056981466996614,-2.6145104679828512,-1,nan,nan,2.5571358243205893,-1,nan,nan,1,0,0,FDSR_to_abstain,2.6145104679828512,FBCSR_better,1,0,0,1
07db46e8eac253cf,0,1,12,1,9,0.7593283839979782,16,0.7593208522055517,-1,nan,16,0.2530217512025169,0.7593208522055517,16,0.6568485723986176,0.7593208522055517,16,1.6850833476577445,0.7593208522055517,2.5571358243205893,-1,-0.8720524766628448,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
13adf1483845581c,0,1,18,1,13,0.0015234371470285168,21,0.0006412762776015768,-1,nan,21,0.1275596190793776,0.0006412762776015768,21,0.560142342684536,0.0006412762776015768,21,0.9223293387442147,0.0006412762776015768,2.5571358243205893,-1,-1.6348064855763744,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
2ffe7083e279569c,0,1,15,1,7,0.00019387279620897147,3,0.00016050723339500195,-1,nan,3,0.0759099948208489,0.00016050723339500195,3,0.5437601091989934,0.00016050723339500195,3,0.3590993421321898,0.00016050723339500195,2.5571358243205893,-1,-2.1980364821883995,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
36857cb219845df9,0,1,14,1,7,0.00013242636164667587,7,0.00013242636164667587,-1,nan,7,0.011150599744162243,0.00013242636164667587,7,0.49646790661539286,0.00013242636164667587,7,0.2890033100947613,0.00013242636164667587,2.5571358243205893,-1,-2.2681325142258277,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
6f8bc109eabc5ad5,0,1,4,1,7,0.0002084449425688948,19,-4.585174424573402e-06,-1,nan,19,0.03328431236449239,-4.585174424573402e-06,19,0.427642637827764,-4.585174424573402e-06,19,0.21039215712903814,-4.585174424573402e-06,2.5571358243205893,-1,-2.346743667191551,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
8fbfbaa44855539e,0,1,16,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,5,0.2655018651776487,-1.6827764830876695,5,0.7216103476731068,-1.6827764830876695,2.5571358243205893,-1,-1.8355254766474824,nan,1,1,0,same_winner,0.0,equal,1,1,0,1
b66888a9942d59ff,0,1,5,1,18,0.003168183250259608,20,0.0031616590492427347,-1,nan,22,0.08919148929848245,0.003121770005300641,22,0.5400663522524054,0.003121770005300641,22,0.19780540659902662,0.003121770005300641,2.5571358243205893,-1,-2.3593304177215626,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
e4f303186cdb50b1,0,1,4,1,7,0.00029574422244913866,19,-4.3645644211215764e-06,-1,nan,19,0.03600599727966447,-4.3645644211215764e-06,19,0.4302364884908142,-4.3645644211215764e-06,19,0.20297175573254173,-4.3645644211215764e-06,2.5571358243205893,-1,-2.3541640685880476,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
ee17abab9d83514f,0,1,4,0,-1,0.0,7,-1.98244095368525,7,-1.98244095368525,17,0.26619025932277623,-5.260109603405505e-05,17,0.6858673029227991,-5.260109603405505e-05,17,0.9310268204637024,-5.260109603405505e-05,2.5571358243205893,-1,-1.6261090038568868,nan,1,1,1,same_winner,0.0,equal,0,0,0,1
5b4aedf8449c54ca,0,1,4,1,1,0.001329014174267673,3,-0.0011265146814285476,-1,nan,1,0.30369811066460817,0.001329014174267673,1,0.7469605346437016,0.001329014174267673,1,0.6686882309854318,0.001329014174267673,2.5571358243205893,-1,-1.8884475933351574,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
73458ba61f445d19,0,1,16,1,2,9.133936460137271e-05,9,-2.754281880346099e-06,-1,nan,9,0.06920677740633147,-2.754281880346099e-06,9,0.48445539959834905,-2.754281880346099e-06,9,0.7836057779540373,-2.754281880346099e-06,2.5571358243205893,-1,-1.773530046366552,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
7647b4788f795d71,0,1,1,1,1,0.0035336643615271335,-1,nan,-1,nan,1,0.2369589393802825,0.0035336643615271335,1,0.5992026302513184,0.0035336643615271335,1,0.05570564614991125,0.0035336643615271335,2.5571358243205893,-1,-2.5014301781706783,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
8f2f7b6da7495074,0,1,22,1,8,0.00022318807258292495,19,0.00015492076352252582,-1,nan,6,0.2750697190322527,-0.0030044126219674894,25,0.6775127556066083,-0.0002570174790919033,6,1.2761193981660996,-0.0030044126219674894,2.5571358243205893,-1,-1.2810164261544896,nan,1,1,1,winner_changed,-0.002747395142875586,FBCSR_worse,0,0,0,0
c23e9cc0ed7e5b21,0,1,17,1,17,0.0017499596894716696,3,0.0016556329336947506,-1,nan,3,0.04949923377303256,0.0016556329336947506,3,0.38544282048263345,0.0016556329336947506,3,1.588000549417838,0.0016556329336947506,2.5571358243205893,-1,-0.9691352749027513,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
cdfa6ac2b00156d1,0,1,10,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,2,0.35276497255178785,-5.968859913991738e-05,2,0.33634334402528443,-5.968859913991738e-05,2.5571358243205893,-1,-2.2207924802953047,nan,1,1,0,same_winner,0.0,equal,0,0,0,1
16599b5179df53bb,0,1,7,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,-1,nan,nan,23,0.020096002093588305,-0.00037857155795251174,2.5571358243205893,-1,-2.537039822227001,nan,0,1,0,abstain_to_FBCSR,-0.00037857155795251174,FBCSR_worse,0,0,0,1
181f26554b4b5e75,0,1,15,0,-1,0.0,2,-7.666432450204042e-06,-1,nan,9,0.21310532791191433,-0.00012368360642556198,9,0.5785403163434454,-0.00012368360642556198,9,0.46746460563477504,-0.00012368360642556198,2.5571358243205893,-1,-2.0896712186858144,nan,1,1,1,same_winner,0.0,equal,0,0,0,1
21411e892e975adf,0,1,3,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,-1,nan,nan,-1,nan,nan,2.5571358243205893,-1,nan,nan,0,0,0,both_abstain,0.0,equal,0,0,0,1
24f940b7a94f5ed7,0,1,17,0,-1,0.0,3,-0.0003130765174522987,-1,nan,3,0.07882921816138547,-0.0003130765174522987,3,0.5565639807827092,-0.0003130765174522987,3,0.6299182384512063,-0.0003130765174522987,2.5571358243205893,-1,-1.927217585869383,nan,1,1,1,same_winner,0.0,equal,0,0,0,1
257140a662885e1d,0,1,7,1,2,0.0005732820384669601,2,0.0005732820384669601,-1,nan,3,0.0516886667898204,0.0005220740450080363,3,0.5176101625245922,0.0005220740450080363,-1,nan,nan,2.5571358243205893,-1,nan,nan,1,0,1,FDSR_to_abstain,-0.0005220740450080363,FBCSR_worse,0,0,0,0
3e1e8ae126d0578f,0,1,15,1,22,0.0007021271426230669,7,-0.0015343082074075938,-1,nan,-1,nan,nan,19,0.43445735280368536,-0.001157735928527836,19,0.33225948888062,-0.001157735928527836,2.5571358243205893,-1,-2.224876335439969,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
40d5b1af93cf50e4,0,1,12,1,4,8.93150708446977e-05,4,8.93150708446977e-05,-1,nan,4,0.11444456066961377,8.93150708446977e-05,4,0.5353590623747047,8.93150708446977e-05,4,0.618620247060141,8.93150708446977e-05,2.5571358243205893,-1,-1.9385155772604483,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
4b30de14589f513c,0,1,14,1,1,0.0003241795521229504,6,-0.0006676835825666786,-1,nan,23,0.12392617119856396,0.0002240603599697351,23,0.5403100885684997,0.0002240603599697351,23,0.5887893832469986,0.0002240603599697351,2.5571358243205893,-1,-1.9683464410735907,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
648d283b25fa50d1,0,1,4,0,-1,0.0,-1,nan,-1,nan,23,0.2530075331405964,-0.0001290052613243456,1,0.6313799281496726,-0.00024052814664319092,1,0.41765869832523533,-0.00024052814664319092,2.5571358243205893,-1,-2.139477125995354,nan,1,1,1,same_winner,0.0,equal,0,0,0,1
651762602ed854bf,0,1,1,1,13,0.0005464716681715803,13,0.0005464716681715803,-1,nan,-1,nan,nan,13,0.3484966566716489,0.0005464716681715803,13,0.46911184539104156,0.0005464716681715803,2.5571358243205893,-1,-2.088023978929548,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
864541f05d165c97,0,1,2,1,20,7.871064879000182e-05,21,7.027299320325284e-05,21,7.027299320325284e-05,21,0.1935085229851983,7.027299320325284e-05,21,0.3663632487667998,7.027299320325284e-05,21,0.34784149788718477,7.027299320325284e-05,2.5571358243205893,-1,-2.2092943264334046,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
a054dd394e1b559c,0,1,17,1,18,0.0008211316621222764,19,0.0008117835176117971,-1,nan,21,0.45277566397386443,0.00048019668860943554,21,0.6762601285989974,0.00048019668860943554,21,1.0845838651249102,0.00048019668860943554,2.5571358243205893,-1,-1.472551959195679,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
b7c6fe6429785952,0,1,15,1,21,0.00013186896652861435,21,0.00013186896652861435,-1,nan,22,0.13934314023152178,6.060907109617375e-05,22,0.5491095215962002,6.060907109617375e-05,22,0.577864643695717,6.060907109617375e-05,2.5571358243205893,-1,-1.9792711806248722,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
c031140da54d502a,0,1,17,1,9,1.9809659379352755,3,0.9911725879896434,-1,nan,3,0.12992093997200319,0.9911725879896434,3,0.4582616547808226,0.9911725879896434,3,1.6686751112332125,0.9911725879896434,2.5571358243205893,-1,-0.8884607130873767,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
cdabe76a1ba75152,0,1,16,1,9,1.9816932067282496,3,0.9906680473752321,3,0.9906680473752321,3,0.5871673676194018,0.9906680473752321,3,0.8091046609788466,0.9906680473752321,3,2.000433851300858,0.9906680473752321,2.5571358243205893,-1,-0.5567019730197313,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
cdccf3dfd4e153cc,0,1,24,1,22,0.003285925855147198,19,0.0011230520552452106,-1,nan,21,0.4473879834141613,0.0025033863656862554,21,0.6204878344131638,0.0025033863656862554,21,1.2073372636777253,0.0025033863656862554,2.5571358243205893,-1,-1.349798560642864,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
d3e0b427c9095c6f,0,1,17,1,9,0.0002687987604178266,5,0.00014757037917151328,-1,nan,9,0.2384780682024984,0.0002687987604178266,9,0.5996507742516998,0.0002687987604178266,9,0.9607707654373379,0.0002687987604178266,2.5571358243205893,-1,-1.5963650588832514,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
d86f407ee78151b0,0,1,5,1,17,0.0001976196871604774,1,-0.9291437838989309,-1,nan,-1,nan,nan,17,0.34118086917259305,0.0001976196871604774,17,0.19799291874243463,0.0001976196871604774,2.5571358243205893,-1,-2.3591429055781545,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
de2c82b474d85dd5,0,1,17,1,9,0.0006124333238229085,2,-0.0006743428357876835,-1,nan,9,0.20253287136409828,0.0006124333238229085,9,0.5751998364159315,0.0006124333238229085,9,0.7224004706123996,0.0006124333238229085,2.5571358243205893,-1,-1.8347353537081896,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
046577552dd15fc3,0,1,15,1,3,0.00031031498312950045,3,0.00031031498312950045,-1,nan,-1,nan,nan,14,0.30384892432428157,-2.1094902884238875e-05,14,0.5418584917380811,-2.1094902884238875e-05,2.5571358243205893,-1,-2.0152773325825084,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
1f8c9456286d59fb,0,1,17,0,-1,0.0,2,-0.00024940564567232926,-1,nan,9,0.16055811589874172,-0.0006121215932071156,9,0.5138968667256797,-0.0006121215932071156,9,0.5483894192568474,-0.0006121215932071156,2.5571358243205893,-1,-2.008746405063742,nan,1,1,1,same_winner,0.0,equal,0,0,0,1
369040b3134c5769,0,1,17,1,6,0.0003357136513106457,2,8.364603845692486e-05,-1,nan,-1,nan,nan,2,0.38640693583236113,8.364603845692486e-05,2,0.558124340059652,8.364603845692486e-05,2.5571358243205893,-1,-1.9990114842609374,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
39dca464ed145043,0,1,17,1,17,0.00021525363810370735,3,1.3998703285889036e-05,-1,nan,3,0.055755044209320925,1.3998703285889036e-05,3,0.27146648189447004,1.3998703285889036e-05,3,1.2998640107098367,1.3998703285889036e-05,2.5571358243205893,-1,-1.2572718136107526,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
3e940b9ccdf456b7,0,1,17,1,17,0.00016139094829537015,3,-0.00983716126978429,-1,nan,3,0.05581520165752296,-0.00983716126978429,3,0.27094560974997095,-0.00983716126978429,3,1.2970249353209895,-0.00983716126978429,2.5571358243205893,-1,-1.2601108889995998,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
4f74e2eb505a5fd0,0,1,9,0,-1,0.0,7,-0.24303894127057868,-1,nan,7,0.017978883689213188,-0.24303894127057868,7,0.5126678047936938,-0.24303894127057868,7,0.4197352245788339,-0.24303894127057868,2.5571358243205893,-1,-2.1374005997417553,nan,1,1,1,same_winner,0.0,equal,0,0,0,1
524cadd627f25d7f,0,1,8,0,-1,0.0,7,-0.2439054437735635,-1,nan,7,0.04393666708463834,-0.2439054437735635,10,0.4910929843836174,-0.2522911171253073,7,0.2821228181968918,-0.2439054437735635,2.5571358243205893,-1,-2.2750130061236975,nan,1,1,1,winner_changed,0.008385673351743783,FBCSR_better,0,0,0,1
70c45003ec3e527b,0,1,1,0,-1,0.0,-1,nan,-1,nan,9,0.04956968022950637,-0.0006647571086881854,9,0.4171089016902987,-0.0006647571086881854,-1,nan,nan,2.5571358243205893,-1,nan,nan,1,0,1,FDSR_to_abstain,0.0006647571086881854,FBCSR_better,0,0,0,1
b1bfa52c4bc452b7,0,1,17,1,17,0.00043518209727722024,3,0.0003829283017662277,-1,nan,-1,nan,nan,17,0.15594900709412418,0.00043518209727722024,17,1.4042290781212756,0.00043518209727722024,2.5571358243205893,-1,-1.1529067461993137,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
bed9898a4bf45a6b,0,1,17,1,8,0.9877573805074213,3,1.4568283385862912e-05,-1,nan,-1,nan,nan,3,0.2785395193520973,1.4568283385862912e-05,3,1.5085749866646885,1.4568283385862912e-05,2.5571358243205893,-1,-1.0485608376559008,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
db219c4afef9558d,0,1,18,1,3,0.00014902080035517073,3,0.00014902080035517073,-1,nan,3,0.109005171517493,0.00014902080035517073,3,0.3429200166395919,0.00014902080035517073,3,1.0907317007014246,0.00014902080035517073,2.5571358243205893,-1,-1.4664041236191647,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
fa1f7200f4ff5651,0,1,16,0,-1,0.0,2,-0.00014718964491039488,-1,nan,-1,nan,nan,2,0.38568949972380834,-0.00014718964491039488,2,0.5129247939171295,-0.00014718964491039488,2.5571358243205893,-1,-2.04421103040346,nan,1,1,0,same_winner,0.0,equal,0,0,0,1
04e294754b4d56a6,0,1,7,1,7,2.0200635700523097,23,4.5298025821094434e-05,22,4.5298025821094434e-05,22,0.3005936605354631,4.5298025821094434e-05,7,0.8067528078540486,2.0200635700523097,7,1.058701850654444,2.0200635700523097,2.5571358243205893,-1,-1.4984339736661452,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
3a223e65af13545c,0,1,7,1,1,1.6616739350611343,6,0.11440042549293716,1,1.6616739350611343,1,0.7360791112853133,1.6616739350611343,1,1.3979857921092753,1.6616739350611343,1,2.216806618342803,1.6616739350611343,2.5571358243205893,-1,-0.3403292059777865,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
3e1f06aa9ff354c9,0,1,17,1,2,0.0003652228211050712,3,0.0003580765151420806,-1,nan,3,0.08729425078609329,0.0003580765151420806,3,0.3360196993121422,0.0003580765151420806,3,1.5420667547085074,0.0003580765151420806,2.5571358243205893,-1,-1.0150690696120819,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
