split,scenario_token,structural,expandable,fbic_reason,added_atoms,b16_final_action,b24_final_action,final_action_changed,b16_regret,b24_regret,b16_minus_b24_regret_gain,capacity_switch_effect,anchor16,incumbent16,icer_selected16,path16,anchor24,incumbent24,icer_selected24,path24,legacy_admissible16,legacy_admissible24,opportunity16,opportunity24,support_pos_opp16,support_pos_opp24,scalar_pos_opp16,scalar_pos_opp24,both_pos_opp16,both_pos_opp24,selected_positive16,selected_positive24,selected_teacher_improvement16,selected_teacher_improvement24,selected_support16,selected_support24,selected_scalar16,selected_scalar24,selected_dom16,selected_dom24,eligible_alt_count16,eligible_alt_count24,positive_alt_count16,positive_alt_count24,selected_decisive_atom_recall_16,selected_decisive_atom_recall_24,effective_selected_decisive_atom_recall_16,effective_selected_decisive_atom_recall_24,selected_interaction_decisive_atom_recall_16,selected_interaction_decisive_atom_recall_24,effective_selected_interaction_decisive_atom_recall_16,effective_selected_interaction_decisive_atom_recall_24,selected_soft_interaction_decisive_atom_recall_16,selected_soft_interaction_decisive_atom_recall_24,evidence_certificate_fraction_16,evidence_certificate_fraction_24,budget_vs_full_match_16,budget_vs_full_match_24,decisive_frontier_value_residual_rms_16,decisive_frontier_value_residual_rms_24
A,039dd54dcd5557b3,0,1,0,8.0,18,18,0,37425.08825854231,37425.08825854231,0.0,unchanged,8,18,18,keep_incumbent,8,18,18,keep_incumbent,1,1,1,1,0,0,0,0,0,0,0,0,nan,nan,0.2624991536140442,0.22107857465744019,-0.4476258456707001,-0.6212791204452515,-4.677737236022949,-4.616199970245361,0,0,3,3,0.3548387096774194,0.6129032258064516,0.6774193548387096,0.9354838709677419,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.14589498937129974,0.18108081817626953
A,04c2fddb1f7a57c7,0,1,0,8.0,28,28,0,0.22773487120866776,0.22773487120866776,0.0,unchanged,28,0,28,adm_inc_to_anchor,28,0,28,inadmissible_anchor_relative,1,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.5769230769230769,0.8461538461538461,0.7307692307692307,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.033417049795389175,0.14825332164764404
A,04ca8bb7a6ad5eec,0,1,0,8.0,19,19,0,14.80725734308362,14.80725734308362,0.0,unchanged,4,19,19,keep_incumbent,4,19,19,keep_incumbent,1,1,1,1,1,1,0,0,0,0,0,0,nan,nan,1.2555723190307617,1.2202167510986328,-0.2187444120645523,-0.43594563007354736,-4.331277847290039,-4.357276439666748,0,0,5,5,0.5833333333333334,0.75,0.8333333333333334,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.16213294863700867,0.19662293791770935
A,050a3b95b2e55ca0,0,0,6,0.0,9,9,0,0.0,0.0,0.0,unchanged,9,0,9,adm_inc_to_anchor,9,0,9,adm_inc_to_anchor,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.7142857142857143,0.7142857142857143,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.037324413657188416,0.037324413657188416
A,056ee1fd1fbf572b,0,1,0,8.0,9,5,1,30772.80177563429,57879.54623977095,-27106.74446413666,B24_harmful,9,2,9,inadmissible_anchor_relative,5,2,5,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.56,0.8,0.72,0.96,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.06910431385040283,0.08475413918495178
A,05d48a7776755786,0,1,0,2.0,9,9,0,35.88956880569458,35.88956880569458,0.0,unchanged,9,11,9,inadmissible_anchor_relative,9,11,9,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.75,0.9166666666666666,0.8333333333333334,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.1430819034576416,0.15025314688682556
A,0679bc77fb245924,0,1,0,4.0,9,9,0,0.0,0.0,0.0,unchanged,9,10,9,adm_inc_to_anchor,9,10,9,adm_inc_to_anchor,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.019452890381217003,0.021975109353661537
A,0884e66d43d85c79,0,1,0,8.0,2,2,0,40.51423102710396,40.51423102710396,0.0,unchanged,9,16,2,direct_alt,9,16,2,direct_alt,1,1,0,0,0,0,0,0,0,0,0,0,-0.002025711551355336,-0.002025711551355336,1.7378201484680176,2.8002052307128906,1.1013022661209106,1.039389729499817,1.0024285316467285,1.3387119770050049,5,7,0,0,0.5294117647058824,0.8823529411764706,0.6470588235294118,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.06426041573286057,0.08004641532897949
A,091fac519ac35262,0,0,6,0.0,3,3,0,1.1754997202660888,1.1754997202660888,0.0,unchanged,18,3,3,keep_incumbent,18,3,3,keep_incumbent,1,1,1,1,1,1,0,0,0,0,0,0,nan,nan,3.019550323486328,3.019550323486328,-0.20171339809894562,-0.20171339809894562,-5.6172895431518555,-5.6172895431518555,0,0,6,6,0.8571428571428571,0.8571428571428571,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.3704531192779541,0.3704531192779541
A,093db464854e5ea4,0,0,6,0.0,3,3,0,0.08103322586975992,0.08103322586975992,0.0,unchanged,26,0,3,direct_alt,26,0,3,direct_alt,1,1,1,1,1,1,1,1,1,1,1,1,9.57389197312297e-05,9.57389197312297e-05,1.9264801740646362,1.9264801740646362,0.08565977960824966,0.08565977960824966,0.06590057909488678,0.06590057909488678,1,1,2,2,0.9,0.9,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.177923321723938,0.177923321723938
A,099b9d8d1a46505e,0,1,0,8.0,19,19,0,19797.930424977094,19797.930424977094,0.0,unchanged,28,0,19,direct_alt,28,0,19,direct_alt,1,1,1,1,1,1,0,1,0,1,0,0,-0.9896266592871399,-0.9896266592871399,0.7049821615219116,1.0364658832550049,0.28696849942207336,0.6595125794410706,0.5003071427345276,0.9121556282043457,3,5,1,1,0.5,0.71875,0.71875,0.9375,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.07315986603498459,0.09022679179906845
A,09c703c6673e5138,0,1,0,8.0,28,28,0,0.4756886538816616,0.4756886538816616,0.0,unchanged,28,0,28,adm_inc_to_anchor,28,0,28,adm_inc_to_anchor,1,1,0,1,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,1,0.5,0.7916666666666666,0.7083333333333334,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.035242825746536255,0.04377351701259613
A,0a4f9ce807965c51,0,1,0,8.0,11,11,0,24689.84106424451,24689.84106424451,0.0,unchanged,11,5,11,inadmissible_anchor_relative,11,5,11,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.2,0.6,0.6,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.700539767742157,0.859349250793457
A,0a7c8302cd185892,0,1,0,8.0,0,0,0,4883.474448189139,4883.474448189139,0.0,unchanged,0,0,0,keep_incumbent,0,0,0,keep_incumbent,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.48484848484848486,0.7272727272727273,0.6363636363636364,0.8787878787878788,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.03251009061932564,0.03931095451116562
A,0b1a0f7355e05bed,0,1,0,8.0,0,0,0,0.0,0.0,0.0,unchanged,0,7,0,inadmissible_anchor_relative,0,12,0,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.4375,0.59375,0.75,0.90625,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.5527118444442749,0.6690969467163086
A,0b7e338eab455b51,0,1,0,8.0,20,20,0,3.1222245395183563,3.1222245395183563,0.0,unchanged,20,20,20,keep_incumbent,20,20,20,keep_incumbent,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.8888888888888888,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.03558604419231415,0.044235631823539734
A,0cb7a4701bb35dbc,0,1,0,8.0,6,12,1,101.34900765959173,6.137956746853888,95.21105091273785,B24_beneficial,6,30,6,inadmissible_anchor_relative,12,30,12,adm_inc_to_anchor,0,1,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.56,0.76,0.8,1.0,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,1.0,0.06610482931137085,0.11704063415527344
A,0d9838a5d7e35a43,0,0,6,0.0,22,22,0,15.567211151123047,15.567211151123047,0.0,unchanged,22,18,22,inadmissible_anchor_relative,22,18,22,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.8333333333333334,0.8333333333333334,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.1829134225845337,0.1829134225845337
A,0e1258c8a8c35c10,0,1,0,8.0,3,3,0,37.80693390965462,37.80693390965462,0.0,unchanged,7,2,3,direct_alt,7,2,3,direct_alt,1,1,1,1,1,1,0,0,0,0,0,0,-0.0009408982146531346,-0.0009408982146531346,0.8238391876220703,1.2201398611068726,0.33675113320350647,0.37046271562576294,0.12034589797258377,0.46743568778038025,1,1,2,2,0.5,0.6666666666666666,0.7916666666666666,0.9583333333333334,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.1217620000243187,0.14936254918575287
A,0f391c9fe8065e61,0,1,0,4.0,18,4,1,1.519133385270834,57.39935959037393,-55.8802262051031,B24_harmful,4,18,18,keep_incumbent,4,19,4,inadmissible_anchor_relative,1,0,1,0,1,0,0,0,0,0,0,0,nan,nan,1.0076767206192017,nan,-0.9333581328392029,nan,-4.524836540222168,nan,0,0,11,0,0.7,0.8,0.9,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.12337701767683029,0.12708164751529694
A,0f4908ca9b815dec,0,1,0,8.0,25,25,0,4.102420598268509,4.102420598268509,0.0,unchanged,30,25,25,keep_incumbent,30,25,25,keep_incumbent,1,1,1,1,1,1,0,0,0,0,0,0,nan,nan,1.4649838209152222,1.4512230157852173,-0.2884010672569275,-0.5161869525909424,-4.8064117431640625,-4.779778480529785,0,0,4,4,0.5384615384615384,0.7307692307692307,0.8076923076923077,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.15395845472812653,0.18526072800159454
A,0ff5f334e95159d2,0,1,0,8.0,5,2,1,1.6318554404715542,761.3295499477535,-759.697694507282,B24_harmful,2,5,5,keep_incumbent,2,5,2,adm_inc_to_anchor,1,1,1,1,0,0,0,0,0,0,0,0,nan,nan,0.036317214369773865,nan,-0.1709391325712204,nan,-5.542980194091797,nan,3,2,1,1,0.6190476190476191,0.9047619047619048,0.7142857142857143,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,0.22763220965862274,0.27923229336738586
A,1160fad915c85532,0,1,0,8.0,1,1,0,2.3453894057311118,2.3453894057311118,0.0,unchanged,1,7,1,adm_inc_to_anchor,1,7,1,adm_inc_to_anchor,1,1,1,1,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1,1,0.7058823529411765,0.9411764705882353,0.7647058823529411,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.039323750883340836,0.049808669835329056
A,121f65725757584b,0,1,0,8.0,29,29,0,1.080439970290172,1.080439970290172,0.0,unchanged,29,0,29,inadmissible_anchor_relative,29,0,29,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.4166666666666667,0.6666666666666666,0.75,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.14070114493370056,0.17187359929084778
A,125f5664c0a3532c,0,1,0,8.0,27,4,1,57.49474962055683,279.7388862259686,-222.24413660541177,B24_harmful,10,4,27,direct_alt,10,4,4,keep_incumbent,1,1,1,1,1,1,1,1,1,1,1,0,0.01111220683027059,nan,0.13241702318191528,0.8866231441497803,1.0058555603027344,-1.5685997009277344,0.5531971454620361,-6.218559265136719,4,1,5,5,0.4,0.65,0.7,0.95,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.11892300844192505,0.1481432467699051
A,12dfd626bb6b56ed,0,1,0,8.0,0,0,0,73886.57424917072,73886.57424917072,0.0,unchanged,0,8,0,inadmissible_anchor_relative,0,8,0,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.3870967741935484,0.5483870967741935,0.7096774193548387,0.8709677419354839,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.7875570058822632,0.9903842806816101
A,1324c83fe0355f9a,0,0,6,0.0,1,1,0,96.33899815380573,96.33899815380573,0.0,unchanged,9,0,1,direct_alt,9,0,1,direct_alt,1,1,0,0,0,0,0,0,0,0,0,0,1.2464346150130035,1.2464346150130035,0.36229804158210754,0.36229804158210754,-0.37701281905174255,-0.37701281905174255,0.034865397959947586,0.034865397959947586,0,0,0,0,0.5714285714285714,0.5714285714285714,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.17887566983699799,0.17887566983699799
A,134720e1ec725775,0,1,0,8.0,17,3,1,0.16598488111048937,12.460469973273575,-12.294485092163086,B24_harmful,9,17,17,keep_incumbent,9,17,3,direct_alt,1,1,1,1,1,1,0,0,0,0,0,0,nan,-0.0006147242546081545,1.6969956159591675,0.8166922330856323,-0.919022798538208,-0.3615837097167969,-5.088781833648682,0.19574762880802155,0,0,1,1,0.5217391304347826,0.782608695652174,0.7391304347826086,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.0780111625790596,0.09534940123558044
A,1372b93bd9e159d5,0,1,0,8.0,0,0,0,4843.820449938765,4843.820449938765,0.0,unchanged,7,0,0,keep_incumbent,7,0,0,keep_incumbent,1,1,1,1,0,0,0,0,0,0,0,0,nan,nan,0.6115512847900391,0.6858466863632202,-1.679844856262207,-2.611290454864502,-6.293641090393066,-6.9720025062561035,0,0,3,3,0.5333333333333333,0.8,0.7333333333333333,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.19461384415626526,0.23862969875335693
A,13c032b61f8e5ce2,0,1,0,8.0,18,18,0,125793.11828231812,125793.11828231812,0.0,unchanged,18,3,18,inadmissible_anchor_relative,18,3,18,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.45454545454545453,0.7272727272727273,0.7272727272727273,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.7785914540290833,0.976869523525238
A,13f1aaab3e7f5615,0,1,0,8.0,20,20,0,51516.88411987573,51516.88411987573,0.0,unchanged,20,7,20,adm_inc_to_anchor,20,7,20,adm_inc_to_anchor,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.23076923076923078,0.5384615384615384,0.6153846153846154,0.9230769230769231,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.026024648919701576,0.031929757446050644
A,1450d1fc2fed5afc,1,1,1,0.0,1,1,0,123261.88959877193,123261.88959877193,0.0,unchanged,1,6,6,structural,1,6,6,structural,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.8571428571428571,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.2657712996006012,0.2657712996006012
A,149782811d085a90,0,0,6,0.0,22,22,0,19.966231122612953,19.966231122612953,0.0,unchanged,22,1,22,inadmissible_anchor_relative,22,1,22,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.8333333333333334,0.8333333333333334,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.41648831963539124,0.41648831963539124
A,14f859087c6a521e,0,1,0,8.0,17,17,0,0.0,0.0,0.0,unchanged,17,0,17,inadmissible_anchor_relative,17,0,17,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.5217391304347826,0.8260869565217391,0.6956521739130435,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.16916346549987793,0.20747128129005432
A,154d14973be254ba,0,1,0,8.0,18,18,0,15004.832780390978,15004.832780390978,0.0,unchanged,18,17,18,inadmissible_anchor_relative,18,17,18,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.8888888888888888,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.1054874137043953,0.033111948519945145
A,1649ffea189d5a61,0,1,0,8.0,24,24,0,60.01562341675162,60.01562341675162,0.0,unchanged,24,20,24,inadmissible_anchor_relative,24,20,24,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.5333333333333333,1.0,0.5333333333333333,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.528232991695404,0.6624029874801636
A,16e0edb829ce5614,0,0,6,0.0,4,4,0,-20012.070818394423,-20012.070818394423,0.0,unchanged,12,4,4,keep_incumbent,12,4,4,keep_incumbent,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,2.774336338043213,2.774336338043213,-2.6195828914642334,-2.6195828914642334,-9.431408882141113,-9.431408882141113,0,0,0,0,0.4444444444444444,0.4444444444444444,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.5156228542327881,0.5156228542327881
A,16e6577482ed54a3,0,1,0,8.0,3,3,0,9.081403274089098,9.081403274089098,0.0,unchanged,3,3,3,keep_incumbent,3,3,3,keep_incumbent,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.5909090909090909,0.8181818181818182,0.7727272727272727,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.19631116092205048,0.2396298199892044
A,170f8feb6b8652eb,0,1,0,8.0,18,28,1,18586.562473346712,73979.38125480991,-55392.8187814632,B24_harmful,25,22,18,direct_alt,25,7,28,direct_alt,1,1,1,1,1,1,1,1,1,1,0,0,-0.9287681150439777,-2.7696183273673753,0.46057143807411194,0.33091872930526733,1.3847875595092773,-0.898006796836853,1.304260492324829,0.1287277787923813,8,2,3,8,0.5,0.8076923076923077,0.6538461538461539,0.9615384615384616,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.092140331864357,0.11665871739387512
A,172146eb10345424,0,0,6,0.0,1,1,0,7.5539844781160355,7.5539844781160355,0.0,unchanged,17,1,1,keep_incumbent,17,1,1,keep_incumbent,1,1,1,1,1,1,0,0,0,0,0,0,nan,nan,0.7990506887435913,0.7990506887435913,-0.17934827506542206,-0.17934827506542206,-3.5445473194122314,-3.5445473194122314,0,0,4,4,0.8,0.8,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.09002824127674103,0.09002824127674103
A,17df20fa731c570c,0,0,6,0.0,9,9,0,113.78117752075195,113.78117752075195,0.0,unchanged,9,29,9,inadmissible_anchor_relative,9,29,9,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.8333333333333334,0.8333333333333334,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.15619762241840363,0.15619762241840363
A,17e7bb98546058df,0,1,0,8.0,5,5,0,68605.1838324964,68605.1838324964,0.0,unchanged,5,9,5,inadmissible_anchor_relative,5,9,5,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.631578947368421,0.6842105263157895,0.9473684210526315,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.5476346015930176,0.6715399026870728
A,17f89a161ca65447,0,0,6,0.0,9,9,0,0.0,0.0,0.0,unchanged,9,0,9,adm_inc_to_anchor,9,0,9,adm_inc_to_anchor,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.6666666666666666,0.6666666666666666,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.04321519285440445,0.04321519285440445
