scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,rsm_selected_action,rsm_selected_score,rsm_selected_teacher_improvement,basepoint_selected_action,basepoint_reservation,basepoint_adjusted_margin,basepoint_selected_teacher_improvement,geometry_selected_action,geometry_reservation,geometry_adjusted_margin,geometry_selected_teacher_improvement,rsm_proposal_exists,rsm_positive,rsm_catastrophic,rsm_noop_false,basepoint_accepts_rsmr,sgrr_accepts_rsmr,sgrr_removed_rsmr,rsm_outcome_class
b95dc2615771588d,0,1,14,1,23,0.232985093688386,1.9696841584348583,-1,0.2486868643651886,-0.0157017706768026,,-1,0.3891056969800133,-0.1561206032916273,,1,1,0,0,0,0,1,positive
c3fd16e5694a5353,0,1,10,1,9,0.02646719507444,0.0044793055554852,-1,0.3600681974193495,-0.3336010023449094,,-1,0.095270985544811,-0.0688037904703709,,1,1,0,0,0,0,1,positive
c8c5d04b848e504c,0,1,16,1,3,0.1659734801915494,0.000295684360573,-1,0.2347423264424326,-0.0687688462508832,,3,0.144474722535527,0.0214987576560224,0.000295684360573,1,1,0,0,0,1,0,positive
c944de45a71e5a38,0,1,14,0,-1,,,-1,0.0,,,-1,0.0,,,0,0,0,0,0,0,0,abstain
f7cbec94d1ff5621,0,1,3,0,-1,,,-1,0.0,,,-1,0.0,,,0,0,0,0,0,0,0,abstain
03dac455f9ec5792,0,1,18,1,23,0.2460258016774534,-0.0001943112442734,-1,0.3333244726803331,-0.0872986710028797,,23,0.2256971829251745,0.0203286187522789,-0.0001943112442734,1,0,0,0,0,1,0,harmful_opportunity
0966d80519ed5508,0,1,11,1,-1,,,-1,0.0,,,-1,0.0,,,0,0,0,0,0,0,0,abstain
222f2b699516591c,0,1,14,1,-1,,,-1,0.0,,,-1,0.0,,,0,0,0,0,0,0,0,abstain
343925e5442554f5,0,1,4,1,9,0.5838481226295662,-0.0001190353877842,-1,1.0458613853138448,-0.4620132626842785,,-1,0.933191341699075,-0.3493432190695088,,1,0,0,0,0,0,1,harmful_opportunity
650894e30d725ba8,0,1,14,0,-1,,,-1,0.0,,,-1,0.0,,,0,0,0,0,0,0,0,abstain
70a67a5dedae584b,0,1,23,1,22,0.1821758017089497,0.0002050307922065,-1,0.2087434645035205,-0.0265676627945708,,22,0.1342658036406753,0.0479099980682744,0.0002050307922065,1,1,0,0,0,1,0,positive
80c337fb67145ff6,0,1,29,1,20,0.1677480115548473,0.0002089060913768,-1,0.2484893169727864,-0.0807413054179391,,-1,0.3836651420967097,-0.2159171305418624,,1,1,0,0,0,0,1,positive
84ed4f2cc4f057ce,0,1,14,1,25,0.172805776623204,1.8950668792427905e-05,-1,0.3778006764354514,-0.2049948998122473,,-1,0.2791103186383293,-0.1063045420151253,,1,1,0,0,0,0,1,positive
8bdafd4a1d7c50eb,0,1,21,1,3,0.075166753519983,0.0008188129012006,-1,0.3504850016445304,-0.2753182481245474,,-1,0.1459118951267089,-0.0707451416067259,,1,1,0,0,0,0,1,positive
9cb860301c105ca7,0,1,9,1,20,0.5255746113163778,-3.7070147320572566e-05,-1,0.8372702096302326,-0.3116955983138547,,-1,0.8694978523094709,-0.343923240993093,,1,0,0,0,0,0,1,harmful_opportunity
a1ceb182eb7250a1,0,1,16,1,9,0.2760796406411903,0.0007709787252359,-1,0.2790934168873308,-0.0030137762461405,,9,0.113076368910397,0.1630032717307932,0.0007709787252359,1,1,0,0,0,1,0,positive
b704090abc8d5afe,0,1,30,1,18,0.1553406690888887,0.0007353571400976,18,0.0074528720757567,0.147887797013132,0.0007353571400976,-1,0.2582002234276382,-0.1028595543387494,,1,1,0,0,1,0,1,positive
fd35b4e54a465e54,0,1,1,0,7,0.1122411017486341,-2.0207331793509424,-1,0.3922598561835417,-0.2800187544349075,,-1,0.1882397404101851,-0.0759986386615509,,1,0,1,1,0,0,1,catastrophe
fe98c3c19baf5ea3,0,1,2,1,4,0.6410420944109576,2.128624531634088,4,0.5177962348738763,0.1232458595370813,2.128624531634088,4,0.1246691785581296,0.516372915852828,2.128624531634088,1,1,0,0,1,1,0,positive
05ba4ac2db9c50d2,0,1,11,1,25,0.1727854607064307,-0.98944860655242,-1,0.373018638801637,-0.2002331780952062,,-1,0.315485709610664,-0.1427002489042332,,1,0,1,0,0,0,1,catastrophe
0d399eab6caf5d71,0,1,1,0,-1,,,-1,0.0,,,-1,0.0,,,0,0,0,0,0,0,0,abstain
154c14f381535c43,0,1,1,1,24,0.2305967211942673,7.987478524418279e-05,-1,0.3221452986484078,-0.0915485774541404,,24,0.1922404628689387,0.0383562583253286,7.987478524418279e-05,1,1,0,0,0,1,0,positive
20cd0f5250875606,0,1,5,0,9,0.1943934711475888,-0.0003515167922247,-1,0.3456658687653589,-0.1512723976177701,,9,0.0864223334666984,0.1079711376808903,-0.0003515167922247,1,0,0,1,0,1,0,harmful_no_opportunity
30a3163cf0805a69,0,1,4,0,1,0.2587818534600188,-1.2324926170708386,-1,0.3694772817000556,-0.1106954282400368,,-1,0.5098197509199007,-0.2510378974598819,,1,0,1,1,0,0,1,catastrophe
3da38924ebd45f50,0,1,10,1,1,0.2897989109508466,1.728687759304978,-1,0.3482167241356531,-0.0584178131848065,,1,0.1174243219096082,0.1723745890412383,1.728687759304978,1,1,0,0,0,1,0,positive
48fd1a7abb7c59a6,0,1,19,1,23,0.2661473623851567,-0.0003539639446881,-1,0.2763686870044701,-0.0102213246193133,,-1,0.4017447066150435,-0.1355973442298867,,1,0,0,0,0,0,1,harmful_opportunity
501128405d13533f,0,1,10,1,-1,,,-1,0.0,,,-1,0.0,,,0,0,0,0,0,0,0,abstain
594c56337e94571b,0,1,14,0,-1,,,-1,0.0,,,-1,0.0,,,0,0,0,0,0,0,0,abstain
5c92fa52c5165a1e,0,1,19,1,10,0.1913259511332679,-7.041046395883654e-05,-1,0.337468232971266,-0.146142281837998,,-1,0.2926907974028017,-0.1013648462695338,,1,0,0,0,0,0,1,harmful_opportunity
83d128720881565a,0,1,17,0,3,0.0524354888181263,-0.0005778864786027,-1,0.1864940263532418,-0.1340585375351154,,-1,0.1449060362815634,-0.0924705474634371,,1,0,0,1,0,0,1,harmful_no_opportunity
95a810911ba359ec,0,1,11,0,18,0.3655633981867628,-1.2317849212438547,-1,0.9467376330648438,-0.5811742348780811,,-1,0.6591741295814851,-0.2936107313947223,,1,0,1,1,0,0,1,catastrophe
9d1adc78bda259ce,0,1,10,1,-1,,,-1,0.0,,,-1,0.0,,,0,0,0,0,0,0,0,abstain
a3b5d1855e7e5d96,0,1,12,1,5,0.8865874639511729,0.1193620606041702,5,0.7304492225377619,0.156138241413411,0.1193620606041702,-1,1.1912134845996467,-0.3046260206484737,,1,1,0,0,1,0,1,positive
bbc08519add25675,0,1,3,1,9,0.34343464965122,2.284032596921548,-1,0.3945984888249965,-0.0511638391737764,,-1,0.5171663814869368,-0.1737317318357167,,1,1,0,0,0,0,1,positive
bf75c93832c7569d,0,1,9,1,-1,,,-1,0.0,,,-1,0.0,,,0,0,0,0,0,0,0,abstain
d5b4a2295da55f8c,0,1,5,0,7,2.0232822920408102,-1.2230283835736102,7,1.0218833061451873,1.001398985895623,-1.2230283835736102,-1,2.6833586339442745,-0.6600763419034643,,1,0,1,1,1,0,1,catastrophe
dec7d1a6632a516c,0,1,9,1,1,0.2095299925044658,0.0097562610348436,-1,0.3636866941615695,-0.1541567016571037,,-1,0.3133305958629348,-0.1038006033584689,,1,1,0,0,0,0,1,positive
e14c53a47ffc5fe0,0,1,21,1,24,0.2705662984108091,-0.0002950868985615,-1,0.3042469135132899,-0.0336806151024807,,-1,0.3522236963147186,-0.0816573979039094,,1,0,0,0,0,0,1,harmful_opportunity
0624fd97bb1d5859,0,1,23,1,22,0.307087604126155,0.0001875565206632,-1,0.3241744410196703,-0.0170868368935153,,-1,0.4637941418917095,-0.1567065377655545,,1,1,0,0,0,0,1,positive
1289017760ab5cda,0,1,22,1,23,0.1695696067585175,-0.0001021183120086,-1,0.3169643186698842,-0.1473947119113667,,-1,0.2918773736956051,-0.1223077669370876,,1,0,0,0,0,0,1,harmful_opportunity
15210c5280b851a8,0,1,18,1,24,0.0783254314371099,1.220051444119215,-1,0.2350121618534469,-0.156686730416337,,-1,0.2713045548442248,-0.1929791234071148,,1,1,0,0,0,0,1,positive
327472f9f4b755a7,0,1,12,1,-1,,,-1,0.0,,,-1,0.0,,,0,0,0,0,0,0,0,abstain
35c70713d92251fc,0,1,12,1,17,0.1413127678783992,0.0,-1,0.2218255441871746,-0.0805127763087754,,17,0.0954062059732999,0.0459065619050992,0.0,1,0,0,0,0,1,0,harmful_opportunity
3a4fd1d48a995545,0,1,12,1,19,0.3629425684112401,0.0142617651462133,-1,0.5887558873099337,-0.2258133188986935,,-1,0.5742329764605776,-0.2112904080493374,,1,1,0,0,0,0,1,positive
3c9d60b02bfb51c0,0,1,17,0,9,0.2019859033669045,-0.0004975407660006,-1,0.2227010172228448,-0.0207151138559402,,9,0.1597507005438414,0.0422352028230631,-0.0004975407660006,1,0,0,1,0,1,0,harmful_no_opportunity
4750b9c4cfbd5d3f,0,1,2,0,-1,,,-1,0.0,,,-1,0.0,,,0,0,0,0,0,0,0,abstain
