scenario_token,outer_test_fold,operator_execution_contrast_linf,physical_equal,closed_loop_effect_support,closed_loop_beneficial,closed_loop_hard_harm,closed_loop_score_delta,drivable_delta,collision_delta,ttc_delta
102e8bfe5f555974,4,1.4959354400634766,0,1,1,0,0.0007619330308610284,0.0,0.0,0.0
103c7d249ab154af,4,0.0,1,0,0,0,0.0,0.0,0.0,0.0
10e0d0cf52855491,3,0.0,1,0,0,0,0.0,0.0,0.0,0.0
1139bbb1cfe35d48,1,0.0,1,0,0,0,0.0,0.0,0.0,0.0
117049ed19db55a2,1,3.914767265319824,0,1,0,0,-0.0014338987806398196,0.0,0.0,0.0
122436b1207258bf,2,53.87513542175293,0,1,1,0,0.012166291778996197,0.0,0.0,0.0
1289017760ab5cda,0,19.441085815429688,0,0,0,0,0.0,0.0,0.0,0.0
13adf1483845581c,0,2.063690185546875,0,0,0,0,0.0,0.0,0.0,0.0
1470dbcb0c415442,0,15.199134826660156,0,1,0,0,-0.01933422349750924,0.0,0.0,0.0
147b934bc401590e,3,7.1732635498046875,0,1,1,0,0.008719113186936411,0.0,0.0,0.0
15210c5280b851a8,0,27.852394104003906,0,1,0,0,-0.03525458051767549,0.0,0.0,0.0
154c14f381535c43,0,27.348983764648438,0,1,1,0,0.12756981133100698,0.0,0.0,0.0
180f81d1ca5c5ee3,1,9.655937194824219,0,1,1,0,0.0045423689986680005,0.0,0.0,0.0
181f26554b4b5e75,0,13.625080108642578,0,1,0,0,-0.003934691910139065,0.0,0.0,0.0
183eebcd18325090,1,3.445720672607422,0,1,0,0,-0.15241189647228404,0.0,0.0,0.0
188773ba51c15df2,3,0.35326576232910156,0,1,0,0,-0.0004096780282546453,0.0,0.0,0.0
1907423ff64a51eb,1,4.184410095214844,0,1,0,0,-0.02415140468043986,0.0,0.0,0.0
190db336fe0e515f,1,19.989337921142578,0,1,0,0,-0.010388137697408317,0.0,0.0,0.0
19b32f02944d51ad,1,2.38848876953125,0,0,0,0,0.0,0.0,0.0,0.0
1a20ae9ff1e05d25,3,1.6792449951171875,0,0,0,0,0.0,0.0,0.0,0.0
1a775b7a88eb5558,3,200.24708330631256,0,1,1,0,0.004707641524984152,0.0,0.0,0.0
1a9e0797610e5da4,1,14.458675384521484,0,1,0,0,-0.00040293194071339133,0.0,0.0,0.0
1b2ded48330b5b03,2,13.191295623779297,0,0,0,0,0.0,0.0,0.0,0.0
1bd0f4142cdc52f5,3,5.720905780792236,0,0,0,0,0.0,0.0,0.0,0.0
1bd8ca835d485cd8,1,7.642156600952148,0,1,0,0,-0.008722965118065584,0.0,0.0,0.0
1bf5b342d1b052c3,1,3.964447021484375,0,0,0,0,0.0,0.0,0.0,0.0
1c3f933be722564d,2,3.768035888671875,0,0,0,0,0.0,0.0,0.0,0.0
1c8a733cea4d5aed,4,2.0820274353027344,0,1,0,0,-0.0006747009124455916,0.0,0.0,0.0
1da0d8dce4485189,1,5.342988967895508,0,0,0,0,0.0,0.0,0.0,0.0
1de30d88d7e15d70,1,0.28890925645828247,0,1,1,0,5.120296042848693e-05,0.0,0.0,0.0
1f19613acc175257,3,34.78110122680664,0,1,1,0,0.12755001540470057,0.0,0.0,0.0
1f8c9456286d59fb,0,15.388851165771484,0,1,1,0,0.8050425080178412,0.0,1.0,1.0
1fad9f3e334d5e4e,3,7.317340850830078,0,1,0,0,-0.009971612772967431,0.0,0.0,0.0
2067e26ac57b5302,4,1.234161376953125,0,1,1,0,0.00028408932691847966,0.0,0.0,0.0
208da297c61b5a6b,0,13.88528060913086,0,1,1,0,0.006992376822129165,0.0,0.0,0.0
20cd0f5250875606,0,15.275764465332031,0,1,0,0,-0.0018937327703457685,0.0,0.0,0.0
2154d495b9b657a5,1,7.943342685699463,0,1,0,1,-0.9856749343852509,-1.0,0.0,0.0
21870d2397795423,3,36.010005950927734,0,1,0,1,0.0,-1.0,0.0,0.0
2322ed0c8d8e5d5f,2,1.6594009399414062,0,1,0,0,0.0,1.0,0.0,0.0
247baf6242815059,0,24.484718322753906,0,1,0,0,-0.008736559046575776,0.0,0.0,0.0
24f940b7a94f5ed7,0,0.0,1,0,0,0,0.0,0.0,0.0,0.0
254e4f21f68554f1,4,14.569366455078125,0,1,0,0,-0.0022342943968015616,0.0,0.0,0.0
257140a662885e1d,0,110.4878180027008,0,1,0,0,-0.0023459539077087532,0.0,0.0,0.0
258a909f4194587f,3,25.53071403503418,0,0,0,0,0.0,0.0,0.0,0.0
25c67c9a53ef53ce,4,29.59685516357422,0,0,0,0,0.0,0.0,0.0,0.0
2709051d421d536a,2,2.5901994705200195,0,1,0,0,-0.0002255578362787558,0.0,0.0,0.0
273d4e72b01d53cf,0,2.136503219604492,0,0,0,0,0.0,0.0,0.0,0.0
275e9cfb52fd59de,0,28.211414337158203,0,0,0,0,0.0,0.0,0.0,0.0
2777ce9cfe665ad6,3,17.988725662231445,0,1,1,0,0.1414966152156455,0.0,0.0,0.0
2796d5f962875a20,3,17.943687438964844,0,1,1,0,0.01157014376551091,0.0,0.0,0.0
27d3a84b2d335113,2,7.814706802368164,0,0,0,0,0.0,0.0,0.0,0.0
28a9f1a2abfe555c,3,15.075450897216797,0,1,0,0,-0.002099111063362802,0.0,0.0,0.0
291db523bb115ccf,1,12.926250457763672,0,1,0,0,-0.006733820924936795,0.0,0.0,0.0
2a89f35c7f5e55de,4,10.343911170959473,0,1,0,0,-0.01622281939422643,0.0,0.0,0.0
2ababb1ca1ba5637,1,5.753765106201172,0,0,0,0,0.0,0.0,0.0,0.0
2b32a9f406845f75,4,12.532371520996094,0,0,0,0,0.0,0.0,0.0,0.0
2bdb803d07605094,4,65.20392417907715,0,1,0,1,-0.44128458155558636,0.0,-1.0,-1.0
2c9450a5449e52fa,4,11.278177261352539,0,0,0,0,0.0,0.0,0.0,0.0
2cfe30b626795e99,2,61.88522434234619,0,1,0,1,0.0,-1.0,0.0,0.0
2d691673d2a75468,1,15.292778015136719,0,0,0,0,0.0,0.0,0.0,0.0
2d79aaf4c8d6582e,3,6.959766387939453,0,0,0,0,0.0,0.0,0.0,0.0
2d8cf993fd4159e2,2,7.488456726074219,0,1,1,0,0.1257897274277866,0.0,0.0,0.0
2e91c253ccb958d1,3,1.6171810626983643,0,1,0,1,-0.4236711117491656,-1.0,-1.0,-1.0
2f2543566c675f13,2,10.930641174316406,0,1,0,0,-0.0031477336328582517,0.0,0.0,0.0
2ffe7083e279569c,0,12.145387649536133,0,1,0,0,-0.0058681013568901985,0.0,0.0,0.0
30a3163cf0805a69,0,4.818336486816406,0,0,0,0,0.0,0.0,0.0,0.0
30c657863dc05485,4,8.643844604492188,0,0,0,0,0.0,0.0,0.0,0.0
3152efff212c51ff,1,36.34128761291504,0,0,0,0,0.0,0.0,0.0,0.0
31d6d7b013a75d29,0,14.574272155761719,0,1,1,0,0.0027996399914858028,0.0,0.0,0.0
31e5a1e6febd5acb,1,9.106346130371094,0,0,0,0,0.0,0.0,0.0,0.0
326079b8c9395f39,2,18.573944091796875,0,1,0,0,-0.0006393350476036064,0.0,0.0,0.0
327d5cdfdd695e7e,1,0.0,1,0,0,0,0.0,0.0,0.0,0.0
32b190836fd35675,4,10.726457595825195,0,1,0,0,-0.005505182094683092,0.0,0.0,0.0
330fd7f2e3aa5f55,4,2.0812950134277344,0,1,0,0,-0.00722786184559554,0.0,0.0,0.0
343925e5442554f5,0,3.3474960327148438,0,1,0,0,-0.00014003594374267792,0.0,0.0,0.0
351a31864bda5923,1,15.398021697998047,0,1,0,0,-0.04916441054172671,0.0,0.0,0.0
359105de514f5258,2,14.536426544189453,0,1,1,0,0.0046069115994501475,0.0,0.0,0.0
35c70713d92251fc,0,2.018817901611328,0,1,1,0,0.005176637028493358,0.0,0.0,0.0
366e33370f605634,0,7.0052490234375,0,1,1,0,0.011234736641786203,0.0,0.0,0.0
36857cb219845df9,0,53.79288101196289,0,0,0,0,0.0,0.0,0.0,0.0
37c65539bccb5da7,2,4.096333742141724,0,1,1,0,0.020402050213304435,0.0,0.0,0.0
39346eef49ad52a6,1,10.389278411865234,0,0,0,0,0.0,0.0,0.0,0.0
399cc87ac7c55646,3,31.354434967041016,0,1,1,0,0.0061271098048377715,0.0,0.0,0.0
39dca464ed145043,0,0.0,1,0,0,0,0.0,0.0,0.0,0.0
3a223e65af13545c,0,4.35649299621582,0,0,0,0,0.0,0.0,0.0,0.0
3a46193d097552cd,4,14.754940032958984,0,1,0,0,-0.015700806400102296,0.0,0.0,0.0
3a4fd1d48a995545,0,46.626146376132965,0,1,1,0,0.9681206366874711,1.0,0.0,0.0
3acad4250aca5326,3,14.348419189453125,0,1,0,1,-0.8705759844973832,-1.0,0.0,0.0
3c9d60b02bfb51c0,0,15.579822540283203,0,1,0,0,-0.0022805534237326786,0.0,0.0,0.0
3d56147a52d550b3,4,4.826019287109375,0,1,1,0,0.0011233908504078016,0.0,0.0,0.0
3d78c0894c67503b,4,24.146345138549805,0,1,0,0,-0.031017673946309277,0.0,0.0,0.0
3da38924ebd45f50,0,11.953659057617188,0,0,0,0,0.0,0.0,0.0,0.0
3e07748ebae855b8,2,3.15753173828125,0,1,0,0,-0.02389671172209873,0.0,0.0,0.0
3e1f06aa9ff354c9,0,7.082225799560547,0,1,0,0,-0.15182210467391366,0.0,0.0,0.0
3e3a2d672dfb5b51,0,5.407020568847656,0,0,0,0,0.0,0.0,0.0,0.0
3e940b9ccdf456b7,0,0.0,1,0,0,0,0.0,0.0,0.0,0.0
3effd9932b505526,3,13.968639373779297,0,1,0,0,-0.002396237608209395,0.0,0.0,0.0
3f0c33142293536e,1,2.0644493103027344,0,1,0,0,-0.00017158394798488796,0.0,0.0,0.0
3f51b8b92c3b52cf,3,24.634319305419922,0,1,0,0,-0.0006574130307381854,0.0,0.0,0.0
3f68aa4cebd65ce8,3,25.89384937286377,0,1,0,0,-0.0017802395437718221,0.0,0.0,0.0
3fabf2e29e5f5fc4,0,55.85947227478027,0,1,1,0,0.02456161299885906,0.0,0.0,0.0
4082f94c512b5d1f,0,25.43718147277832,0,1,0,0,-0.005247653558677623,0.0,0.0,0.0
40d5b1af93cf50e4,0,0.0,1,0,0,0,0.0,0.0,0.0,0.0
40e3009527ee5be5,3,6.422985076904297,0,1,1,0,0.0027017513092485457,0.0,0.0,0.0
4132da23bf54566f,4,0.0,1,0,0,0,0.0,0.0,0.0,0.0
418e74ddfb5f5ca0,3,0.0,1,0,0,0,0.0,0.0,0.0,0.0
41fdae5fd40d5324,3,54.72382926940918,0,1,1,0,0.001684176468983778,0.0,0.0,0.0
421dd5398e885a27,0,14.361166000366211,0,1,0,0,-0.00045789323750389244,0.0,0.0,0.0
42e1302d4d595015,1,7.205314636230469,0,0,0,0,0.0,0.0,0.0,0.0
431f7c6b100d5249,4,2.368711471557617,0,0,0,0,0.0,0.0,0.0,0.0
440a7c7dd1395be4,2,10.74368667602539,0,1,1,0,0.8792007747530215,1.0,0.0,0.0
45389fbdea6657a0,0,10.919157028198242,0,1,1,0,0.007225046338256935,0.0,0.0,0.0
460cfd36104e5450,2,5.2369384765625,0,1,1,0,0.001092318116868496,0.0,0.0,0.0
46bf28b955d051b1,0,5.926765441894531,0,1,0,0,-0.001401343595118676,0.0,0.0,0.0
46f5fac22c0b5cb0,0,2.7856616973876953,0,0,0,0,0.0,0.0,0.0,0.0
47cdc9127a1e55a7,4,15.205989837646484,0,1,0,0,-0.0010808684559995285,0.0,0.0,0.0
48fc14e048fb5fe2,1,103.09166884422302,0,0,0,0,0.0,0.0,0.0,0.0
48fd1a7abb7c59a6,0,0.6302947998046875,0,1,1,0,0.0003641945943524405,0.0,0.0,0.0
4a42412827f55dc1,2,6.621404647827148,0,1,0,0,-0.0027786368491260482,0.0,0.0,0.0
4a475083531f544e,1,41.17394256591797,0,1,0,0,-0.12360385477166802,0.0,0.0,0.0
4a90f1c8ef895e13,3,19.217914581298828,0,1,0,0,-0.009384625938088531,0.0,0.0,0.0
4ac48ad526735073,4,13.867679595947266,0,0,0,0,0.0,0.0,0.0,0.0
4b30de14589f513c,0,10.258094787597656,0,1,0,0,-0.002985620087428864,0.0,0.0,0.0
4d104d17dc625c04,4,69.27385330200195,0,1,1,0,0.001016615457754666,0.0,0.0,0.0
4d6b64ad777d51e8,3,15.355461120605469,0,1,0,0,-0.020967758522747126,0.0,0.0,0.0
4db8527b43a95f0d,3,17.378582000732422,0,1,0,0,-0.006175573117407351,0.0,0.0,0.0
4f1e4809df7255cd,3,15.567607879638672,0,1,0,0,-0.011349608194992089,0.0,0.0,0.0
4f48d8ce00c3509c,3,6.520298004150391,0,1,0,0,-0.012114877808184876,0.0,0.0,0.0
4f547ba1d6e953b1,3,0.0,1,0,0,0,0.0,0.0,0.0,0.0
4f74e2eb505a5fd0,0,5.715278625488281,0,0,0,0,0.0,0.0,0.0,0.0
4fc4718214135eee,4,14.592426300048828,0,1,1,0,0.4650582690651914,0.0,1.0,0.0
506ddb4d458f5a70,0,14.904491424560547,0,1,1,0,0.0020967358591872376,0.0,0.0,0.0
518c0014d1a45ca8,0,17.328304290771484,0,1,0,1,-0.8174848444753006,0.0,-1.0,-1.0
5214a5118acc5d75,4,5.859842300415039,0,0,0,0,0.0,0.0,0.0,0.0
524cadd627f25d7f,0,5.083217620849609,0,0,0,0,0.0,0.0,0.0,0.0
53620555ea3a5d3c,0,1.0800532102584839,0,1,1,0,0.004583688523897456,0.0,0.0,0.0
538923756bab555f,3,0.0,1,0,0,0,0.0,0.0,0.0,0.0
538f3eb865185615,3,164.6159735918045,0,1,1,0,0.01168031305340822,0.0,0.0,0.0
54059bb6b643525f,3,27.125385284423828,0,1,1,0,0.012804862415519369,0.0,0.0,0.0
5465043a8ae85d79,4,13.626419067382812,0,1,0,0,-0.015828096520726476,0.0,0.0,0.0
549a8da7bb0b5e8a,2,0.0,1,0,0,0,0.0,0.0,0.0,0.0
54dbabed00525444,0,0.6360073685646057,0,1,0,0,-0.007346228359580431,0.0,0.0,0.0
5583fb05984f5685,2,6.905727386474609,0,1,1,0,0.8314901730869448,1.0,0.0,0.0
5693aed0af7e548c,4,5.635442733764648,0,0,0,0,0.0,0.0,0.0,0.0
56e384e4189f536f,3,93.7242431640625,0,1,1,0,0.48419403754332335,0.0,0.0,0.0
5787abf0e35d54cf,1,14.865676879882812,0,1,0,0,-0.0027543790300371684,0.0,0.0,0.0
57a59636cde25b02,3,1.116943359375,0,0,0,0,0.0,0.0,0.0,0.0
581836f4f4365cc8,2,84.46335124969482,0,1,0,0,-0.0029114082822252474,0.0,0.0,0.0
586dc46118d75100,0,13.349227905273438,0,1,0,0,-0.021917724669795913,0.0,0.0,0.0
588dbd820a135056,3,14.562458038330078,0,0,0,0,0.0,0.0,0.0,0.0
58e646ea48eb59d3,4,15.272571563720703,0,1,0,0,-0.0058557451717655695,0.0,0.0,0.0
58f2e39eebc65d24,4,8.787141799926758,0,0,0,0,0.0,0.0,0.0,0.0
5979437fa70f5fd8,3,14.932014465332031,0,0,0,0,0.0,0.0,0.0,0.0
5991dfcee3185e01,0,7.084007263183594,0,1,1,0,0.6875,0.0,1.0,0.0
59b8dea90c1b5499,1,4.658748626708984,0,1,0,0,-0.0003298512598579606,0.0,0.0,0.0
59d1bd367a965623,3,0.0,1,0,0,0,0.0,0.0,0.0,0.0
5a917f5bb8815bd0,4,20.641315460205078,0,1,1,0,0.4314064250339478,0.0,0.0,0.0
5aa3112549445a00,2,8.717578887939453,0,1,1,0,0.0038855442341574342,0.0,0.0,0.0
5b06ed05f63a5554,2,13.874858856201172,0,1,0,0,-0.007282046699159217,0.0,0.0,0.0
5b4aedf8449c54ca,0,42.880496978759766,0,0,0,0,0.0,0.0,0.0,0.0
5c92fa52c5165a1e,0,6.864114761352539,0,0,0,0,0.0,0.0,0.0,0.0
5d0c2052e0a35e3f,4,2.3987789154052734,0,1,0,0,-0.012549529161245743,0.0,0.0,0.0
5da895ba0a415a80,2,6.6669158935546875,0,1,0,0,-0.006749254159719609,0.0,0.0,0.0
5e16781ce6685597,2,14.537700653076172,0,0,0,0,0.0,0.0,0.0,0.0
5e6ab34948a9514f,3,0.0,1,0,0,0,0.0,0.0,0.0,0.0
5eae283cb1b95a45,0,9.382209777832031,0,1,1,0,0.01548332991890633,0.0,0.0,0.0
5f4392860e5752ce,1,23.18275547027588,0,1,1,0,0.4516744622565962,0.0,0.0,0.0
5f60684cc6045646,3,0.0,1,0,0,0,0.0,0.0,0.0,0.0
5fde760ec9f05c3d,1,18.075233459472656,0,1,1,0,0.0011598425147225644,0.0,0.0,0.0
6004adf688695a08,3,19.303993225097656,0,0,0,0,0.0,0.0,0.0,0.0
60183447caa4548b,2,25.36017894744873,0,1,0,0,-0.0024447910955256447,0.0,0.0,0.0
60bd62401d0857f9,0,11.907135009765625,0,1,0,0,-0.01929819408197808,0.0,0.0,0.0
618892326e0c530e,2,3.432845115661621,0,1,0,0,-0.0008882218591843571,0.0,0.0,0.0
621fb14952d45fbc,1,10.760929107666016,0,1,0,0,0.0,0.0,1.0,1.0
6281e79a633155a3,4,16.693196296691895,0,1,1,0,0.0354721259775892,0.0,0.0,0.0
628e147a02bf5128,2,13.881256103515625,0,0,0,0,0.0,0.0,0.0,0.0
629734efb5f5564c,4,100.87335968017578,0,1,0,1,-0.6842782178457005,0.0,-1.0,-1.0
62f95fe3004d54c9,4,7.213125228881836,0,1,1,0,0.01811214759034574,0.0,0.0,0.0
637d23f7438f50f6,3,14.601455688476562,0,1,0,0,-0.00773953468046118,0.0,0.0,0.0
6429eb85b6ba5938,4,0.0,1,0,0,0,0.0,0.0,0.0,0.0
642e382b50db5133,4,14.635631561279297,0,1,0,0,-0.11996332214574579,0.0,0.0,0.0
648d283b25fa50d1,0,11.391674041748047,0,1,0,0,-0.0003114284514186272,0.0,0.0,0.0
64fe109ec6a858ec,1,5.819862365722656,0,0,0,0,0.0,0.0,0.0,0.0
6596827fb10b569a,0,12.862152099609375,0,1,1,0,0.12987966084627367,0.0,0.0,0.0
667054412512521b,3,60.618988037109375,0,1,1,0,0.006416044681840871,0.0,0.0,0.0
669d54218ee75215,4,7.362981796264648,0,0,0,0,0.0,0.0,0.0,0.0
66a39f4cabc85bc4,2,36.12651443481445,0,1,0,0,-0.014811221365820137,0.0,0.0,0.0
66da55b392b45a5d,4,0.0,1,0,0,0,0.0,0.0,0.0,0.0
6715d16e80075f55,4,0.9904701709747314,0,0,0,0,0.0,0.0,0.0,0.0
671ff8b7146358da,4,16.99952983856201,0,0,0,0,0.0,0.0,0.0,0.0
683e8d239bf75a5d,2,13.670967102050781,0,0,0,0,0.0,0.0,0.0,0.0
684af4044c445d01,2,14.145980834960938,0,1,0,0,-0.00581369015689881,0.0,0.0,0.0
68e20734e9415e24,1,3.6799936294555664,0,0,0,0,0.0,0.0,0.0,0.0
69244009b6eb50bf,4,5.121772766113281,0,0,0,0,0.0,0.0,0.0,0.0
69a069b9a6985aaf,2,5.742179870605469,0,0,0,0,0.0,0.0,0.0,0.0
69f3980cf2db525c,4,11.991363525390625,0,0,0,0,0.0,0.0,0.0,0.0
6a35a43b5e295b97,3,0.0,1,0,0,0,0.0,0.0,0.0,0.0
6a35bb3d0b895433,4,2.0573577880859375,0,1,0,0,-0.00023923060202968305,0.0,0.0,0.0
6a860de43c125dbf,1,7.945304870605469,0,1,0,0,-0.0017895859333926234,0.0,0.0,0.0
6b416b289a3b5858,4,1.1598529815673828,0,0,0,0,0.0,0.0,0.0,0.0
6b5577a2a92d5e63,1,9.11659049987793,0,0,0,0,0.0,0.0,0.0,0.0
6c6d30fe3b6e59f0,4,0.9912586212158203,0,1,0,0,-0.00537493228853525,0.0,0.0,0.0
6c82dcb2637f5ad4,0,14.675895690917969,0,1,1,0,0.0009198909408701939,0.0,0.0,0.0
6c95d9b03b7a5944,1,15.280258178710938,0,1,0,0,-0.026481136432669916,0.0,0.0,0.0
6d5d40bcf2f153a8,1,2.0832252502441406,0,1,0,0,-9.976811541556607e-05,0.0,0.0,0.0
6e9b901524355c0b,4,3.1037654876708984,0,0,0,0,0.0,0.0,0.0,0.0
6ed7b0d3fc715d28,3,6.6902265548706055,0,1,0,0,-0.013571629838944888,0.0,0.0,0.0
6f319806306450c0,3,14.183700561523438,0,1,0,0,-0.04316707069047543,0.0,0.0,0.0
6f8bc109eabc5ad5,0,22.432064056396484,0,0,0,0,0.0,0.0,0.0,0.0
6fc9e653b0ee5565,0,0.5309486389160156,0,0,0,0,0.0,0.0,0.0,0.0
70a67a5dedae584b,0,6.352148056030273,0,1,1,0,0.00033984376408913164,0.0,0.0,0.0
70c45003ec3e527b,0,65.212158203125,0,1,0,1,-0.6948192099637682,0.0,-1.0,-1.0
713177596893526a,2,0.6258125305175781,0,0,0,0,0.0,0.0,0.0,0.0
71589a780d925ed6,2,0.0,1,0,0,0,0.0,0.0,0.0,0.0
73458ba61f445d19,0,0.0,1,0,0,0,0.0,0.0,0.0,0.0
73963278f6eb5002,1,11.594560623168945,0,1,1,0,0.007070966333136419,0.0,0.0,0.0
73cd1e45d87156ee,1,95.52678054571152,0,1,0,0,-0.004078161850932571,0.0,0.0,0.0
7418da8c04e85efb,4,11.60890007019043,0,0,0,0,0.0,0.0,0.0,0.0
7476e5ad4711587f,3,11.202198028564453,0,0,0,0,0.0,0.0,0.0,0.0
75fd8a14d25350e5,2,16.293106079101562,0,1,1,0,0.7923665890888174,0.0,1.0,1.0
761122460ac451ca,4,2.0425758361816406,0,1,1,0,0.008610142851413816,0.0,0.0,0.0
7647b4788f795d71,0,14.127307891845703,0,0,0,0,0.0,0.0,0.0,0.0
77d52cd328e05b79,3,14.790557861328125,0,1,0,0,-0.008114084341817707,0.0,0.0,0.0
77f9220d917b52d0,0,7.566741943359375,0,1,0,0,-0.007705593856266124,0.0,0.0,0.0
78a96b59eca751e7,3,5.257829666137695,0,1,1,0,0.18047551168170084,0.0,0.0,1.0
78dae1caad5656a7,2,9.063446044921875,0,1,0,0,-0.0012516087464183867,0.0,0.0,0.0
799dcf813dba5d8a,1,10.535261154174805,0,1,1,0,0.126923026484016,0.0,0.0,0.0
79a3cfc7d4535d5f,1,1.0464977025985718,0,1,1,0,1.3624520653676697e-05,0.0,0.0,0.0
79a429b2a2b450e7,2,4.681266784667969,0,0,0,0,0.0,0.0,0.0,0.0
7a1756cf8f7a566e,4,11.200471878051758,0,0,0,0,0.0,0.0,0.0,0.0
7a90e31caaa35114,1,59.91923141479492,0,1,0,0,-0.008592734291813953,0.0,0.0,0.0
7a9a7b86210b5dc4,1,0.0,1,0,0,0,0.0,0.0,0.0,0.0
7b1eb807d4d95132,1,6.5765533447265625,0,1,1,0,0.06785658081717971,0.0,0.0,0.0
7b6dfa3d4bc553a9,1,2.0267715454101562,0,1,0,0,-0.0021514882378315114,0.0,0.0,0.0
7c39359aaa345e52,2,0.0,1,0,0,0,0.0,0.0,0.0,0.0
7c467941fb3d5524,3,2.081554412841797,0,1,0,0,-0.0006447352997706046,0.0,0.0,0.0
7c8389cb32f25aed,4,11.880439758300781,0,1,0,1,0.0,0.0,-1.0,-1.0
7ca96f8e844f56ca,0,16.42610740661621,0,0,0,0,0.0,0.0,0.0,0.0
7d363b1db0fc5975,0,7.163585662841797,0,0,0,0,0.0,0.0,0.0,0.0
7d8759e340975895,2,1.5866165161132812,0,0,0,0,0.0,0.0,0.0,0.0
7defa49de9415496,3,15.052364349365234,0,1,1,0,0.010798979819557797,0.0,0.0,0.0
7f9f132592f45a84,3,24.44500732421875,0,1,0,0,-0.007586786912490817,0.0,0.0,0.0
80bebabe4c6f5627,4,15.059856414794922,0,1,0,0,-0.0015627186451750985,0.0,0.0,0.0
80c337fb67145ff6,0,2.0336532592773438,0,0,0,0,0.0,0.0,0.0,0.0
82bcaf16eea459db,3,3.4998666644096375,0,1,1,0,0.012035473146321585,0.0,0.0,0.0
83d128720881565a,0,14.634113311767578,0,1,1,0,0.00034961300828528774,0.0,0.0,0.0
842b7f0b68fc5245,1,16.351064682006836,0,0,0,0,0.0,0.0,0.0,0.0
84ed4f2cc4f057ce,0,2.044797897338867,0,1,0,0,-0.0032372082436769034,0.0,0.0,0.0
8515fe3938815bd1,3,13.572784423828125,0,1,1,0,0.30642514535673704,0.0,0.0,1.0
864541f05d165c97,0,10.320592880249023,0,0,0,0,0.0,0.0,0.0,0.0
86839ab67df151f2,1,3.5678272247314453,0,1,0,0,-0.000241559452446527,0.0,0.0,0.0
86935537a5e256bd,1,11.734642028808594,0,1,1,0,0.00829840358552314,0.0,0.0,0.0
86abbd3f53575fd5,3,13.985252380371094,0,1,0,1,-0.7878840033603236,0.0,-1.0,-1.0
8724d825e1c15a99,2,7.973537445068359,0,0,0,0,0.0,0.0,0.0,0.0
