scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,mean_selected_action,mean_selected_score,mean_selected_teacher_improvement,pair_selected_action,pair_selected_score,pair_selected_teacher_improvement,selected_policy_conformal_q,main_selected_action,main_selected_lower_bound,main_selected_teacher_improvement,pair_changes_mean_winner,mean_selected,pair_selected,mean_outcome_class,pair_outcome_class,transition_class,pair_minus_mean_teacher_improvement
4b30de14589f513c,0,1,14,1,6,0.0984465499710167,-0.0006676835825666786,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
648d283b25fa50d1,0,1,4,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
651762602ed854bf,0,1,1,1,13,0.07495135190800395,0.0005464716681715803,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
864541f05d165c97,0,1,2,1,21,0.24943047390010248,7.027299320325284e-05,21,0.054237322619304425,7.027299320325284e-05,inf,-1,nan,nan,0,1,1,positive,positive,same_winner,0.0
a054dd394e1b559c,0,1,17,1,19,0.14869814603369635,0.0008117835176117971,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
b7c6fe6429785952,0,1,15,1,21,0.06156567725992046,0.00013186896652861435,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
c031140da54d502a,0,1,17,1,3,0.14493639723970847,0.9911725879896434,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
cdabe76a1ba75152,0,1,16,1,3,0.2975005558059906,0.9906680473752321,3,0.02671134553883063,0.9906680473752321,inf,-1,nan,nan,0,1,1,positive,positive,same_winner,0.0
cdccf3dfd4e153cc,0,1,24,1,19,0.1857556234661884,0.0011230520552452106,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
d3e0b427c9095c6f,0,1,17,1,5,0.012369739186947115,0.00014757037917151328,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
d86f407ee78151b0,0,1,5,1,1,0.05847753052003973,-0.9291437838989309,-1,nan,nan,inf,-1,nan,nan,1,1,0,catastrophic,abstain,mean_to_abstain,
de2c82b474d85dd5,0,1,17,1,2,0.018088819890139274,-0.0006743428357876835,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
046577552dd15fc3,0,1,15,1,3,0.07639785842223545,0.00031031498312950045,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
1f8c9456286d59fb,0,1,17,0,2,0.025368716274818348,-0.00024940564567232926,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
369040b3134c5769,0,1,17,1,2,0.012763246687714558,8.364603845692486e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
39dca464ed145043,0,1,17,1,3,0.20411355765488787,1.3998703285889036e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
3e940b9ccdf456b7,0,1,17,1,3,0.20658609426858232,-0.00983716126978429,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
4f74e2eb505a5fd0,0,1,9,0,7,0.03133702909050945,-0.24303894127057868,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
524cadd627f25d7f,0,1,8,0,7,0.03685442295286595,-0.2439054437735635,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
70c45003ec3e527b,0,1,1,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
b1bfa52c4bc452b7,0,1,17,1,3,0.009914643779085353,0.0003829283017662277,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
bed9898a4bf45a6b,0,1,17,1,3,0.1052351858281736,1.4568283385862912e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
db219c4afef9558d,0,1,18,1,3,0.15547090087178606,0.00014902080035517073,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
fa1f7200f4ff5651,0,1,16,0,2,0.013526325795574556,-0.00014718964491039488,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
04e294754b4d56a6,0,1,7,1,23,0.04991742843673708,4.5298025821094434e-05,22,0.011438690875803216,4.5298025821094434e-05,inf,-1,nan,nan,1,1,1,positive,positive,different_winner_equal_teacher,0.0
3a223e65af13545c,0,1,7,1,6,0.1796478832603669,0.11440042549293716,1,0.33883398271808335,1.6616739350611343,inf,-1,nan,nan,1,1,1,positive,positive,different_winner_pair_better,1.547273509568197
3e1f06aa9ff354c9,0,1,17,1,3,0.14374582883763437,0.0003580765151420806,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
3e3a2d672dfb5b51,0,1,6,1,6,0.07197280672664524,-1.987346634269027e-05,6,0.06348448504999314,-1.987346634269027e-05,inf,-1,nan,nan,0,1,1,nonpositive,nonpositive,same_winner,0.0
6110193eb32f5ad4,0,1,17,1,3,0.035363667124280906,-4.4033554047917534e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
6e075e93bd485b81,0,1,10,1,22,0.011121821980912772,0.5333196029574498,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
6fc9e653b0ee5565,0,1,12,1,23,0.058255824748075946,7.308054529531205e-06,28,0.03794140576068343,-0.00026946702231622766,inf,-1,nan,nan,1,1,1,positive,nonpositive,good_to_bad_winner_change,-0.00027677507684575886
99426aa893625f69,0,1,7,0,2,0.08886203127140385,-0.990559431026876,-1,nan,nan,inf,-1,nan,nan,1,1,0,catastrophic,abstain,mean_to_abstain,
9fb5b34a36925a6c,0,1,7,0,4,0.10199219087742645,-0.0037563836089917757,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
a1c1a996e52f5c4e,0,1,5,0,2,0.01089785377425645,-4.041263536178889,-1,nan,nan,inf,-1,nan,nan,1,1,0,catastrophic,abstain,mean_to_abstain,
a657d16d34c3519a,0,1,3,1,1,0.17547647273904504,1.7842007715892396,1,0.07703566997581526,1.7842007715892396,inf,-1,nan,nan,0,1,1,positive,positive,same_winner,0.0
a68adc1c27615ce9,0,1,13,0,2,0.04967050161284531,-0.0003269563222303984,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
a75ce500226f5481,0,1,17,1,4,0.05345567033998139,-0.0008296889021993104,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
b95dc2615771588d,0,1,14,1,21,0.05683981749397021,-0.1210931115172803,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
c3fd16e5694a5353,0,1,10,1,3,0.12046760719252153,0.005157053496875008,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
c8c5d04b848e504c,0,1,16,1,3,0.14438667427381824,0.00029568436057303416,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
c944de45a71e5a38,0,1,14,0,2,0.019957378720107943,-1.579888735432633e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
f7cbec94d1ff5621,0,1,3,0,6,0.07728593347369894,-0.0007099613890051842,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
03dac455f9ec5792,0,1,18,1,19,0.017724369312140442,7.577102212241726e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
0966d80519ed5508,0,1,11,1,6,0.09030012211697441,0.0009220502038020642,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
222f2b699516591c,0,1,14,1,25,0.19459891297362059,-1.0518735647169208e-05,10,0.005252411040450905,-0.0002557319551707016,inf,-1,nan,nan,1,1,1,nonpositive,nonpositive,different_winner_pair_worse,-0.00024521321952353237
343925e5442554f5,0,1,4,1,17,0.1934317470532842,-0.00019431640431277764,17,0.3578768008268849,-0.00019431640431277764,inf,-1,nan,nan,0,1,1,nonpositive,nonpositive,same_winner,0.0
650894e30d725ba8,0,1,14,0,14,0.056091274186772344,-0.0032331318099244524,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
70a67a5dedae584b,0,1,23,1,13,0.08188320526111043,0.00017503621224313978,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
80c337fb67145ff6,0,1,29,1,20,0.19231021622311717,0.00020890609137680372,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
84ed4f2cc4f057ce,0,1,14,1,21,0.047812367663680855,0.9801659668493785,27,0.05922903228167978,-0.00025902655910448047,inf,-1,nan,nan,1,1,1,positive,nonpositive,good_to_bad_winner_change,-0.980424993408483
8bdafd4a1d7c50eb,0,1,21,1,23,0.08620951088566009,0.0007238137360662256,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
9cb860301c105ca7,0,1,9,1,20,0.154224216009822,-3.7070147320572566e-05,20,0.256289367771393,-3.7070147320572566e-05,inf,-1,nan,nan,0,1,1,nonpositive,nonpositive,same_winner,0.0
a1ceb182eb7250a1,0,1,16,1,2,0.04737771809577768,-0.00047298199683432074,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
b704090abc8d5afe,0,1,30,1,18,0.24288060354663926,0.0007353571400976477,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
fd35b4e54a465e54,0,1,1,0,7,0.04809404153909458,-2.0207331793509424,-1,nan,nan,inf,-1,nan,nan,1,1,0,catastrophic,abstain,mean_to_abstain,
fe98c3c19baf5ea3,0,1,2,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
05ba4ac2db9c50d2,0,1,11,1,21,0.0846390048368249,-0.9894043804722809,-1,nan,nan,inf,-1,nan,nan,1,1,0,catastrophic,abstain,mean_to_abstain,
0d399eab6caf5d71,0,1,1,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
154c14f381535c43,0,1,1,1,24,0.04021733379569503,7.987478524418279e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
20cd0f5250875606,0,1,5,0,17,0.023568747408434065,-0.0007432220146525647,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
30a3163cf0805a69,0,1,4,0,24,0.03829073211936446,0.0,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
3da38924ebd45f50,0,1,10,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
48fd1a7abb7c59a6,0,1,19,1,20,0.04918747346643987,9.257317371691443e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
501128405d13533f,0,1,10,1,5,0.002751601889183164,0.0006175347519805658,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
594c56337e94571b,0,1,14,0,3,0.058697773703126455,-0.001155877960449997,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
5c92fa52c5165a1e,0,1,19,1,21,0.0577642732867924,2.6677810028186144e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
83d128720881565a,0,1,17,0,1,0.008372382815175716,-0.00017347736358619414,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
95a810911ba359ec,0,1,11,0,20,0.12374371487394292,-1.2317919820233691,20,0.5088428557901651,-1.2317919820233691,inf,-1,nan,nan,0,1,1,catastrophic,catastrophic,same_winner,0.0
9d1adc78bda259ce,0,1,10,1,16,0.11672135095881259,0.989390559457801,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
a3b5d1855e7e5d96,0,1,12,1,0,0.4549551393590307,-1.1104694041938434,0,0.7470819692309767,-1.1104694041938434,inf,-1,nan,nan,0,1,1,catastrophic,catastrophic,same_winner,0.0
bbc08519add25675,0,1,3,1,3,0.06843772076558913,0.0016385450839995208,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
bf75c93832c7569d,0,1,9,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
d5b4a2295da55f8c,0,1,5,0,13,1.4178625874575828,-1.2230175262318923,13,1.9538259912600984,-1.2230175262318923,inf,-1,nan,nan,0,1,1,catastrophic,catastrophic,same_winner,0.0
dec7d1a6632a516c,0,1,9,1,1,0.023127761480382036,0.009756261034843616,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
e14c53a47ffc5fe0,0,1,21,1,20,0.04446072842027765,9.726131521165362e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
0624fd97bb1d5859,0,1,23,1,22,0.14196885189895925,0.0001875565206632679,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
1289017760ab5cda,0,1,22,1,19,0.044659837182759454,1.5281987189919022e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
15210c5280b851a8,0,1,18,1,8,0.033383494524547974,1.2200536691841322,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
327472f9f4b755a7,0,1,12,1,2,0.011177487657868912,6.967344586739088e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
35c70713d92251fc,0,1,12,1,16,0.1269813748843595,5.6691353023052404e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
3a4fd1d48a995545,0,1,12,1,19,0.05918328173968351,0.014261765146213357,19,0.17634764308876283,0.014261765146213357,inf,-1,nan,nan,0,1,1,positive,positive,same_winner,0.0
3c9d60b02bfb51c0,0,1,17,0,2,0.051373550210751906,-0.00024523607227022737,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
4750b9c4cfbd5d3f,0,1,2,0,4,0.023709539188688844,-6.735376818865747,-1,nan,nan,inf,-1,nan,nan,1,1,0,catastrophic,abstain,mean_to_abstain,
506ddb4d458f5a70,0,1,1,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
54dbabed00525444,0,1,17,0,3,0.07536484659468806,-9.26424650009583e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
77f9220d917b52d0,0,1,12,1,1,0.0912410640457193,0.9964797705322503,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
7ca96f8e844f56ca,0,1,15,1,20,0.053908095991723415,3.252210966228601,19,0.04775856419431751,3.252210966228601,inf,-1,nan,nan,1,1,1,positive,positive,different_winner_equal_teacher,0.0
7d363b1db0fc5975,0,1,11,1,3,0.015836426716804797,0.013301340210687851,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
8813e8c6790a59d3,0,1,13,1,20,0.14077966578526102,0.0005376298925838796,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
9626975e16725ec8,0,1,20,1,18,0.08803132680088482,0.0010747945629061562,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
9907ad0101c45e09,0,1,1,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
9e720f0176b35d63,0,1,24,1,5,0.08980336668492328,1.6583766508847415e-05,18,0.04152356514411133,-9.262234168127192e-05,inf,-1,nan,nan,1,1,1,positive,nonpositive,good_to_bad_winner_change,-0.00010920610819011934
a67f3948c2445760,0,1,3,1,3,0.108885410976374,0.0006509598884731531,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
a8e99095a8235549,0,1,4,0,16,0.4386884357042828,-1.2318749638779087,16,0.029727738327172126,-1.2318749638779087,inf,-1,nan,nan,0,1,1,catastrophic,catastrophic,same_winner,0.0
aed1237adf57578c,0,1,1,1,0,0.1439955376041523,1.0332035451421078,0,0.12118616182077198,1.0332035451421078,inf,-1,nan,nan,0,1,1,positive,positive,same_winner,0.0
ba5ddc3d1d5d56ad,0,1,1,0,25,0.051594040259578255,-3.6526486277832504e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
c81dc86e054f566d,0,1,15,1,3,0.09315287443946835,0.0005305072082206763,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
cffbf96734fa5f35,0,1,2,0,1,0.10448810917061085,-0.00012115731714312794,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
f4ba7c7ca86f5233,0,1,13,1,20,0.14072023989209992,0.000496528893252357,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
045cd7a008c65925,0,1,17,1,3,0.09205237395893762,0.0002655468061565358,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
0c77a4182a655cf9,0,1,3,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
